flight_date,departure_airport,departure_icao,departure_iata,departure_time,arrival_airport,arrival_icao,arrival_iata,airline_name,airline_icao,flight_number,flight_iata,flight_icao,lat1,long1,lat2,long2
01/01/2022,Colorado Springs,KCOS,COS,2022-01-01T14:05:00+00:00,Mc Carran International,KLAS,LAS,Volaris,VOI,2546,Y42546,VOI2546,,,,
01/01/2022,Quad-City,KMLI,MLI,,Colorado Springs,KCOS,COS,Delta Private Jets,DPJ,465,,DPJ465,,,,
01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T15:33:00+00:00,Asheville Regional Airport,KAVL,AVL,Allegiant Air,AAY,476,G4476,AAY476,,,,
01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T15:22:00+00:00,Newark Liberty International,KEWR,EWR,United Airlines,UAL,1167,UA1167,UAL1167,,,,
01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T15:24:00+00:00,William P Hobby,KHOU,HOU,Southwest Airlines,SWA,2723,WN2723,SWA2723,,,,
01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T15:36:00+00:00,Nashville International,KBNA,BNA,Southwest Airlines,SWA,3141,WN3141,SWA3141,,,,
01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T15:55:00+00:00,Hartsfield-jackson Atlanta International,KATL,ATL,Delta Air Lines,DAL,1249,DL1249,DAL1249,,,,
01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T15:49:00+00:00,Dallas/Fort Worth International,KDFW,DFW,American Airlines,AAL,1390,AA1390,AAL1390,,,,
01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T16:16:00+00:00,Logan International,KBOS,BOS,JetBlue Airways,JBU,470,B6470,JBU470,,,,
01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T16:13:00+00:00,Denver International,KDEN,DEN,United Airlines,UAL,745,UA745,UAL745,,,,
01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T15:50:00+00:00,Luis Munoz Marin International,TJSJ,SJU,Southwest Airlines,SWA,3549,WN3549,SWA3549,,,,
01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T16:00:00+00:00,Indianapolis International,KIND,IND,Southwest Airlines,SWA,1998,WN1998,SWA1998,,,,
01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T16:01:00+00:00,John F Kennedy International,KJFK,JFK,Delta Air Lines,DAL,2127,DL2127,DAL2127,,,,
01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T16:29:00+00:00,Philadelphia International,KPHL,PHL,American Airlines,AAL,1884,AA1884,AAL1884,,,,
01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T16:10:00+00:00,Salt Lake City International,KSLC,SLC,Delta Air Lines,DAL,1061,DL1061,DAL1061,,,,
01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T16:44:00+00:00,Port Columbus International,KCMH,CMH,Spirit Airlines,NKS,492,NK492,NKS492,,,,
01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T17:34:00+00:00,Newark Liberty International,KEWR,EWR,Spirit Airlines,NKS,1215,NK1215,NKS1215,,,,
01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T16:45:00+00:00,John F Kennedy International,KJFK,JFK,JetBlue Airways,JBU,702,B6702,JBU702,,,,
01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T18:31:00+00:00,Los Angeles International,KLAX,LAX,Alaska Airlines,ASA,1335,AS1335,ASA1335,,,,
01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T16:39:00+00:00,Love Field,KDAL,DAL,Southwest Airlines,SWA,1411,WN1411,SWA1411,,,,
01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T17:08:00+00:00,Ronald Reagan Washington National Airport,KDCA,DCA,Southwest Airlines,SWA,2862,WN2862,SWA2862,,,,
01/01/2022,Concord-Padgett Regional Airport,KJQF,USA,2022-01-01T15:09:00+00:00,Fort Lauderdale–Hollywood International,KFLL,FLL,Allegiant Air,AAY,943,G4943,AAY943,,,,
01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T10:11:00+00:00,Dallas/Fort Worth International,KDFW,DFW,NetJets Aviation,EJA,309,1I309,EJA309,,,,
01/01/2022,Salt Lake City International,KSLC,SLC,2022-01-01T13:19:00+00:00,George Bush Intercontinental,KIAH,IAH,Air New Zealand,ANZ,6897,NZ6897,ANZ6897,,,,
01/01/2022,Salt Lake City International,KSLC,SLC,2022-01-01T13:31:00+00:00,John Wayne,KSNA,SNA,Southwest Airlines,SWA,1390,WN1390,SWA1390,,,,
01/01/2022,Salt Lake City International,KSLC,SLC,2022-01-01T14:29:00+00:00,Denver International,KDEN,DEN,Southwest Airlines,SWA,3405,WN3405,SWA3405,,,,
01/01/2022,Salt Lake City International,KSLC,SLC,2022-01-01T13:44:00+00:00,Charlotte Douglas,KCLT,CLT,American Airlines,AAL,2788,AA2788,AAL2788,,,,
01/01/2022,Salt Lake City International,KSLC,SLC,2022-01-01T13:54:00+00:00,Mc Carran International,KLAS,LAS,Southwest Airlines,SWA,1678,WN1678,SWA1678,,,,
01/01/2022,Salt Lake City International,KSLC,SLC,2022-01-01T13:53:00+00:00,Seattle-Tacoma International,KSEA,SEA,Qatar Airways,QTR,3358,QR3358,QTR3358,,,,
01/01/2022,Salt Lake City International,KSLC,SLC,2022-01-01T14:41:00+00:00,Chicago O'hare International,KORD,ORD,British Airways,BAW,5186,BA5186,BAW5186,,,,
01/01/2022,Salt Lake City International,KSLC,SLC,2022-01-01T14:24:00+00:00,Dallas/Fort Worth International,KDFW,DFW,British Airways,BAW,5109,BA5109,BAW5109,,,,
01/01/2022,Salt Lake City International,KSLC,SLC,2022-01-01T15:09:00+00:00,San Francisco International,KSFO,SFO,Air Canada,ACA,4040,AC4040,ACA4040,,,,
01/01/2022,Mc Carran International,KLAS,LAS,2022-01-01T12:06:00+00:00,Salt Lake City International,KSLC,SLC,Delta Air Lines,DAL,1610,DL1610,DAL1610,,,,
01/01/2022,Pocatello,KPIH,PIH,2022-01-01T13:15:00+00:00,Salt Lake City International,KSLC,SLC,Delta Air Lines,DAL,4333,DL4333,DAL4333,,,,
01/01/2022,Aspen,KASE,ASE,2022-01-01T14:06:00+00:00,Denver International,KDEN,DEN,Lufthansa,DLH,9123,LH9123,DLH9123,,,,
01/01/2022,Aspen,KASE,ASE,2022-01-01T15:47:00+00:00,John Wayne,KSNA,SNA,United Airlines,UAL,5707,UA5707,UAL5707,,,,
01/01/2022,Aspen,KASE,ASE,,Eppley Airfield,KOMA,OMA,NetJets Aviation,EJA,561,1I561,EJA561,,,,
01/01/2022,Mc Carran International,KLAS,LAS,2022-01-01T11:09:00+00:00,Aspen,KASE,ASE,NetJets Aviation,EJA,163,1I163,EJA163,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T14:09:00+00:00,Aspen,KASE,ASE,Qantas,QFA,4104,QF4104,QFA4104,,,,
01/01/2022,Lafayette Regional,KLFT,LFT,2022-01-01T14:22:00+00:00,Dallas/Fort Worth International,KDFW,DFW,British Airways,BAW,6519,BA6519,BAW6519,,,,
01/01/2022,Boeing Field/King County International Airport,KBFI,BFI,,Yakima Air Terminal,KYKM,YKM,Ameriflight,AMF,1998,A81998,AMF1998,,,,
01/01/2022,Spokane International,KGEG,GEG,,Yakima Air Terminal,KYKM,YKM,Empire Airlines,CFS,8737,EM8737,CFS8737,,,,
01/01/2022,La Guardia,KLGA,LGA,2022-01-01T15:27:00+00:00,Raleigh-durham International Airport,KRDU,RDU,WestJet,WJA,6779,WS6779,WJA6779,,,,
01/01/2022,La Guardia,KLGA,LGA,2022-01-01T19:19:00+00:00,Palm Beach International Airport,KPBI,PBI,JetBlue Airways,JBU,761,B6761,JBU761,,,,
01/01/2022,La Guardia,KLGA,LGA,2022-01-01T15:40:00+00:00,Myrtle Beach AFB,KMYR,MYR,Spirit Airlines,NKS,1347,NK1347,NKS1347,,,,
01/01/2022,La Guardia,KLGA,LGA,2022-01-01T16:18:00+00:00,George Bush Intercontinental,KIAH,IAH,Air New Zealand,ANZ,6681,NZ6681,ANZ6681,,,,
01/01/2022,La Guardia,KLGA,LGA,2022-01-01T15:52:00+00:00,Palm Beach International Airport,KPBI,PBI,WestJet,WJA,6767,WS6767,WJA6767,,,,
01/01/2022,La Guardia,KLGA,LGA,2022-01-01T15:43:00+00:00,Louisville International (Standiford Field),KSDF,SDF,JetBlue Airways,JBU,4751,B64751,JBU4751,,,,
01/01/2022,La Guardia,KLGA,LGA,2022-01-01T16:11:00+00:00,Orlando International,KMCO,MCO,LATAM Airlines,LAN,6230,LA6230,LAN6230,,,,
01/01/2022,La Guardia,KLGA,LGA,2022-01-01T16:00:00+00:00,Piedmont Triad International,KGSO,GSO,JetBlue Airways,JBU,4646,B64646,JBU4646,,,,
01/01/2022,La Guardia,KLGA,LGA,2022-01-01T16:28:00+00:00,Fort Lauderdale–Hollywood International,KFLL,FLL,JetBlue Airways,JBU,371,B6371,JBU371,,,,
01/01/2022,La Guardia,KLGA,LGA,2022-01-01T15:57:00+00:00,Tampa International,KTPA,TPA,WestJet,WJA,7428,WS7428,WJA7428,,,,
01/01/2022,La Guardia,KLGA,LGA,2022-01-01T16:01:00+00:00,Hartsfield-jackson Atlanta International,KATL,ATL,Southwest Airlines,SWA,2955,WN2955,SWA2955,,,,
01/01/2022,La Guardia,KLGA,LGA,2022-01-01T16:19:00+00:00,Norfolk International Airport,KORF,ORF,JetBlue Airways,JBU,4733,B64733,JBU4733,,,,
01/01/2022,La Guardia,KLGA,LGA,2022-01-01T16:30:00+00:00,Hartsfield-jackson Atlanta International,KATL,ATL,Aeromexico,AMX,3855,AM3855,AMX3855,,,,
01/01/2022,La Guardia,KLGA,LGA,2022-01-01T16:15:00+00:00,Minneapolis - St. Paul International,KMSP,MSP,Delta Air Lines,DAL,802,DL802,DAL802,,,,
01/01/2022,La Guardia,KLGA,LGA,2022-01-01T16:07:00+00:00,Miami International Airport,KMIA,MIA,JetBlue Airways,JBU,4201,B64201,JBU4201,,,,
01/01/2022,La Guardia,KLGA,LGA,2022-01-01T16:14:00+00:00,Ronald Reagan Washington National Airport,KDCA,DCA,JetBlue Airways,JBU,4250,B64250,JBU4250,,,,
01/01/2022,La Guardia,KLGA,LGA,2022-01-01T16:12:00+00:00,Pittsburgh International,KPIT,PIT,JetBlue Airways,JBU,4762,B64762,JBU4762,,,,
01/01/2022,La Guardia,KLGA,LGA,2022-01-01T16:22:00+00:00,Ronald Reagan Washington National Airport,KDCA,DCA,WestJet,WJA,6448,WS6448,WJA6448,,,,
01/01/2022,Chicago O'hare International,KORD,ORD,2022-01-01T18:51:00+00:00,Hopkins International,KCLE,CLE,Copa Airlines,CMP,2755,CM2755,CMP2755,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T11:56:00+00:00,La Guardia,KLGA,LGA,JetBlue Airways,JBU,4205,B64205,JBU4205,,,,
01/01/2022,Long Beach Municipal,KLGB,LGB,2022-01-01T13:02:00+00:00,Metropolitan Oak International,KOAK,OAK,Southwest Airlines,SWA,3395,WN3395,SWA3395,,,,
01/01/2022,Long Beach Municipal,KLGB,LGB,2022-01-01T12:30:00+00:00,Mineta San Jose International Airport,KSJC,SJC,Southwest Airlines,SWA,3271,WN3271,SWA3271,,,,
01/01/2022,Long Beach Municipal,KLGB,LGB,2022-01-01T13:25:00+00:00,Denver International,KDEN,DEN,Southwest Airlines,SWA,2890,WN2890,SWA2890,,,,
01/01/2022,Long Beach Municipal,KLGB,LGB,2022-01-01T13:23:00+00:00,Dallas/Fort Worth International,KDFW,DFW,Qatar Airways,QTR,2723,QR2723,QTR2723,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T11:18:00+00:00,Long Beach Municipal,KLGB,LGB,Qatar Airways,QTR,9425,QR9425,QTR9425,,,,
01/01/2022,Hopkins International,KCLE,CLE,,Palm Beach International Airport,KPBI,PBI,Delta Private Jets,DPJ,449,,DPJ449,,,,
01/01/2022,Hopkins International,KCLE,CLE,2022-01-01T15:55:00+00:00,Mc Carran International,KLAS,LAS,Spirit Airlines,NKS,1069,NK1069,NKS1069,,,,
01/01/2022,Hopkins International,KCLE,CLE,,Chicago O'hare International,KORD,ORD,Alaska Airlines,ASA,4203,AS4203,ASA4203,,,,
01/01/2022,Hopkins International,KCLE,CLE,2022-01-01T15:44:00+00:00,Fort Lauderdale–Hollywood International,KFLL,FLL,United Airlines,UAL,360,UA360,UAL360,,,,
01/01/2022,Hopkins International,KCLE,CLE,2022-01-01T16:24:00+00:00,Mc Carran International,KLAS,LAS,Southwest Airlines,SWA,2589,WN2589,SWA2589,,,,
01/01/2022,Hopkins International,KCLE,CLE,2022-01-01T16:22:00+00:00,Orlando International,KMCO,MCO,Southwest Airlines,SWA,3388,WN3388,SWA3388,,,,
01/01/2022,Hopkins International,KCLE,CLE,2022-01-01T17:30:00+00:00,Dallas/Fort Worth International,KDFW,DFW,Qatar Airways,QTR,2434,QR2434,QTR2434,,,,
01/01/2022,Hopkins International,KCLE,CLE,2022-01-01T16:13:00+00:00,Denver International,KDEN,DEN,Southwest Airlines,SWA,42,WN42,SWA42,,,,
01/01/2022,Sacramento International,KSMF,SMF,2022-01-01T12:47:00+00:00,Seattle-Tacoma International,KSEA,SEA,WestJet,WJA,7584,WS7584,WJA7584,,,,
01/01/2022,Sacramento International,KSMF,SMF,2022-01-01T12:49:00+00:00,Bob Hope,KBUR,BUR,Southwest Airlines,SWA,3028,WN3028,SWA3028,,,,
01/01/2022,Sacramento International,KSMF,SMF,2022-01-01T13:13:00+00:00,George Bush Intercontinental,KIAH,IAH,Turkish Airlines,THY,8635,TK8635,THY8635,,,,
01/01/2022,Sacramento International,KSMF,SMF,2022-01-01T13:19:00+00:00,Denver International,KDEN,DEN,Air Canada,ACA,4314,AC4314,ACA4314,,,,
01/01/2022,Sacramento International,KSMF,SMF,,John Wayne,KSNA,SNA,Spirit Airlines,NKS,873,NK873,NKS873,,,,
01/01/2022,Arcata,KACV,ACV,,Sacramento International,KSMF,SMF,West Air (USA),PCM,8731,PCM8731,PCM8731,,,,
01/01/2022,Mc Carran International,KLAS,LAS,,Sacramento International,KSMF,SMF,Spirit Airlines,NKS,928,NK928,NKS928,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T10:52:00+00:00,Sacramento International,KSMF,SMF,Delta Air Lines,DAL,1160,DL1160,DAL1160,,,,
01/01/2022,Bishop International Airport,KFNT,FNT,2022-01-01T16:00:00+00:00,St. Petersburg-Clearwater International,KPIE,PIE,Allegiant Air,AAY,1940,G41940,AAY1940,,,,
01/01/2022,John Wayne,KSNA,SNA,2022-01-01T12:53:00+00:00,George Bush Intercontinental,KIAH,IAH,Lufthansa,DLH,8704,LH8704,DLH8704,,,,
01/01/2022,John Wayne,KSNA,SNA,2022-01-01T12:23:00+00:00,San Diego International Airport,KSAN,SAN,NetJets Aviation,EJA,565,1I565,EJA565,,,,
01/01/2022,John Wayne,KSNA,SNA,2022-01-01T12:48:00+00:00,Dallas/Fort Worth International,KDFW,DFW,British Airways,BAW,5768,BA5768,BAW5768,,,,
01/01/2022,John Wayne,KSNA,SNA,2022-01-01T13:01:00+00:00,Sonoma County,KSTS,STS,Alaska Airlines,ASA,3433,AS3433,ASA3433,,,,
01/01/2022,John Wayne,KSNA,SNA,2022-01-01T13:31:00+00:00,Hartsfield-jackson Atlanta International,KATL,ATL,Air France,AFR,2160,AF2160,AFR2160,,,,
01/01/2022,John Wayne,KSNA,SNA,2022-01-01T13:07:00+00:00,Sky Harbor International,KPHX,PHX,American Airlines,AAL,372,AA372,AAL372,,,,
01/01/2022,John Wayne,KSNA,SNA,2022-01-01T13:15:00+00:00,Sacramento International,KSMF,SMF,Spirit Airlines,NKS,872,NK872,NKS872,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T15:46:00+00:00,General Mitchell International,KMKE,MKE,Delta Air Lines,DAL,2455,DL2455,DAL2455,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T15:26:00+00:00,Charlotte Douglas,KCLT,CLT,Delta Air Lines,DAL,2626,DL2626,DAL2626,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T16:04:00+00:00,Blue Grass,KLEX,LEX,Delta Air Lines,DAL,5305,DL5305,DAL5305,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T15:20:00+00:00,Mobile Regional Airport,KMOB,MOB,Delta Air Lines,DAL,5451,DL5451,DAL5451,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T15:36:00+00:00,Logan International,KBOS,BOS,Delta Air Lines,DAL,422,DL422,DAL422,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T15:50:00+00:00,Detroit Metropolitan Wayne County,KDTW,DTW,Delta Air Lines,DAL,521,DL521,DAL521,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T16:01:00+00:00,Louis Armstrong New Orléans International Airport,KMSY,MSY,Delta Air Lines,DAL,2368,DL2368,DAL2368,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T15:22:00+00:00,Southwest Florida International,KRSW,RSW,Delta Air Lines,DAL,1309,DL1309,DAL1309,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,,Tallahassee Regional Airport,KTLH,TLH,Delta Air Lines,DAL,1418,DL1418,DAL1418,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T15:24:00+00:00,Bush Field,KAGS,AGS,Delta Air Lines,DAL,4807,DL4807,DAL4807,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T15:26:00+00:00,Hilton Head,KHXD,HHH,Delta Air Lines,DAL,5844,DL5844,DAL5844,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T15:27:00+00:00,Louisville International (Standiford Field),KSDF,SDF,Southwest Airlines,SWA,3819,WN3819,SWA3819,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T15:33:00+00:00,La Guardia,KLGA,LGA,Delta Air Lines,DAL,494,DL494,DAL494,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T15:31:00+00:00,Tampa International,KTPA,TPA,Delta Air Lines,DAL,2615,DL2615,DAL2615,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T15:32:00+00:00,General Mitchell International,KMKE,MKE,Southwest Airlines,SWA,3438,WN3438,SWA3438,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T15:37:00+00:00,Adams Field Airport,KLIT,LIT,Delta Air Lines,DAL,2077,DL2077,DAL2077,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T15:37:00+00:00,Ronald Reagan Washington National Airport,KDCA,DCA,American Airlines,AAL,4811,AA4811,AAL4811,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T16:09:00+00:00,San Diego International Airport,KSAN,SAN,Delta Air Lines,DAL,677,DL677,DAL677,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T15:46:00+00:00,"Charleston, AFB Municipal",KCHS,CHS,Delta Air Lines,DAL,1348,DL1348,DAL1348,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T15:53:00+00:00,Palm Beach International Airport,KPBI,PBI,Delta Air Lines,DAL,1514,DL1514,DAL1514,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T15:50:00+00:00,Orlando International,KMCO,MCO,Delta Air Lines,DAL,1621,DL1621,DAL1621,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T15:50:00+00:00,Newark Liberty International,KEWR,EWR,United Airlines,UAL,3463,UA3463,UAL3463,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T15:57:00+00:00,Asheville Regional Airport,KAVL,AVL,Delta Air Lines,DAL,5209,DL5209,DAL5209,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T15:54:00+00:00,Minneapolis - St. Paul International,KMSP,MSP,Delta Air Lines,DAL,348,DL348,DAL348,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,,Eastern Iowa Airport,KCID,CID,Delta Air Lines,DAL,4754,DL4754,DAL4754,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T16:14:00+00:00,Baltimore/Washington International Thurgood Marshall,KBWI,BWI,Southwest Airlines,SWA,860,WN860,SWA860,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T17:13:00+00:00,Ronald Reagan Washington National Airport,KDCA,DCA,Southwest Airlines,SWA,3730,WN3730,SWA3730,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T16:03:00+00:00,Bradley International,KBDL,BDL,Delta Air Lines,DAL,2757,DL2757,DAL2757,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T16:00:00+00:00,Philadelphia International,KPHL,PHL,Spirit Airlines,NKS,600,NK600,NKS600,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T16:02:00+00:00,Eppley Airfield,KOMA,OMA,Delta Air Lines,DAL,2361,DL2361,DAL2361,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T16:07:00+00:00,George Bush Intercontinental,KIAH,IAH,Delta Air Lines,DAL,2521,DL2521,DAL2521,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T16:14:00+00:00,Los Angeles International,KLAX,LAX,Delta Air Lines,DAL,335,DL335,DAL335,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T16:11:00+00:00,Tri-cities Regional,KTRI,TRI,Delta Air Lines,DAL,5502,DL5502,DAL5502,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T16:13:00+00:00,George Bush Intercontinental,KIAH,IAH,Spirit Airlines,NKS,363,NK363,NKS363,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,2022-01-01T16:24:00+00:00,Charlotte Douglas,KCLT,CLT,American Airlines,AAL,5264,AA5264,AAL5264,,,,
01/01/2022,Hartsfield-jackson Atlanta International,KATL,ATL,,Trenton Mercer Airport,KTTN,TTN,Frontier Airlines,FFT,806,F9806,FFT806,,,,
01/01/2022,Mc Carran International,KLAS,LAS,2022-01-01T11:21:00+00:00,John Wayne,KSNA,SNA,Spirit Airlines,NKS,871,NK871,NKS871,,,,
01/01/2022,Seattle-Tacoma International,KSEA,SEA,2022-01-01T10:04:00+00:00,John Wayne,KSNA,SNA,Alaska Airlines,ASA,1410,AS1410,ASA1410,,,,
01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T13:05:00+00:00,Tyler Pounds Regional Airport,KTYR,TYR,Alaska Airlines,ASA,4742,AS4742,ASA4742,,,,
01/01/2022,Los Angeles International,KLAX,LAX,2022-01-01T12:24:00+00:00,Hartsfield-jackson Atlanta International,KATL,ATL,Delta Air Lines,DAL,483,DL483,DAL483,,,,
01/01/2022,Los Angeles International,KLAX,LAX,2022-01-01T12:48:00+00:00,Logan International,KBOS,BOS,Delta Air Lines,DAL,550,DL550,DAL550,,,,
01/01/2022,Los Angeles International,KLAX,LAX,2022-01-01T14:01:00+00:00,Detroit Metropolitan Wayne County,KDTW,DTW,Delta Air Lines,DAL,1200,DL1200,DAL1200,,,,
01/01/2022,Los Angeles International,KLAX,LAX,2022-01-01T12:44:00+00:00,John F Kennedy International,KJFK,JFK,American Airlines,AAL,274,AA274,AAL274,,,,
01/01/2022,Los Angeles International,KLAX,LAX,2022-01-01T12:37:00+00:00,Minneapolis - St. Paul International,KMSP,MSP,Spirit Airlines,NKS,956,NK956,NKS956,,,,
01/01/2022,Los Angeles International,KLAX,LAX,2022-01-01T12:58:00+00:00,El Paso International Airport,KELP,ELP,Southwest Airlines,SWA,3545,WN3545,SWA3545,,,,
01/01/2022,Los Angeles International,KLAX,LAX,2022-01-01T12:56:00+00:00,Dallas/Fort Worth International,KDFW,DFW,American Airlines,AAL,319,AA319,AAL319,,,,
01/01/2022,Los Angeles International,KLAX,LAX,2022-01-01T12:59:00+00:00,Gallatin Field,KBZN,BZN,Alaska Airlines,ASA,3362,AS3362,ASA3362,,,,
01/01/2022,Los Angeles International,KLAX,LAX,2022-01-01T14:02:00+00:00,Sky Harbor International,KPHX,PHX,Delta Air Lines,DAL,3701,DL3701,DAL3701,,,,
01/01/2022,Los Angeles International,KLAX,LAX,2022-01-01T13:57:00+00:00,Aspen,KASE,ASE,United Airlines,UAL,5634,UA5634,UAL5634,,,,
01/01/2022,Los Angeles International,KLAX,LAX,2022-01-01T13:25:00+00:00,Baltimore/Washington International Thurgood Marshall,KBWI,BWI,Southwest Airlines,SWA,2528,WN2528,SWA2528,,,,
01/01/2022,Los Angeles International,KLAX,LAX,,Roberts Field,KRDM,RDM,United Airlines,UAL,4693,UA4693,UAL4693,,,,
01/01/2022,Los Angeles International,KLAX,LAX,2022-01-01T12:47:00+00:00,Miami International Airport,KMIA,MIA,JetBlue Airways,JBU,2885,B62885,JBU2885,,,,
01/01/2022,Los Angeles International,KLAX,LAX,2022-01-01T13:07:00+00:00,San Francisco International,KSFO,SFO,United Airlines,UAL,2010,UA2010,UAL2010,,,,
01/01/2022,Los Angeles International,KLAX,LAX,2022-01-01T13:26:00+00:00,Metropolitan Oak International,KOAK,OAK,Southwest Airlines,SWA,677,WN677,SWA677,,,,
01/01/2022,Los Angeles International,KLAX,LAX,2022-01-01T13:03:00+00:00,Sun Valley,KSUN,SUN,United Airlines,UAL,4742,UA4742,UAL4742,,,,
01/01/2022,Los Angeles International,KLAX,LAX,,Yampa Valley,KHDN,HDN,United Airlines,UAL,4739,UA4739,UAL4739,,,,
01/01/2022,Los Angeles International,KLAX,LAX,2022-01-01T13:02:00+00:00,Chicago O'hare International,KORD,ORD,United Airlines,UAL,1069,UA1069,UAL1069,,,,
01/01/2022,Los Angeles International,KLAX,LAX,2022-01-01T13:23:00+00:00,La Guardia,KLGA,LGA,Spirit Airlines,NKS,2152,NK2152,NKS2152,,,,
01/01/2022,Los Angeles International,KLAX,LAX,2022-01-01T13:13:00+00:00,Miami International Airport,KMIA,MIA,American Airlines,AAL,2286,AA2286,AAL2286,,,,
01/01/2022,Los Angeles International,KLAX,LAX,2022-01-01T13:04:00+00:00,Hartsfield-jackson Atlanta International,KATL,ATL,American Airlines,AAL,2601,AA2601,AAL2601,,,,
01/01/2022,Los Angeles International,KLAX,LAX,2022-01-01T13:38:00+00:00,Newark Liberty International,KEWR,EWR,United Airlines,UAL,247,UA247,UAL247,,,,
01/01/2022,Los Angeles International,KLAX,LAX,2022-01-01T13:16:00+00:00,Washington Dulles International,KIAD,IAD,United Airlines,UAL,1284,UA1284,UAL1284,,,,
