index,flight_date,departure_airport,departure_icao,departure_iata,departure_time,arrival_airport,arrival_icao,arrival_iata,airline_name,airline_icao,flight_number,flight_iata,flight_icao,lat1,long1,lat2,long2
1729,01/01/2022,Melbourne International Airport,KMLB,MLB,2022-01-01T17:59:00+00:00,Nashville International,KBNA,BNA,Allegiant Air,AAY,603,G4603,AAY603,28.1012659,-80.645078,36.126317,-86.6773713
1730,01/01/2022,Southwest Florida International,KRSW,RSW,2022-01-01T17:44:00+00:00,Philadelphia International,KPHL,PHL,Spirit Airlines,NKS,1430,NK1430,NKS1430,26.5337051,-81.7553083,39.8729299,-75.2436673
1731,01/01/2022,Southwest Florida International,KRSW,RSW,2022-01-01T17:33:00+00:00,Gerald R. Ford International,KGRR,GRR,Frontier Airlines,FFT,918,F9918,FFT918,26.5337051,-81.7553083,42.8824265,-85.524281
1732,01/01/2022,Southwest Florida International,KRSW,RSW,2022-01-01T16:52:00+00:00,Nashville International,KBNA,BNA,Southwest Airlines,SWA,2906,WN2906,SWA2906,26.5337051,-81.7553083,36.126317,-86.6773713
1733,01/01/2022,Southwest Florida International,KRSW,RSW,2022-01-01T17:39:00+00:00,Philadelphia International,KPHL,PHL,American Airlines,AAL,487,AA487,AAL487,26.5337051,-81.7553083,39.8729299,-75.2436673
1734,01/01/2022,Southwest Florida International,KRSW,RSW,2022-01-01T17:12:00+00:00,Newark Liberty International,KEWR,EWR,United Airlines,UAL,2103,UA2103,UAL2103,26.5337051,-81.7553083,40.6895314,-74.1744624
1735,01/01/2022,Lehigh Valley International,KABE,ABE,,Detroit Metropolitan Wayne County,KDTW,DTW,Delta Air Lines,DAL,5430,DL5430,DAL5430,40.6510611,-75.4438853,42.2162491,-83.3553642
1736,01/01/2022,Lehigh Valley International,KABE,ABE,2022-01-01T17:15:00+00:00,Richmond International Airport,KRIC,RIC,Delta Air Lines,DAL,5556,DL5556,DAL5556,40.6510611,-75.4438853,37.5065795,-77.3208112
1737,01/01/2022,Lehigh Valley International,KABE,ABE,2022-01-01T09:54:00+00:00,Lehigh Valley International,KABE,ABE,empty,,,,,40.6510611,-75.4438853,40.6510611,-75.4438853
1738,01/01/2022,Lehigh Valley International,KABE,ABE,,White River,KLEB,LEB,empty,,,,,40.6510611,-75.4438853,43.6249449,-72.3086409
1739,01/01/2022,Quad-City,KMLI,MLI,,Dallas/Fort Worth International,KDFW,DFW,Qatar Airways,QTR,7886,QR7886,QTR7886,41.4496341,-90.5082706,32.8998091,-97.0403352
1740,01/01/2022,NW Florida Beaches Int,KECP,ECP,2022-01-01T16:13:00+00:00,Dallas/Fort Worth International,KDFW,DFW,Qatar Airways,QTR,2857,QR2857,QTR2857,30.3548543,-85.7995134,32.8998091,-97.0403352
1741,01/01/2022,NW Florida Beaches Int,KECP,ECP,2022-01-01T09:09:00+00:00,Dougherty County,KABY,ABY,empty,,,,,30.3548543,-85.7995134,31.5322734,-84.1882636
1742,01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T15:03:00+00:00,NW Florida Beaches Int,KECP,ECP,American Airlines,AAL,5464,AA5464,AAL5464,35.2144026,-80.9473146,30.3548543,-85.7995134
1743,01/01/2022,Toledo Express,KTOL,TOL,,Chicago O'hare International,KORD,ORD,British Airways,BAW,6738,BA6738,BAW6738,41.5857725,-83.8092594,41.98028,-87.9089979
1744,01/01/2022,Albuquerque International,KABQ,ABQ,2022-01-01T15:08:00+00:00,Denver International,KDEN,DEN,Lufthansa,DLH,7655,LH7655,DLH7655,35.0433333,-106.6129085,39.8560963,-104.6737376
1745,01/01/2022,Albuquerque International,KABQ,ABQ,,Eagle County,KEGE,EGE,Jet Linx Aviation,JTL,561,JL561,JTL561,35.0433333,-106.6129085,39.6423103,-106.9169991
1746,01/01/2022,Albuquerque International,KABQ,ABQ,2022-01-01T15:34:00+00:00,Baltimore/Washington International Thurgood Marshall,KBWI,BWI,Southwest Airlines,SWA,2945,WN2945,SWA2945,35.0433333,-106.6129085,39.1774042,-76.6683922
1747,01/01/2022,Albuquerque International,KABQ,ABQ,,Portland International,KPDX,PDX,Alaska Airlines,ASA,3345,AS3345,ASA3345,35.0433333,-106.6129085,45.5897694,-122.5950942
1748,01/01/2022,Albuquerque International,KABQ,ABQ,2022-01-01T15:09:00+00:00,Dallas/Fort Worth International,KDFW,DFW,British Airways,BAW,5583,BA5583,BAW5583,35.0433333,-106.6129085,32.8998091,-97.0403352
1749,01/01/2022,Albuquerque International,KABQ,ABQ,2022-01-01T15:34:00+00:00,William P Hobby,KHOU,HOU,Southwest Airlines,SWA,2098,WN2098,SWA2098,35.0433333,-106.6129085,29.6459141,-95.2768951
1750,01/01/2022,La Plata,KDRO,DRO,,Albuquerque International,KABQ,ABQ,Empire Airlines,CFS,4774,EM4774,CFS4774,37.1596721,-107.7507154,35.0433333,-106.6129085
1751,01/01/2022,Kona International Airport,PHKO,KOA,2022-01-01T07:17:00+00:00,Honolulu International,PHNL,HNL,Aloha Air Cargo,AAH,443,KH443,AAH443,19.736916,-156.0429246,21.3186477,-157.9253031
1752,01/01/2022,Kona International Airport,PHKO,KOA,2022-01-01T11:48:00+00:00,Metropolitan Oak International,KOAK,OAK,Southwest Airlines,SWA,1537,WN1537,SWA1537,19.736916,-156.0429246,37.7125689,-122.2197428
1753,01/01/2022,Kona International Airport,PHKO,KOA,2022-01-01T12:25:00+00:00,Kahului,PHOG,OGG,Jet Linx Aviation,JTL,6698,JL6698,JTL6698,19.736916,-156.0429246,20.894598,-156.4360744
1754,01/01/2022,Metropolitan Oak International,KOAK,OAK,2022-01-01T09:16:00+00:00,Kona International Airport,PHKO,KOA,Kaiser Air,KAI,99,KI99,KAI99,37.7125689,-122.2197428,19.736916,-156.0429246
1755,01/01/2022,Orlando Sanford International,KSFB,SFB,2022-01-01T12:22:00+00:00,Dougherty County,KABY,ABY,NetJets Aviation,EJA,575,1I575,EJA575,28.7759403,-81.2342879,31.5322734,-84.1882636
1756,01/01/2022,Bob Hope,KBUR,BUR,2022-01-01T14:40:00+00:00,Mc Carran International,KLAS,LAS,Southwest Airlines,SWA,3028,WN3028,SWA3028,34.1949582,-118.3518845,36.0839998,-115.1537389
1757,01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T13:20:00+00:00,Tampa International,KTPA,TPA,American Airlines,AAL,1838,AA1838,AAL1838,32.8998091,-97.0403352,27.9771524,-82.5311382
1758,01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T14:55:00+00:00,Tampa International,KTPA,TPA,American Airlines,AAL,2905,AA2905,AAL2905,35.2144026,-80.9473146,27.9771524,-82.5311382
1759,01/01/2022,Eagle County,KEGE,EGE,2022-01-01T15:00:00+00:00,John F Kennedy International,KJFK,JFK,JetBlue Airways,JBU,4125,B64125,JBU4125,39.6423103,-106.9169991,40.6413113,-73.7781383
1760,01/01/2022,Eagle County,KEGE,EGE,2022-01-01T14:39:00+00:00,Dallas/Fort Worth International,KDFW,DFW,Gol,GLO,6355,G36355,GLO6355,39.6423103,-106.9169991,32.8998091,-97.0403352
1761,01/01/2022,Eagle County,KEGE,EGE,,Gunnison,KGUC,GUC,empty,,,,,39.6423103,-106.9169991,38.5371548,-106.935603
1762,01/01/2022,Tallahassee Regional Airport,KTLH,TLH,,Eagle County,KEGE,EGE,empty,,,,,30.3953418,-84.3450746,39.6423103,-106.9169991
1763,01/01/2022,Honolulu International,PHNL,HNL,2022-01-01T12:32:00+00:00,Los Angeles International,KLAX,LAX,Qantas,QFA,3649,QF3649,QFA3649,21.3186477,-157.9253031,33.9415889,-118.40853
1764,01/01/2022,Honolulu International,PHNL,HNL,2022-01-01T12:41:00+00:00,Hilo International,PHTO,ITO,Jet Linx Aviation,JTL,6488,JL6488,JTL6488,21.3186477,-157.9253031,19.7188342,-155.0416866
1765,01/01/2022,Honolulu International,PHNL,HNL,2022-01-01T12:25:00+00:00,Kona International Airport,PHKO,KOA,Southwest Airlines,SWA,1848,WN1848,SWA1848,21.3186477,-157.9253031,19.736916,-156.0429246
1766,01/01/2022,Honolulu International,PHNL,HNL,2022-01-01T12:17:00+00:00,Metropolitan Oak International,KOAK,OAK,Southwest Airlines,SWA,1802,WN1802,SWA1802,21.3186477,-157.9253031,37.7125689,-122.2197428
1767,01/01/2022,Raleigh-durham International Airport,KRDU,RDU,,Palm Beach International Airport,KPBI,PBI,Flexjet,LXJ,423,LXJ423,LXJ423,35.880079,-78.7879963,26.6857475,-80.0928165
1768,01/01/2022,Hilo International,PHTO,ITO,2022-01-01T07:47:00+00:00,Honolulu International,PHNL,HNL,empty,,,,,19.7188342,-155.0416866,21.3186477,-157.9253031
1769,01/01/2022,Kahului,PHOG,OGG,2022-01-01T07:03:00+00:00,Honolulu International,PHNL,HNL,Hawaiian Airlines,HAL,9951,HA9951,HAL9951,20.894598,-156.4360744,21.3186477,-157.9253031
1770,01/01/2022,Santa Fe,KSAF,SAF,2022-01-01T15:17:00+00:00,Dallas/Fort Worth International,KDFW,DFW,British Airways,BAW,5457,BA5457,BAW5457,35.6182563,-106.0845315,32.8998091,-97.0403352
1771,01/01/2022,San Diego International Airport,KSAN,SAN,2022-01-01T13:46:00+00:00,George Bush Intercontinental,KIAH,IAH,Lufthansa,DLH,8692,LH8692,DLH8692,32.7338006,-117.1933038,29.9902199,-95.3367827
1772,01/01/2022,San Diego International Airport,KSAN,SAN,2022-01-01T13:41:00+00:00,Mineta San Jose International Airport,KSJC,SJC,Alaska Airlines,ASA,3378,AS3378,ASA3378,32.7338006,-117.1933038,37.3639472,-121.9289375
1773,01/01/2022,San Diego International Airport,KSAN,SAN,2022-01-01T13:34:00+00:00,Salt Lake City International,KSLC,SLC,Delta Air Lines,DAL,2913,DL2913,DAL2913,32.7338006,-117.1933038,40.7899404,-111.9790706
1774,01/01/2022,San Diego International Airport,KSAN,SAN,,Logan International,KBOS,BOS,empty,,,,,32.7338006,-117.1933038,42.3656132,-71.0095602
1775,01/01/2022,San Diego International Airport,KSAN,SAN,,San Francisco International,KSFO,SFO,Air Canada,ACA,5053,AC5053,ACA5053,32.7338006,-117.1933038,37.6213129,-122.3789554
1776,01/01/2022,San Diego International Airport,KSAN,SAN,2022-01-01T15:16:00+00:00,Fort Lauderdale–Hollywood International,KFLL,FLL,Alaska Airlines,ASA,480,AS480,ASA480,32.7338006,-117.1933038,26.0742344,-80.1506022
1777,01/01/2022,San Diego International Airport,KSAN,SAN,2022-01-01T16:07:00+00:00,Newark Liberty International,KEWR,EWR,TAP Air Portugal,TAP,8559,TP8559,TAP8559,32.7338006,-117.1933038,40.6895314,-74.1744624
1778,01/01/2022,San Diego International Airport,KSAN,SAN,2022-01-01T13:57:00+00:00,Sacramento International,KSMF,SMF,Southwest Airlines,SWA,6399,WN6399,SWA6399,32.7338006,-117.1933038,38.6950854,-121.5900648
1779,01/01/2022,San Diego International Airport,KSAN,SAN,2022-01-01T14:22:00+00:00,San Antonio International,KSAT,SAT,Southwest Airlines,SWA,2932,WN2932,SWA2932,32.7338006,-117.1933038,29.5311973,-98.4683484
1780,01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T12:45:00+00:00,San Diego International Airport,KSAN,SAN,Alaska Airlines,ASA,6239,AS6239,ASA6239,32.8998091,-97.0403352,32.7338006,-117.1933038
1781,01/01/2022,San Antonio International,KSAT,SAT,2022-01-01T16:13:00+00:00,Los Angeles International,KLAX,LAX,Korean Air,KAL,7230,KE7230,KAL7230,29.5311973,-98.4683484,33.9415889,-118.40853
1782,01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T15:30:00+00:00,San Antonio International,KSAT,SAT,Alaska Airlines,ASA,6179,AS6179,ASA6179,32.8998091,-97.0403352,29.5311973,-98.4683484
1783,01/01/2022,Mc Carran International,KLAS,LAS,2022-01-01T11:36:00+00:00,San Antonio International,KSAT,SAT,Southwest Airlines,SWA,1425,WN1425,SWA1425,36.0839998,-115.1537389,29.5311973,-98.4683484
1784,01/01/2022,Savannah/Hilton Head,KSAV,SAV,2022-01-01T18:00:00+00:00,George Bush Intercontinental,KIAH,IAH,Air New Zealand,ANZ,2600,NZ2600,ANZ2600,32.1294267,-81.2018521,29.9902199,-95.3367827
1785,01/01/2022,Raleigh-durham International Airport,KRDU,RDU,,Asheville Regional Airport,KAVL,AVL,Jet Logistics,JLG,25,,JLG25,35.880079,-78.7879963,35.4348962,-82.5378541
1786,01/01/2022,William P Hobby,KHOU,HOU,2022-01-01T15:11:00+00:00,Gunnison,KGUC,GUC,Flexjet,LXJ,592,LXJ592,LXJ592,29.6459141,-95.2768951,38.5371548,-106.935603
1787,01/01/2022,William P Hobby,KHOU,HOU,2022-01-01T15:41:00+00:00,Mc Carran International,KLAS,LAS,Southwest Airlines,SWA,3673,WN3673,SWA3673,29.6459141,-95.2768951,36.0839998,-115.1537389
1788,01/01/2022,William P Hobby,KHOU,HOU,2022-01-01T15:54:00+00:00,Austin-bergstrom International,KAUS,AUS,Southwest Airlines,SWA,1452,WN1452,SWA1452,29.6459141,-95.2768951,30.1974711,-97.6663529
1789,01/01/2022,William P Hobby,KHOU,HOU,,Love Field,KDAL,DAL,Southwest Airlines,SWA,3176,WN3176,SWA3176,29.6459141,-95.2768951,32.8481029,-96.8512063
1790,01/01/2022,William P Hobby,KHOU,HOU,2022-01-01T16:27:00+00:00,San Antonio International,KSAT,SAT,Southwest Airlines,SWA,1639,WN1639,SWA1639,29.6459141,-95.2768951,29.5311973,-98.4683484
1791,01/01/2022,William P Hobby,KHOU,HOU,2022-01-01T17:21:00+00:00,El Paso International Airport,KELP,ELP,Southwest Airlines,SWA,2779,WN2779,SWA2779,29.6459141,-95.2768951,31.8053354,-106.3824345
1792,01/01/2022,William P Hobby,KHOU,HOU,,Birmingham,KBHM,BHM,Southwest Airlines,SWA,3507,WN3507,SWA3507,29.6459141,-95.2768951,33.5624269,-86.754126
1793,01/01/2022,William P Hobby,KHOU,HOU,2022-01-01T16:01:00+00:00,Bob Hope,KBUR,BUR,Southwest Airlines,SWA,485,WN485,SWA485,29.6459141,-95.2768951,34.1949582,-118.3518845
1794,01/01/2022,William P Hobby,KHOU,HOU,2022-01-01T18:04:00+00:00,Los Angeles International,KLAX,LAX,Southwest Airlines,SWA,2550,WN2550,SWA2550,29.6459141,-95.2768951,33.9415889,-118.40853
1795,01/01/2022,Mc Carran International,KLAS,LAS,2022-01-01T11:17:00+00:00,William P Hobby,KHOU,HOU,Southwest Airlines,SWA,4817,WN4817,SWA4817,36.0839998,-115.1537389,29.6459141,-95.2768951
1796,01/01/2022,Santa Barbara Metropolitan Area,KSBA,SBA,,San Diego International Airport,KSAN,SAN,empty,,,,,34.4271935,-119.8398835,32.7338006,-117.1933038
1797,01/01/2022,El Paso International Airport,KELP,ELP,2022-01-01T15:26:00+00:00,Dallas/Fort Worth International,KDFW,DFW,British Airways,BAW,5584,BA5584,BAW5584,31.8053354,-106.3824345,32.8998091,-97.0403352
1798,01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T14:16:00+00:00,El Paso International Airport,KELP,ELP,British Airways,BAW,1669,BA1669,BAW1669,32.8998091,-97.0403352,31.8053354,-106.3824345
1799,01/01/2022,South Bend Regional,KSBN,SBN,,Detroit Metropolitan Wayne County,KDTW,DTW,Air France,AFR,2981,AF2981,AFR2981,41.7077167,-86.3158433,42.2162491,-83.3553642
1800,01/01/2022,South Bend Regional,KSBN,SBN,,George Bush Intercontinental,KIAH,IAH,Delta Air Lines,DAL,4605,DL4605,DAL4605,41.7077167,-86.3158433,29.9902199,-95.3367827
1801,01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T15:27:00+00:00,South Bend Regional,KSBN,SBN,American Airlines,AAL,5240,AA5240,AAL5240,35.2144026,-80.9473146,41.7077167,-86.3158433
1802,01/01/2022,Midway,KMDW,MDW,,Will Rogers World Airport,KOKC,OKC,Southwest Airlines,SWA,3315,WN3315,SWA3315,41.7867759,-87.7521884,35.393056,-97.600556
1803,01/01/2022,Midway,KMDW,MDW,,Savannah/Hilton Head,KSAV,SAV,Southwest Airlines,SWA,2341,WN2341,SWA2341,41.7867759,-87.7521884,32.1294267,-81.2018521
1804,01/01/2022,Midway,KMDW,MDW,,Philadelphia International,KPHL,PHL,Southwest Airlines,SWA,54,WN54,SWA54,41.7867759,-87.7521884,39.8729299,-75.2436673
1805,01/01/2022,Midway,KMDW,MDW,,Eppley Airfield,KOMA,OMA,Southwest Airlines,SWA,2959,WN2959,SWA2959,41.7867759,-87.7521884,41.3014753,-95.8945207
1806,01/01/2022,Midway,KMDW,MDW,,Myrtle Beach AFB,KMYR,MYR,Southwest Airlines,SWA,2987,WN2987,SWA2987,41.7867759,-87.7521884,33.6822019,-78.9278943
1807,01/01/2022,Midway,KMDW,MDW,,Salt Lake City International,KSLC,SLC,Executive Jet Management,EJM,701,EJM701,EJM701,41.7867759,-87.7521884,40.7899404,-111.9790706
1808,01/01/2022,Nashville International,KBNA,BNA,2022-01-01T16:41:00+00:00,Bob Hope,KBUR,BUR,Southwest Airlines,SWA,2772,WN2772,SWA2772,36.126317,-86.6773713,34.1949582,-118.3518845
1809,01/01/2022,Nashville International,KBNA,BNA,2022-01-01T16:20:00+00:00,Orlando International,KMCO,MCO,Southwest Airlines,SWA,3302,WN3302,SWA3302,36.126317,-86.6773713,28.4179167,-81.3041451
1810,01/01/2022,Nashville International,KBNA,BNA,2022-01-01T16:03:00+00:00,Dallas/Fort Worth International,KDFW,DFW,American Airlines,AAL,1100,AA1100,AAL1100,36.126317,-86.6773713,32.8998091,-97.0403352
1811,01/01/2022,Nashville International,KBNA,BNA,2022-01-01T16:31:00+00:00,Sky Harbor International,KPHX,PHX,Southwest Airlines,SWA,2353,WN2353,SWA2353,36.126317,-86.6773713,33.435249,-112.010124
1812,01/01/2022,Nashville International,KBNA,BNA,2022-01-01T16:01:00+00:00,Philadelphia International,KPHL,PHL,American Airlines,AAL,5432,AA5432,AAL5432,36.126317,-86.6773713,39.8729299,-75.2436673
1813,01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T16:30:00+00:00,Nashville International,KBNA,BNA,Atlas Air,GTI,8046,5Y8046,GTI8046,26.0742344,-80.1506022,36.126317,-86.6773713
1814,01/01/2022,Key West International Airport,KEYW,EYW,,Nashville International,KBNA,BNA,Private owner,,738,,,24.5536707,-81.7549737,36.126317,-86.6773713
1815,01/01/2022,Miami International Airport,KMIA,MIA,2022-01-01T14:43:00+00:00,Nashville International,KBNA,BNA,British Airways,BAW,6727,BA6727,BAW6727,25.7958723,-80.2870509,36.126317,-86.6773713
1816,01/01/2022,Reno-Tahoe International,KRNO,RNO,,Salt Lake City International,KSLC,SLC,NetJets Aviation,EJA,796,1I796,EJA796,39.4995907,-119.7680951,40.7899404,-111.9790706
1817,01/01/2022,Reno-Tahoe International,KRNO,RNO,2022-01-01T17:33:00+00:00,Seattle-Tacoma International,KSEA,SEA,Alaska Airlines,ASA,2574,AS2574,ASA2574,39.4995907,-119.7680951,47.4502499,-122.3088165
1818,01/01/2022,Reno-Tahoe International,KRNO,RNO,2022-01-01T15:54:00+00:00,Denver International,KDEN,DEN,Air Canada,ACA,3573,AC3573,ACA3573,39.4995907,-119.7680951,39.8560963,-104.6737376
1819,01/01/2022,Reno-Tahoe International,KRNO,RNO,2022-01-01T14:38:00+00:00,Salt Lake City International,KSLC,SLC,Delta Air Lines,DAL,2666,DL2666,DAL2666,39.4995907,-119.7680951,40.7899404,-111.9790706
1820,01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T12:26:00+00:00,Reno-Tahoe International,KRNO,RNO,British Airways,BAW,5085,BA5085,BAW5085,32.8998091,-97.0403352,39.4995907,-119.7680951
1821,01/01/2022,Memphis International,KMEM,MEM,2022-01-01T16:50:00+00:00,Louisville International (Standiford Field),KSDF,SDF,Delta Air Lines,DAL,4606,DL4606,DAL4606,35.0420679,-89.9791729,38.175662,-85.7369231
1822,01/01/2022,Memphis International,KMEM,MEM,2022-01-01T16:10:00+00:00,Ted Stevens Anchorage International Airport,PANC,ANC,FedEx,FDX,6021,FX6021,FDX6021,35.0420679,-89.9791729,61.1758863,-149.9900791
1823,01/01/2022,Roanoke Regional Airport,KROA,ROA,2022-01-01T16:34:00+00:00,Charlotte Douglas,KCLT,CLT,American Airlines,AAL,6050,AA6050,AAL6050,37.320398,-79.9701915,35.2144026,-80.9473146
1824,01/01/2022,Greater Rochester International,KROC,ROC,2022-01-01T16:57:00+00:00,Baltimore/Washington International Thurgood Marshall,KBWI,BWI,Southwest Airlines,SWA,3226,WN3226,SWA3226,43.1225229,-77.6665722,39.1774042,-76.6683922
1825,01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T15:46:00+00:00,Greater Rochester International,KROC,ROC,American Airlines,AAL,1872,AA1872,AAL1872,35.2144026,-80.9473146,43.1225229,-77.6665722
1826,01/01/2022,Yampa Valley,KHDN,HDN,2022-01-01T14:22:00+00:00,Minneapolis - St. Paul International,KMSP,MSP,Delta Air Lines,DAL,2558,DL2558,DAL2558,40.4847488,-107.2197265,44.8847554,-93.2222846
1827,01/01/2022,Yampa Valley,KHDN,HDN,,Denver International,KDEN,DEN,Southwest Airlines,SWA,2865,WN2865,SWA2865,40.4847488,-107.2197265,39.8560963,-104.6737376
1828,01/01/2022,Yampa Valley,KHDN,HDN,2022-01-01T15:20:00+00:00,Dallas/Fort Worth International,KDFW,DFW,Qatar Airways,QTR,9078,QR9078,QTR9078,40.4847488,-107.2197265,32.8998091,-97.0403352
1829,01/01/2022,Yampa Valley,KHDN,HDN,2022-01-01T15:17:00+00:00,George Bush Intercontinental,KIAH,IAH,Air New Zealand,ANZ,2016,NZ2016,ANZ2016,40.4847488,-107.2197265,29.9902199,-95.3367827
1830,01/01/2022,Syracuse Hancock International Airport,KSYR,SYR,,Washington Dulles International,KIAD,IAD,SA AVIANCA,AVA,2108,AV2108,AVA2108,43.1139223,-76.1136982,38.9531162,-77.4565388
1831,01/01/2022,Boise Air Terminal/Gowen Field,KBOI,BOI,2022-01-01T16:10:00+00:00,Denver International,KDEN,DEN,Air Canada,ACA,5090,AC5090,ACA5090,43.5658231,-116.222316,39.8560963,-104.6737376
1832,01/01/2022,Boise Air Terminal/Gowen Field,KBOI,BOI,2022-01-01T14:45:00+00:00,Mineta San Jose International Airport,KSJC,SJC,Alaska Airlines,ASA,3387,AS3387,ASA3387,43.5658231,-116.222316,37.3639472,-121.9289375
1833,01/01/2022,Metropolitan Oak International,KOAK,OAK,2022-01-01T10:11:00+00:00,Mc Carran International,KLAS,LAS,JSX Air,JSX,9401,XE9401,JSX9401,37.7125689,-122.2197428,36.0839998,-115.1537389
1834,01/01/2022,Dallas/Fort Worth International,KDFW,DFW,2022-01-01T12:45:00+00:00,Boise Air Terminal/Gowen Field,KBOI,BOI,Alaska Airlines,ASA,6819,AS6819,ASA6819,32.8998091,-97.0403352,43.5658231,-116.222316
1835,01/01/2022,Dallas/Fort Worth International,KDFW,DFW,,Mc Allen Miller International,KMFE,MFE,Qatar Airways,QTR,7562,QR7562,QTR7562,32.8998091,-97.0403352,26.1770587,-98.2391389
1836,01/01/2022,Rogue Valley International - Medford Airport,KMFR,MFR,2022-01-01T15:35:00+00:00,San Francisco International,KSFO,SFO,United Airlines,UAL,5663,UA5663,UAL5663,42.3684768,-122.8740386,37.6213129,-122.3789554
1837,01/01/2022,Logan International,KBOS,BOS,2022-01-01T16:52:00+00:00,Salt Lake City International,KSLC,SLC,Delta Air Lines,DAL,670,DL670,DAL670,42.3656132,-71.0095602,40.7899404,-111.9790706
1838,01/01/2022,Logan International,KBOS,BOS,2022-01-01T16:41:00+00:00,Fort Lauderdale–Hollywood International,KFLL,FLL,American Airlines,AAL,1562,AA1562,AAL1562,42.3656132,-71.0095602,26.0742344,-80.1506022
1839,01/01/2022,Logan International,KBOS,BOS,2022-01-01T16:32:00+00:00,Raleigh-durham International Airport,KRDU,RDU,Delta Air Lines,DAL,5724,DL5724,DAL5724,42.3656132,-71.0095602,35.880079,-78.7879963
1840,01/01/2022,Logan International,KBOS,BOS,2022-01-01T18:53:00+00:00,Charlotte Douglas,KCLT,CLT,American Airlines,AAL,471,AA471,AAL471,42.3656132,-71.0095602,35.2144026,-80.9473146
1841,01/01/2022,Logan International,KBOS,BOS,2022-01-01T16:57:00+00:00,Minneapolis - St. Paul International,KMSP,MSP,Delta Air Lines,DAL,690,DL690,DAL690,42.3656132,-71.0095602,44.8847554,-93.2222846
1842,01/01/2022,Logan International,KBOS,BOS,2022-01-01T16:42:00+00:00,Ronald Reagan Washington National Airport,KDCA,DCA,Delta Air Lines,DAL,5813,DL5813,DAL5813,42.3656132,-71.0095602,38.851242,-77.0402315
1843,01/01/2022,Logan International,KBOS,BOS,2022-01-01T16:47:00+00:00,Miami International Airport,KMIA,MIA,American Airlines,AAL,1170,AA1170,AAL1170,42.3656132,-71.0095602,25.7958723,-80.2870509
1844,01/01/2022,Logan International,KBOS,BOS,2022-01-01T17:26:00+00:00,Detroit Metropolitan Wayne County,KDTW,DTW,JetBlue Airways,JBU,1237,B61237,JBU1237,42.3656132,-71.0095602,42.2162491,-83.3553642
1845,01/01/2022,Logan International,KBOS,BOS,2022-01-01T17:08:00+00:00,Sky Harbor International,KPHX,PHX,JetBlue Airways,JBU,1303,B61303,JBU1303,42.3656132,-71.0095602,33.435249,-112.010124
1846,01/01/2022,Logan International,KBOS,BOS,2022-01-01T16:49:00+00:00,San Francisco International,KSFO,SFO,Alaska Airlines,ASA,1359,AS1359,ASA1359,42.3656132,-71.0095602,37.6213129,-122.3789554
1847,01/01/2022,Logan International,KBOS,BOS,2022-01-01T17:01:00+00:00,Fort Lauderdale–Hollywood International,KFLL,FLL,JetBlue Airways,JBU,2469,B62469,JBU2469,42.3656132,-71.0095602,26.0742344,-80.1506022
1848,01/01/2022,Logan International,KBOS,BOS,2022-01-01T18:09:00+00:00,Nashville International,KBNA,BNA,Southwest Airlines,SWA,823,WN823,SWA823,42.3656132,-71.0095602,36.126317,-86.6773713
1849,01/01/2022,Logan International,KBOS,BOS,,John F Kennedy International,KJFK,JFK,JetBlue Airways,JBU,317,B6317,JBU317,42.3656132,-71.0095602,40.6413113,-73.7781383
1850,01/01/2022,Logan International,KBOS,BOS,2022-01-01T16:58:00+00:00,Indianapolis International,KIND,IND,American Airlines,AAL,4585,AA4585,AAL4585,42.3656132,-71.0095602,39.7168593,-86.2955952
1851,01/01/2022,Logan International,KBOS,BOS,2022-01-01T17:02:00+00:00,Hopkins International,KCLE,CLE,JetBlue Airways,JBU,641,B6641,JBU641,42.3656132,-71.0095602,41.4057985,-81.8538669
1852,01/01/2022,Logan International,KBOS,BOS,2022-01-01T17:11:00+00:00,Seattle-Tacoma International,KSEA,SEA,Delta Air Lines,DAL,318,DL318,DAL318,42.3656132,-71.0095602,47.4502499,-122.3088165
1853,01/01/2022,Logan International,KBOS,BOS,2022-01-01T20:40:00+00:00,Denver International,KDEN,DEN,United Airlines,UAL,263,UA263,UAL263,42.3656132,-71.0095602,39.8560963,-104.6737376
1854,01/01/2022,Logan International,KBOS,BOS,2022-01-01T17:07:00+00:00,La Guardia,KLGA,LGA,American Airlines,AAL,2141,AA2141,AAL2141,42.3656132,-71.0095602,40.7769271,-73.8739659
1855,01/01/2022,Miami International Airport,KMIA,MIA,2022-01-01T13:28:00+00:00,Logan International,KBOS,BOS,JetBlue Airways,JBU,1220,B61220,JBU1220,25.7958723,-80.2870509,42.3656132,-71.0095602
