index,flight_date,departure_airport,departure_icao,departure_iata,departure_time,arrival_airport,arrival_icao,arrival_iata,airline_name,airline_icao,flight_number,flight_iata,flight_icao,lat1,long1,lat2,long2
91,01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T15:49:00+00:00,Dallas/Fort Worth International,KDFW,DFW,American Airlines,AAL,1390,AA1390,AAL1390,26.0742344,-80.1506022,32.8998091,-97.0403352
92,01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T16:16:00+00:00,Logan International,KBOS,BOS,JetBlue Airways,JBU,470,B6470,JBU470,26.0742344,-80.1506022,42.3656132,-71.0095602
93,01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T16:13:00+00:00,Denver International,KDEN,DEN,United Airlines,UAL,745,UA745,UAL745,26.0742344,-80.1506022,39.8560963,-104.6737376
94,01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T15:50:00+00:00,Luis Munoz Marin International,TJSJ,SJU,Southwest Airlines,SWA,3549,WN3549,SWA3549,26.0742344,-80.1506022,18.4339085,-65.9956193
95,01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T16:00:00+00:00,Indianapolis International,KIND,IND,Southwest Airlines,SWA,1998,WN1998,SWA1998,26.0742344,-80.1506022,39.7168593,-86.2955952
96,01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T16:01:00+00:00,John F Kennedy International,KJFK,JFK,Delta Air Lines,DAL,2127,DL2127,DAL2127,26.0742344,-80.1506022,40.6413113,-73.7781383
97,01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T16:29:00+00:00,Philadelphia International,KPHL,PHL,American Airlines,AAL,1884,AA1884,AAL1884,26.0742344,-80.1506022,39.8729299,-75.2436673
98,01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T16:10:00+00:00,Salt Lake City International,KSLC,SLC,Delta Air Lines,DAL,1061,DL1061,DAL1061,26.0742344,-80.1506022,40.7899404,-111.9790706
99,01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T16:44:00+00:00,Port Columbus International,KCMH,CMH,Spirit Airlines,NKS,492,NK492,NKS492,26.0742344,-80.1506022,39.9999399,-82.8871767
100,01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T17:34:00+00:00,Newark Liberty International,KEWR,EWR,Spirit Airlines,NKS,1215,NK1215,NKS1215,26.0742344,-80.1506022,40.6895314,-74.1744624
101,01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T16:45:00+00:00,John F Kennedy International,KJFK,JFK,JetBlue Airways,JBU,702,B6702,JBU702,26.0742344,-80.1506022,40.6413113,-73.7781383
102,01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T18:31:00+00:00,Los Angeles International,KLAX,LAX,Alaska Airlines,ASA,1335,AS1335,ASA1335,26.0742344,-80.1506022,33.9415889,-118.40853
103,01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T16:39:00+00:00,Love Field,KDAL,DAL,Southwest Airlines,SWA,1411,WN1411,SWA1411,26.0742344,-80.1506022,32.8481029,-96.8512063
104,01/01/2022,Fort Lauderdale–Hollywood International,KFLL,FLL,2022-01-01T17:08:00+00:00,Ronald Reagan Washington National Airport,KDCA,DCA,Southwest Airlines,SWA,2862,WN2862,SWA2862,26.0742344,-80.1506022,38.851242,-77.0402315
105,01/01/2022,Concord-Padgett Regional Airport,KJQF,USA,2022-01-01T15:09:00+00:00,Fort Lauderdale–Hollywood International,KFLL,FLL,Allegiant Air,AAY,943,G4943,AAY943,37.09024,-95.712891,26.0742344,-80.1506022
106,01/01/2022,Charlotte Douglas,KCLT,CLT,2022-01-01T10:11:00+00:00,Dallas/Fort Worth International,KDFW,DFW,NetJets Aviation,EJA,309,1I309,EJA309,35.2144026,-80.9473146,32.8998091,-97.0403352
107,01/01/2022,Salt Lake City International,KSLC,SLC,2022-01-01T13:19:00+00:00,George Bush Intercontinental,KIAH,IAH,Air New Zealand,ANZ,6897,NZ6897,ANZ6897,40.7899404,-111.9790706,29.9902199,-95.3367827
108,01/01/2022,Salt Lake City International,KSLC,SLC,2022-01-01T13:31:00+00:00,John Wayne,KSNA,SNA,Southwest Airlines,SWA,1390,WN1390,SWA1390,40.7899404,-111.9790706,33.6761901,-117.8674759
109,01/01/2022,Salt Lake City International,KSLC,SLC,2022-01-01T14:29:00+00:00,Denver International,KDEN,DEN,Southwest Airlines,SWA,3405,WN3405,SWA3405,40.7899404,-111.9790706,39.8560963,-104.6737376
110,01/01/2022,Salt Lake City International,KSLC,SLC,2022-01-01T13:44:00+00:00,Charlotte Douglas,KCLT,CLT,American Airlines,AAL,2788,AA2788,AAL2788,40.7899404,-111.9790706,35.2144026,-80.9473146
111,01/01/2022,Salt Lake City International,KSLC,SLC,2022-01-01T13:54:00+00:00,Mc Carran International,KLAS,LAS,Southwest Airlines,SWA,1678,WN1678,SWA1678,40.7899404,-111.9790706,36.0839998,-115.1537389
112,01/01/2022,Salt Lake City International,KSLC,SLC,2022-01-01T13:53:00+00:00,Seattle-Tacoma International,KSEA,SEA,Qatar Airways,QTR,3358,QR3358,QTR3358,40.7899404,-111.9790706,47.4502499,-122.3088165
113,01/01/2022,Salt Lake City International,KSLC,SLC,2022-01-01T14:41:00+00:00,Chicago O'hare International,KORD,ORD,British Airways,BAW,5186,BA5186,BAW5186,40.7899404,-111.9790706,41.98028,-87.9089979
114,01/01/2022,Salt Lake City International,KSLC,SLC,2022-01-01T14:24:00+00:00,Dallas/Fort Worth International,KDFW,DFW,British Airways,BAW,5109,BA5109,BAW5109,40.7899404,-111.9790706,32.8998091,-97.0403352
115,01/01/2022,Salt Lake City International,KSLC,SLC,2022-01-01T15:09:00+00:00,San Francisco International,KSFO,SFO,Air Canada,ACA,4040,AC4040,ACA4040,40.7899404,-111.9790706,37.6213129,-122.3789554
116,01/01/2022,Mc Carran International,KLAS,LAS,2022-01-01T12:06:00+00:00,Salt Lake City International,KSLC,SLC,Delta Air Lines,DAL,1610,DL1610,DAL1610,36.0839998,-115.1537389,40.7899404,-111.9790706
117,01/01/2022,Pocatello,KPIH,PIH,2022-01-01T13:15:00+00:00,Salt Lake City International,KSLC,SLC,Delta Air Lines,DAL,4333,DL4333,DAL4333,42.9055766,-112.5886283,40.7899404,-111.9790706
118,01/01/2022,Aspen,KASE,ASE,2022-01-01T14:06:00+00:00,Denver International,KDEN,DEN,Lufthansa,DLH,9123,LH9123,DLH9123,39.2197303,-106.8646011,39.8560963,-104.6737376
119,01/01/2022,Aspen,KASE,ASE,2022-01-01T15:47:00+00:00,John Wayne,KSNA,SNA,United Airlines,UAL,5707,UA5707,UAL5707,39.2197303,-106.8646011,33.6761901,-117.8674759
120,01/01/2022,Aspen,KASE,ASE,,Eppley Airfield,KOMA,OMA,NetJets Aviation,EJA,561,1I561,EJA561,39.2197303,-106.8646011,41.3014753,-95.8945207
121,01/01/2022,Mc Carran International,KLAS,LAS,2022-01-01T11:09:00+00:00,Aspen,KASE,ASE,NetJets Aviation,EJA,163,1I163,EJA163,36.0839998,-115.1537389,39.2197303,-106.8646011
