,city,state_id,latitude,longitude,population,airport,distance
3129,Clewiston,FL,26.7529,-80.9399,14383,,
3130,North Fair Oaks,CA,37.4754,-122.2035,14372,,
3131,Warren,PA,41.8433,-79.1445,14370,,
3132,Chippewa Falls,WI,44.9358,-91.3902,14366,,
3133,Ocean View,DE,38.5355,-75.0984,14360,,
3134,Glasgow,DE,39.6015,-75.7474,14359,,
3135,Bridgetown,OH,39.1551,-84.6359,14352,,
3136,Warrington,FL,30.3821,-87.2944,14351,,
3137,Cayey,PR,18.115,-66.163,14347,,
3138,Midlothian,IL,41.6254,-87.7243,14346,,
3139,Summerfield,MD,38.9042,-76.8678,14343,,
3140,Hollins,VA,37.3434,-79.9535,14329,ROA,0.02842003124998311
3141,Mountain Home,AR,36.3348,-92.3846,14317,,
3142,Alexander City,AL,32.9242,-85.9361,14317,,
3143,Camden,SC,34.2565,-80.6087,14303,,
3144,Toppenish,WA,46.3806,-120.3123,14284,,
3145,Ozark,AL,31.4508,-85.6473,14284,,
3146,Douglas,GA,31.5065,-82.8543,14283,,
3147,North Auburn,CA,38.9306,-121.0821,14269,,
3148,Mill Valley,CA,37.9085,-122.5421,14259,,
3149,Tamaqua,PA,40.8033,-75.9344,14252,,
3150,Destin,FL,30.395,-86.4701,14247,,
3151,Salida,CA,37.7145,-121.087,14229,,
3152,Lewisville,NC,36.103,-80.4164,14228,,
3153,Kings Park West,VA,38.8151,-77.296,14227,,
3154,Stone Ridge,VA,38.9295,-77.5553,14220,,
3155,East Wenatchee,WA,47.4174,-120.2822,14219,EAT,0.07310971924724545
3156,Lindenhurst,IL,42.4175,-88.0257,14216,,
3157,Phillipsburg,NJ,40.6895,-75.1821,14212,,
3158,Covington,GA,33.6049,-83.8465,14206,,
3159,Jefferson Valley-Yorktown,NY,41.3179,-73.8007,14205,,
3160,Rincon,GA,32.2947,-81.2353,14201,,
3161,California City,CA,35.1578,-117.8721,14198,,
3162,Taos,NM,36.3871,-105.5804,14196,,
3163,Fairview,NJ,40.8182,-74.0022,14189,,
3164,Hopatcong,NJ,40.9541,-74.6593,14186,,
3165,Hidalgo,TX,26.109,-98.2463,14183,,
3166,Cambridge,MD,38.5515,-76.0786,14178,,
3167,Gardendale,AL,33.6678,-86.8069,14177,,
3168,Antioch,IL,42.4742,-88.0721,14175,,
3169,Johnson City,NY,42.123,-75.9624,14161,,
3170,Hawaiian Gardens,CA,33.8303,-118.0728,14159,,
3171,Hendersonville,NC,35.3242,-82.4576,14157,,
3172,Norridge,IL,41.9637,-87.8231,14152,,
3173,Seabrook,TX,29.5751,-95.0236,14149,,
3174,Crowley,LA,30.2175,-92.3752,14147,,
3175,Sauk Rapids,MN,45.5981,-94.1539,14146,,
3176,Greendale,WI,42.9371,-88.0018,14143,,
3177,Lockhart,TX,29.8785,-97.6831,14133,,
3178,New Franklin,OH,40.9525,-81.5838,14133,,
3179,Chelsea,AL,33.3255,-86.6299,14126,,
3180,Ionia,MI,42.9772,-85.0727,14122,,
3181,Pineville,LA,31.3414,-92.4096,14122,,
3182,Iona,FL,26.516,-81.9601,14118,,
3183,Cleveland,MS,33.744,-90.7285,14114,,
3184,Greensburg,PA,40.3113,-79.5444,14113,LBE,0.1442344435209506
3185,Middleburg,FL,30.0502,-81.9011,14111,,
3186,Willowick,OH,41.6343,-81.468,14105,,
3187,Harrison,AR,36.2438,-93.1198,14097,,
3188,Chesterton,IN,41.5997,-87.0548,14088,,
3189,Steamboat Springs,CO,40.4777,-106.8243,14087,HDN,0.3954893203155926
3190,Black Forest,CO,39.0608,-104.6752,14081,,
3191,Fort Payne,AL,34.4557,-85.6965,14074,,
3192,Cherry Hill Mall,NJ,39.9384,-75.0117,14068,,
3193,Fruitville,FL,27.3328,-82.4616,14068,,
3194,Lakewood Park,FL,27.539,-80.3865,14064,,
3195,Callaway,FL,30.1348,-85.5568,14060,,
3196,Oatfield,OR,45.4127,-122.5942,14060,,
3197,Waunakee,WI,43.1829,-89.4445,14052,,
3198,Wixom,MI,42.5244,-83.5346,14049,,
3199,Luling,LA,29.9008,-90.3523,14049,,
3200,Canton,MS,32.5975,-90.0317,14048,,
3201,Pell City,AL,33.5609,-86.2669,14045,,
3202,Waimalu,HI,21.3913,-157.9345,14043,,
3203,Pecos,TX,31.4046,-103.5057,14040,,
3204,Bay St. Louis,MS,30.3281,-89.3774,14034,,
3205,Belle Chasse,LA,29.8472,-90.0069,14024,,
3206,Havre de Grace,MD,39.5481,-76.1145,14018,,
3207,Monroe,OH,39.4461,-84.3666,14015,,
3208,D'Iberville,MS,30.4709,-88.9011,14012,,
3209,Cayce,SC,33.9458,-81.0433,14009,,
3210,Effingham,IL,39.1207,-88.5508,14005,,
3211,Santaquin,UT,39.9711,-111.7937,14004,,
3212,Hobe Sound,FL,27.0729,-80.1425,14003,,
3213,Wauchula,FL,27.5469,-81.8101,13992,,
3214,Colesville,MD,39.073,-77.0009,13992,,
3215,Dayton,TX,30.0292,-94.9038,13987,,
3216,Reidsville,NC,36.3377,-79.6727,13987,,
3217,Hutchinson,MN,44.8856,-94.3768,13983,,
3218,Dallas,GA,33.9153,-84.8416,13981,,
3219,Franklin Park,NJ,40.4439,-74.5432,13977,,
3220,Beacon,NY,41.5036,-73.9655,13968,,
3221,Dumas,TX,35.8613,-101.9642,13963,,
3222,Raymondville,TX,26.4759,-97.7769,13963,,
3223,Frederick,CO,40.1089,-104.9694,13960,,
3224,Olympia Heights,FL,25.7241,-80.339,13958,,
3225,Artesia,NM,32.8492,-104.4274,13956,,
3226,North Mankato,MN,44.1813,-94.0387,13948,,
3227,Glenpool,OK,35.9485,-96.0052,13936,,
3228,Oil City,PA,41.4282,-79.7035,13935,,
3229,Hammonton,NJ,39.6572,-74.7678,13934,,
3230,New Kingman-Butler,AZ,35.2645,-114.0091,13933,,
3231,Chicago Ridge,IL,41.7034,-87.7795,13928,,
3232,Deming,NM,32.2631,-107.7525,13924,,
3233,Big Rapids,MI,43.6992,-85.4806,13921,,
3234,Miami Springs,FL,25.8195,-80.2894,13917,MIA,0.02374418830156388
3235,Fulshear,TX,29.693,-95.8792,13914,,
3236,South Venice,FL,27.0434,-82.4152,13907,,
3237,Allouez,WI,44.4721,-88.0261,13894,,
3238,Princeton,TX,33.1778,-96.5044,13894,,
3239,Baraboo,WI,43.4695,-89.7376,13893,,
3240,Jericho,NY,40.7875,-73.5416,13889,,
3241,Collingswood,NJ,39.916,-75.0759,13884,,
3242,El Sobrante,CA,33.8724,-117.4625,13881,,
3243,Cahokia,IL,38.5649,-90.1792,13880,,
3244,Springdale,NJ,39.8769,-74.9723,13878,,
3245,Oak Island,NC,33.9434,-78.1366,13878,,
3246,Gramercy,LA,30.061,-90.6928,13873,,
3247,Atlantic Beach,FL,30.3371,-81.4128,13872,,
3248,Teays Valley,WV,38.4482,-81.924,13866,,
3249,Ephrata,PA,40.1812,-76.1811,13862,,
3250,Oak Park,CA,34.1849,-118.7669,13853,,
3251,Richmond Hill,GA,31.9013,-81.3125,13839,,
3252,Brandermill,VA,37.434,-77.6522,13836,,
3253,Forrest City,AR,35.0135,-90.7931,13820,,
3254,Sun Village,CA,34.5596,-117.9559,13819,,
3255,Moorestown-Lenola,NJ,39.9659,-74.9643,13806,,
3256,Fergus Falls,MN,46.2853,-96.076,13794,,
3257,Whitefish Bay,WI,43.1132,-87.9004,13783,,
3258,Bexley,OH,39.965,-82.9343,13770,,
3259,Conneaut,OH,41.9278,-80.5685,13767,,
3260,Thomaston,GA,32.8908,-84.3271,13759,,
3261,Levelland,TX,33.5806,-102.3636,13755,,
3262,Palmetto,FL,27.5251,-82.575,13748,,
3263,Harper Woods,MI,42.439,-82.9292,13746,,
3264,Piney Green,NC,34.7498,-77.3208,13741,,
3265,Fort Campbell North,KY,36.6554,-87.4658,13735,,
3266,Princeton Meadows,NJ,40.3332,-74.5628,13717,,
3267,Highland Park,NJ,40.5006,-74.4283,13711,,
3268,Hickory Hills,IL,41.7248,-87.8281,13710,,
3269,Forest Park,IL,41.8683,-87.8157,13704,,
3270,Beach Park,IL,42.4261,-87.8584,13701,,
3271,East Milton,FL,30.6175,-86.9636,13697,,
3272,Sharonville,OH,39.2825,-84.4071,13684,,
3273,West Freehold,NJ,40.2324,-74.2943,13680,,
3274,Middlesex,NJ,40.5744,-74.5011,13679,,
3275,Spring Creek,NV,40.7386,-115.5971,13671,,
3276,St. James,NY,40.8761,-73.1521,13671,,
3277,Maumee,OH,41.5696,-83.6636,13669,TOL,0.1465544627932215
3278,Lawrenceburg,KY,38.0332,-84.9032,13666,,
3279,Brevard,NC,35.2439,-82.7264,13666,,
3280,Soddy-Daisy,TN,35.2571,-85.1739,13619,,
3281,Moberly,MO,39.419,-92.4365,13615,,
3282,Port Clinton,OH,41.5096,-82.9385,13614,,
3283,Canton,IL,40.5632,-90.0409,13611,,
3284,Waianae,HI,21.4569,-158.1759,13609,,
3285,Vadnais Heights,MN,45.057,-93.0748,13607,,
3286,Wood Dale,IL,41.9666,-87.9807,13607,,
3287,Brecksville,OH,41.3079,-81.6193,13604,,
3288,New Providence,NJ,40.6996,-74.4034,13595,,
3289,Roselle Park,NJ,40.6653,-74.2666,13588,,
3290,Shiloh,IL,38.5534,-89.916,13586,,
3291,Rantoul,IL,40.3031,-88.1549,13584,,
3292,Colonial Park,PA,40.2997,-76.8068,13583,MDT,0.1163459107235397
3293,Broadlands,VA,39.0168,-77.5167,13576,,
3294,Washington,IN,38.6587,-87.1591,13565,,
3295,Hazel Crest,IL,41.5732,-87.6899,13565,,
3296,Price,UT,39.604,-110.8004,13564,,
3297,LaBelle,FL,26.7219,-81.4506,13563,,
3298,Alpena,MI,45.074,-83.4399,13541,,
3299,Conway,FL,28.4968,-81.3316,13528,,
3300,Kettering,MD,38.8888,-76.789,13527,,
3301,Rocky Point,NY,40.9357,-72.9364,13521,,
3302,Elizabethton,TN,36.3367,-82.2369,13509,,
3303,Wauconda,IL,42.2748,-88.1359,13504,,
3304,Lake Forest Park,WA,47.7574,-122.2865,13504,,
3305,Avenal,CA,36.0311,-120.1162,13496,,
3306,Rogers,MN,45.1865,-93.5783,13490,,
3307,Marshall,MN,44.4488,-95.7897,13487,,
3308,Jensen Beach,FL,27.2438,-80.2423,13479,,
3309,Fruita,CO,39.1549,-108.7307,13478,,
3310,Homosassa Springs,FL,28.8118,-82.5392,13478,,
3311,Middlesborough,KY,36.6127,-83.7227,13475,,
3312,Red Oak,TX,32.5207,-96.7864,13464,,
3313,Olivehurst,CA,39.0817,-121.5549,13464,,
3314,Big Bear City,CA,34.2536,-116.7903,13463,,
3315,Grover Beach,CA,35.1204,-120.6199,13459,,
3316,Marion,NC,35.6774,-82.0013,13454,,
3317,Fortuna,CA,40.5862,-124.1419,13449,,
3318,Santa Fe,TX,29.3892,-95.1005,13449,,
3319,North Valley,NM,35.1736,-106.6231,13449,,
3320,Lindale,TX,32.4934,-95.4069,13442,,
3321,Englewood,OH,39.8644,-84.3071,13435,,
3322,Lakeland South,WA,47.2784,-122.283,13434,,
3323,Washington,PA,40.174,-80.2466,13433,,
3324,Jasper,AL,33.8503,-87.2708,13431,,
3325,Short Hills,NJ,40.7389,-74.3278,13428,,
3326,Huron,SD,44.3622,-98.2102,13427,,
3327,Sault Ste. Marie,MI,46.4817,-84.3723,13420,CIU,0.2461262219107267
3328,Andover,KS,37.6869,-97.1354,13405,,
3329,Brookside,DE,39.6666,-75.7153,13396,,
3330,South Park Township,PA,40.2989,-79.9944,13395,,
3331,Mountain Park,GA,33.8458,-84.1313,13392,,
3332,Carpinteria,CA,34.3962,-119.5118,13385,,
3333,Glenn Heights,TX,32.5506,-96.8548,13377,,
3334,Powell,OH,40.1684,-83.0826,13375,,
3335,Lyndhurst,OH,41.5172,-81.4922,13366,,
3336,Artondale,WA,47.3024,-122.6391,13364,,
3337,Edgewater,NJ,40.8237,-73.974,13364,,
3338,Glenn Dale,MD,38.9833,-76.804,13361,,
3339,Western Springs,IL,41.8022,-87.9006,13359,,
3340,Okmulgee,OK,35.6136,-96.0069,13357,,
3341,DeRidder,LA,30.8467,-93.2931,13354,,
3342,Azle,TX,32.8955,-97.5379,13351,,
3343,Vidalia,GA,32.2125,-82.4019,13350,,
3344,Swansea,IL,38.5507,-89.9859,13350,,
3345,Moss Point,MS,30.424,-88.5289,13350,,
3346,Fort Morgan,CO,40.2538,-103.7909,13349,,
3347,Dardenne Prairie,MO,38.7566,-90.732,13348,,
3348,River Ridge,LA,29.9593,-90.2202,13337,,
3349,Huntington,VA,38.7916,-77.074,13334,,
3350,Newark,NY,43.0418,-77.093,13333,,
3351,Mounds View,MN,45.1071,-93.2076,13324,,
3352,Jefferson,GA,34.1373,-83.6021,13322,,
3353,Rochester,MI,42.6866,-83.1198,13296,,
3354,Solana Beach,CA,32.9942,-117.2575,13296,,
3355,Nesconset,NY,40.8467,-73.1522,13293,,
3356,Richton Park,IL,41.4816,-87.7387,13292,,
3357,Palos Verdes Estates,CA,33.7871,-118.3976,13273,,
3358,Woodinville,WA,47.7569,-122.1478,13263,,
3359,Manorville,NY,40.8575,-72.7915,13257,,
3360,Bellefontaine,OH,40.3627,-83.763,13249,,
3361,Timberlake,VA,37.3167,-79.2482,13247,LYH,0.04753910144554498
3362,Channahon,IL,41.4213,-88.2593,13239,,
3363,Port Royal,SC,32.3557,-80.7029,13235,,
3364,Verona,WI,42.9893,-89.5383,13233,,
3365,Bensville,MD,38.6176,-77.0077,13227,,
3366,Clayton,OH,39.8689,-84.3292,13222,,
3367,East Islip,NY,40.7275,-73.1861,13222,,
3368,New Ulm,MN,44.3121,-94.4686,13212,,
3369,Newington,VA,38.7358,-77.1993,13196,,
3370,Baker,LA,30.5833,-91.1581,13194,BTR,0.05137090722393636
3371,Cedar Lake,IN,41.3697,-87.4383,13183,,
3372,Globe,AZ,33.3869,-110.7515,13182,,
3373,La Grange Park,IL,41.8308,-87.8723,13178,,
3374,Newton,NC,35.663,-81.2333,13177,,
3375,Warrenville,IL,41.821,-88.1857,13174,,
3376,Hockessin,DE,39.7837,-75.6815,13157,,
3377,Rendon,TX,32.5789,-97.235,13150,,
3378,Sandpoint,ID,48.2822,-116.5613,13145,,
3379,Loveland,OH,39.2679,-84.2731,13145,,
3380,Shorewood,WI,43.0914,-87.8864,13145,,
3381,Trenton,OH,39.4792,-84.462,13141,,
3382,Coolidge,AZ,32.9395,-111.5261,13130,,
3383,North Palm Beach,FL,26.8216,-80.0576,13127,,
3384,Stoughton,WI,42.9234,-89.2215,13114,,
3385,Mount Vernon,VA,38.714,-77.1043,13113,,
3386,Warrensville Heights,OH,41.4363,-81.5222,13108,,
3387,Worthington,MN,43.6281,-95.599,13099,,
3388,Plover,WI,44.4614,-89.5383,13099,,
3389,Martinsville,IN,39.4228,-86.4208,13097,,
3390,Mahomet,IL,40.1885,-88.3904,13094,,
3391,Superior,CO,39.9341,-105.1588,13087,,
3392,Lone Tree,CO,39.5309,-104.871,13082,,
3393,Montgomeryville,PA,40.2502,-75.2405,13082,,
3394,South Daytona,FL,29.1656,-81.0056,13080,,
3395,Riverdale,IL,41.6441,-87.6365,13077,,
3396,Lumberton,TX,30.2562,-94.2071,13073,,
3397,Villas,FL,26.5504,-81.8679,13072,,
3398,Coatesville,PA,39.9849,-75.8199,13069,,
3399,Moody,AL,33.5986,-86.4963,13065,,
3400,McPherson,KS,38.3714,-97.6605,13061,,
3401,Fort Lewis,WA,47.0955,-122.5672,13054,,
3402,Davidson,NC,35.4846,-80.8252,13054,,
3403,Edgewood,WA,47.2309,-122.2832,13053,,
3404,Suamico,WI,44.6352,-88.0664,13052,,
3405,San Marino,CA,34.1224,-118.1132,13048,,
3406,Portland,TN,36.5883,-86.5194,13030,,
3407,Fort Drum,NY,44.0451,-75.7847,13020,,
3408,Chatham,IL,39.6733,-89.6938,13008,,
3409,Lakeland Village,CA,33.648,-117.3706,13002,,
3410,Bellefonte,PA,40.9141,-77.7683,12998,,
3411,Forest Hill,TX,32.6619,-97.2662,12988,,
3412,Vail,AZ,32.0217,-110.6937,12982,,
3413,Cypress Lake,FL,26.5391,-81.9,12978,,
3414,Gladeview,FL,25.8395,-80.2368,12977,,
3415,Monfort Heights,OH,39.1822,-84.6075,12962,,
3416,Braselton,GA,34.1088,-83.8128,12961,,
3417,Lapeer,MI,43.0447,-83.3254,12959,,
3418,Sugarland Run,VA,39.0309,-77.3762,12956,,
3419,Dunmore,PA,41.4152,-75.6072,12954,,
3420,Georgetown,GA,31.9849,-81.226,12951,,
3421,Kittanning,PA,40.8279,-79.5233,12950,,
3422,Vinings,GA,33.8608,-84.4686,12934,,
3423,Sharon,PA,41.234,-80.4997,12933,,
3424,Claremont,NH,43.379,-72.3368,12932,,
3425,New Carrollton,MD,38.9654,-76.8773,12928,,
3426,Oakland,NJ,41.0313,-74.2408,12926,,
3427,Verde Village,AZ,34.7122,-111.9943,12903,,
3428,Ridgefield Park,NJ,40.8543,-74.0201,12901,,
3429,Irondale,AL,33.544,-86.6599,12893,,
3430,Lake Wylie,SC,35.0997,-81.0677,12885,,
3431,Sturgis,MI,41.7995,-85.4182,12881,,
3432,Loganville,GA,33.8353,-83.8957,12880,,
3433,Lawrenceburg,IN,39.0986,-84.8713,12871,,
3434,Lakeland North,WA,47.3374,-122.2812,12867,,
3435,West Carrollton,OH,39.6701,-84.2542,12864,,
3436,Finneytown,OH,39.2159,-84.5145,12856,,
3437,Ridge,NY,40.9068,-72.8816,12854,,
3438,Glen Carbon,IL,38.758,-89.983,12850,,
3439,Key Biscayne,FL,25.6908,-80.1653,12846,,
3440,Marshall,MO,39.1147,-93.201,12841,,
3441,Lake Tapps,WA,47.2307,-122.1694,12838,,
3442,Spearfish,SD,44.4912,-103.8167,12836,,
3443,Federal Heights,CO,39.8651,-105.0154,12827,,
3444,Cornelius,OR,45.519,-123.0514,12822,,
3445,Cedartown,GA,34.0223,-85.2479,12819,,
3446,Cloquet,MN,46.7221,-92.4923,12813,,
3447,Weigelstown,PA,39.9843,-76.8315,12812,,
3448,Kingston,PA,41.2652,-75.8875,12812,,
3449,Lilburn,GA,33.8887,-84.1379,12810,,
3450,South Sioux City,NE,42.4627,-96.4126,12809,SUX,0.07048097967947939
3451,Maryville,MO,40.3428,-94.8701,12808,,
3452,Ardmore,PA,40.0033,-75.2947,12808,,
3453,Franklin,LA,29.7851,-91.5098,12803,,
3454,University Heights,OH,41.4948,-81.5348,12797,,
3455,College,AK,64.8694,-147.8217,12791,BRW,11.016153745751133
3456,Lahaina,HI,20.8848,-156.6618,12776,LNY,0.30307513190151075
3457,Glendale,WI,43.1288,-87.9277,12768,,
3458,Terryville,NY,40.909,-73.0492,12764,,
3459,Othello,WA,46.8221,-119.1652,12761,,
3460,Gulf Shores,AL,30.2759,-87.7013,12757,,
3461,Wilton Manors,FL,26.1593,-80.1395,12756,,
3462,Yulee,FL,30.635,-81.5678,12754,,
3463,Athens,TX,32.2041,-95.8321,12753,,
3464,Jupiter Farms,FL,26.9224,-80.2187,12750,,
3465,Tarboro,NC,35.9046,-77.5563,12748,,
3466,Wickliffe,OH,41.6072,-81.469,12744,,
3467,Elgin,TX,30.352,-97.3879,12733,,
3468,Mercerville,NJ,40.236,-74.6916,12730,,
3469,La Homa,TX,26.2773,-98.3579,12729,,
3470,Dover,OH,40.5302,-81.4805,12723,,
3471,Greenville,OH,40.1043,-84.6209,12720,,
3472,Borger,TX,35.6598,-101.4012,12718,,
3473,Bonita,CA,32.6652,-117.0295,12706,,
3474,Charlotte,MI,42.5662,-84.8304,12703,,
3475,Broussard,LA,30.1393,-91.9538,12700,,
3476,Dorado,PR,18.4657,-66.2724,12695,,
3477,Herrin,IL,37.7983,-89.0305,12687,MWA,0.054702760539934704
3478,Manatí,PR,18.4283,-66.4823,12683,,
3479,Choctaw,OK,35.48,-97.2666,12674,,
3480,Manvel,TX,29.4793,-95.3659,12671,,
3481,Los Alamos,NM,35.8926,-106.2862,12666,,
3482,Oregon,WI,42.9253,-89.3892,12664,,
3483,Commerce,CA,33.9963,-118.1519,12661,,
3484,Taylorville,IL,39.5328,-89.2804,12659,,
3485,Riviera Beach,MD,39.1628,-76.5263,12658,,
3486,Port Neches,TX,29.9765,-93.946,12655,,
3487,Prineville,OR,44.2985,-120.8607,12650,,
3488,Lakeland,TN,35.2585,-89.7308,12642,,
3489,Peru,IN,40.7594,-86.0757,12642,,
3490,White House,TN,36.4648,-86.6665,12638,,
3491,Clarkston,GA,33.8117,-84.2404,12637,,
3492,Keokuk,IA,40.4095,-91.403,12635,,
3493,St. Ann,MO,38.7266,-90.3872,12629,STL,0.02642107207552479
3494,Mastic Beach,NY,40.7679,-72.8375,12610,,
3495,Justice,IL,41.7495,-87.8345,12608,,
3496,Elfers,FL,28.214,-82.723,12600,,
3497,Fulton,MO,38.8551,-91.9511,12596,,
3498,Minneola,FL,28.6067,-81.7322,12595,,
3499,Oskaloosa,IA,41.2922,-92.6403,12592,,
3500,Urbana,MD,39.3237,-77.3411,12587,,
3501,Grand Terrace,CA,34.0312,-117.3132,12584,,
3502,Panama City Beach,FL,30.2369,-85.8775,12583,ECP,0.14140412535725627
3503,Woodland Park,NJ,40.8905,-74.1945,12581,,
3504,Lantana,FL,26.5834,-80.0564,12581,,
3505,Richmond,TX,29.5825,-95.7602,12578,,
3506,Jackson,WY,43.4721,-110.7745,12576,JAC,0.1367055264076798
3507,Fredericksburg,TX,30.2661,-98.8749,12567,,
3508,Muscoy,CA,34.155,-117.3477,12562,,
3509,Belmont,NC,35.2211,-81.0402,12558,CLT,0.09312654132909708
3510,Annapolis Neck,MD,38.9408,-76.4997,12551,,
3511,Jacksonville,AL,33.8088,-85.7545,12544,,
3512,Endicott,NY,42.098,-76.0639,12532,,
3513,Cheney,WA,47.4901,-117.579,12522,,
3514,Palos Heights,IL,41.6637,-87.7959,12520,,
3515,Boone,IA,42.053,-93.877,12513,,
3516,North St. Paul,MN,45.0137,-92.9995,12506,,
3517,Ocean Pines,MD,38.3825,-75.1475,12499,,
3518,Cherry Creek,CO,39.6094,-104.8645,12496,,
3519,Río Grande,PR,18.3789,-65.8388,12492,,
3520,Paris,KY,38.2016,-84.2719,12485,,
3521,Irmo,SC,34.1018,-81.1957,12483,,
3522,San Anselmo,CA,37.9821,-122.5699,12476,,
3523,Marysville,CA,39.1518,-121.5835,12476,,
3524,Woodhaven,MI,42.132,-83.2374,12469,,
3525,Bedford,OH,41.3919,-81.5359,12457,,
3526,Trophy Club,TX,33.0038,-97.1897,12451,,
3527,Riverton,WY,43.0421,-108.414,12445,RIW,0.048400571301787
3528,Shepherdsville,KY,37.9806,-85.6999,12442,,
3529,Plymouth,IN,41.3483,-86.3187,12433,,
3530,Manchester,TN,35.463,-86.0774,12433,,
3531,Waconia,MN,44.8412,-93.7927,12428,,
3532,Stony Brook,NY,40.906,-73.1278,12428,,
3533,St. Peter,MN,44.3296,-93.9659,12421,,
3534,Kelso,WA,46.1236,-122.891,12417,,
3535,Elkhorn,WI,42.6711,-88.5377,12404,,
3536,Gatesville,TX,31.4419,-97.7351,12401,,
3537,Goldenrod,FL,28.6114,-81.2916,12384,,
3538,Virginia,MN,47.5169,-92.5128,12381,,
3539,Chino Valley,AZ,34.7593,-112.4107,12375,,
3540,Lakeside,VA,37.6133,-77.4768,12374,,
3541,Newington Forest,VA,38.7371,-77.2339,12373,,
3542,Blue Ash,OH,39.248,-84.3827,12372,,
3543,Lewisburg,TN,35.4494,-86.7897,12368,,
3544,Wilmington,OH,39.4387,-83.8184,12366,,
3545,Harrison,WI,44.1935,-88.2941,12358,,
3546,Holly Hill,FL,29.2443,-81.0463,12357,,
3547,Lansdowne,VA,39.0846,-77.4839,12354,,
3548,Minnehaha,WA,45.6577,-122.6204,12353,,
3549,New Baltimore,MI,42.6903,-82.7398,12347,,
3550,Gulfport,FL,27.7463,-82.71,12342,,
3551,Forestville,MD,38.8518,-76.8708,12342,,
3552,Derby,CT,41.3265,-73.0833,12339,,
3553,Kewanee,IL,41.2399,-89.9263,12339,,
3554,Orange City,FL,28.9347,-81.2881,12335,,
3555,Lakeland Highlands,FL,27.9572,-81.9496,12332,,
3556,Bastrop,LA,32.7749,-91.9058,12327,,
3557,Gladstone,OR,45.3864,-122.5933,12324,,
3558,Patchogue,NY,40.7621,-73.0185,12321,,
3559,Winnetka,IL,42.1064,-87.7421,12316,,
3560,Markham,IL,41.6,-87.6905,12314,,
3561,Marion,AR,35.2041,-90.2061,12310,,
3562,Oak Hills,OR,45.5403,-122.8413,12308,,
3563,Leon Valley,TX,29.4954,-98.6143,12306,,
3564,Joppatowne,MD,39.4181,-76.3516,12304,,
3565,West Plains,MO,36.7378,-91.868,12304,,
3566,Delhi,CA,37.4306,-120.7759,12301,,
3567,Winchester,TN,35.1898,-86.1074,12299,,
3568,Newcastle,WA,47.5303,-122.1633,12292,,
3569,New Kensington,PA,40.5711,-79.7521,12292,,
3570,Beatrice,NE,40.2737,-96.7454,12279,,
3571,Poquoson,VA,37.1318,-76.3569,12271,,
3572,Clayton,CA,37.9403,-121.9301,12265,,
3573,St. Marys,PA,41.4574,-78.5342,12260,,
3574,Ottawa,KS,38.6,-95.2642,12254,,
3575,Larkspur,CA,37.9393,-122.5313,12254,,
3576,Cottonwood,AZ,34.7192,-112.0014,12253,,
3577,Mays Chapel,MD,39.4343,-76.6516,12253,,
3578,Shady Hills,FL,28.4042,-82.5467,12252,,
3579,Lincolnwood,IL,42.0054,-87.7329,12245,,
3580,Arkansas City,KS,37.0726,-97.0385,12242,,
3581,Elon,NC,36.1014,-79.5085,12232,,
3582,Palmer,MA,42.1888,-72.3112,12232,,
3583,West Monroe,LA,32.512,-92.1513,12227,,
3584,Parker,SC,34.8514,-82.4512,12227,,
3585,Batesville,AR,35.7687,-91.6226,12220,,
3586,Amherst,OH,41.4022,-82.2303,12219,,
3587,Grenada,MS,33.7816,-89.813,12219,,
3588,Ishpeming,MI,46.4862,-87.6658,12198,,
3589,Jesup,GA,31.5992,-81.8895,12198,,
3590,Ringwood,NJ,41.1064,-74.2749,12198,,
3591,Overlea,MD,39.3642,-76.5176,12195,,
3592,Speedway,IN,39.7937,-86.2479,12193,,
3593,Enumclaw,WA,47.2017,-121.9897,12190,,
3594,Neosho,MO,36.8441,-94.3756,12176,,
3595,Wells Branch,TX,30.4432,-97.6792,12176,,
3596,Lincoln City,OR,44.9751,-124.0073,12172,,
3597,North Merrick,NY,40.6871,-73.5615,12170,,
3598,Northlake,IL,41.9143,-87.9054,12161,,
3599,Eatontown,NJ,40.2913,-74.0558,12157,,
3600,Newport,OR,44.6242,-124.0513,12155,,
3601,Home Gardens,CA,33.8784,-117.5116,12153,,
3602,Freeport,TX,28.9454,-95.3601,12136,,
3603,Webb City,MO,37.1413,-94.4676,12134,JLN,0.038056795998745556
3604,Salisbury,NY,40.7454,-73.5604,12133,,
3605,Woodward,OK,36.4247,-99.4057,12121,,
3606,Melissa,TX,33.2891,-96.5573,12117,,
3607,Brock Hall,MD,38.8617,-76.7549,12117,,
3608,James Island,SC,32.7353,-79.9396,12109,,
3609,Kingsburg,CA,36.5245,-119.5602,12108,,
3610,Platteville,WI,42.728,-90.4676,12100,,
3611,Eureka,MO,38.5015,-90.6492,12097,,
3612,Lovington,NM,32.9125,-103.3277,12097,,
3613,Emeryville,CA,37.8382,-122.2932,12086,,
3614,Little Chute,WI,44.2905,-88.3206,12081,,
3615,Bainbridge,GA,30.9046,-84.5727,12081,,
3616,Sedro-Woolley,WA,48.5112,-122.2321,12072,,
3617,Minden,LA,32.6187,-93.2762,12071,,
3618,Grantsville,UT,40.6148,-112.4777,12064,,
3619,Somerville,NJ,40.5696,-74.6092,12063,,
3620,Middle Valley,TN,35.1877,-85.1958,12061,,
