,city,state_id,latitude,longitude,population,airport,distance
1018,Reedley,CA,36.5987,-119.4473,49042,,
1019,Dublin,OH,40.1112,-83.1454,49037,,
1020,Marana,AZ,32.4355,-111.1558,49030,,
1021,Cypress,CA,33.8171,-118.0386,49006,,
1022,Hollister,CA,36.8563,-121.3981,48992,,
1023,Murray,UT,40.6498,-111.8874,48917,,
1024,Roswell,NM,33.373,-104.5294,48889,ROW,0.07062775487589464
1025,Pascagoula,MS,30.3665,-88.5507,48869,,
1026,Tuckahoe,VA,37.5878,-77.5858,48799,,
1027,Ceres,CA,37.5953,-120.9625,48706,,
1028,St. Louis Park,MN,44.9488,-93.3649,48662,,
1029,Rio Grande City,TX,26.3808,-98.8215,48610,,
1030,Draper,UT,40.4957,-111.8605,48587,,
1031,Palm Springs,CA,33.8017,-116.5382,48518,PSP,0.04230356872180604
1032,Paducah,KY,37.0711,-88.6436,48481,PAH,0.12430256712010715
1033,Findlay,OH,41.0467,-83.6379,48469,,
1034,University,FL,28.0771,-82.4335,48436,,
1035,Bel Air South,MD,39.5051,-76.3197,48425,,
1036,Antelope,CA,38.7153,-121.361,48398,,
1037,Kyle,TX,29.9937,-97.8859,48393,,
1038,Monroe,MI,41.9154,-83.385,48317,,
1039,Lincoln,CA,38.8759,-121.2916,48275,,
1040,Ocoee,FL,28.5787,-81.5338,48263,,
1041,Burleson,TX,32.517,-97.3343,48225,,
1042,La Mirada,CA,33.9025,-118.0093,48183,,
1043,Farmers Branch,TX,32.9272,-96.8804,48158,,
1044,East Lansing,MI,42.748,-84.4835,48145,,
1045,Uniontown,PA,39.8994,-79.7244,48137,,
1046,Jeffersonville,IN,38.3376,-85.7026,48126,,
1047,Winder,GA,33.9917,-83.7218,48125,,
1048,Wauwatosa,WI,43.0615,-88.0347,48118,,
1049,Littleton,CO,39.5915,-105.0188,48065,,
1050,Cumberland,MD,39.6515,-78.7585,47980,,
1051,Cedar Hill,TX,32.581,-96.9591,47930,,
1052,Carrollton,GA,33.5817,-85.0837,47920,,
1053,Rancho Santa Margarita,CA,33.6318,-117.5989,47896,,
1054,Beavercreek,OH,39.731,-84.0624,47741,,
1055,Niagara Falls,NY,43.0921,-79.0147,47720,,
1056,McLean,VA,38.9436,-77.1943,47682,,
1057,North Highlands,CA,38.6713,-121.3721,47661,,
1058,East Providence,RI,41.8065,-71.3565,47618,,
1059,Florin,CA,38.4832,-121.4042,47555,,
1060,East Honolulu,HI,21.2975,-157.7211,47540,,
1061,Chesterfield,MO,38.6588,-90.5804,47538,,
1062,Covina,CA,34.0903,-117.8817,47450,,
1063,Bothell,WA,47.7735,-122.2044,47415,,
1064,Glenview,IL,42.0825,-87.8216,47308,,
1065,Mentor,OH,41.6895,-81.3361,47262,,
1066,Keller,TX,32.9337,-97.2255,47213,,
1067,Danville,IL,40.1423,-87.6114,47059,,
1068,Spring Hill,TN,35.7438,-86.9116,47042,,
1069,Roseville,MI,42.5074,-82.9369,47018,,
1070,Elmhurst,IL,41.8973,-87.9432,46746,,
1071,New Philadelphia,OH,40.486,-81.4402,46698,,
1072,Sandusky,OH,41.4437,-82.7149,46655,,
1073,El Dorado Hills,CA,38.675,-121.049,46593,,
1074,Salina,KS,38.8137,-97.6143,46550,SLN,0.04318153922522495
1075,Euclid,OH,41.5904,-81.5188,46550,,
1076,Kingman,AZ,35.217,-114.0105,46524,,
1077,Everett,MA,42.4064,-71.0545,46451,,
1078,Farmington,MO,37.7821,-90.4288,46331,,
1079,Weatherford,TX,32.7536,-97.7723,46268,,
1080,Middletown,CT,41.5476,-72.6549,46258,,
1081,Roseburg,OR,43.2232,-123.3518,46228,,
1082,Biloxi,MS,30.4422,-88.9512,46212,,
1083,Leavenworth,KS,39.3239,-94.924,46192,,
1084,Fort Pierce,FL,27.4256,-80.3431,46103,,
1085,Winter Garden,FL,28.5421,-81.5966,46051,,
1086,Oro Valley,AZ,32.4208,-110.9768,46044,,
1087,Morgan Hill,CA,37.1326,-121.6417,45952,,
1088,Potomac,MD,39.0141,-77.1943,45940,,
1089,Pinehurst,NC,35.1922,-79.4684,45935,,
1090,Danville,VA,36.5831,-79.4087,45890,,
1091,Rockwall,TX,32.9169,-96.4377,45888,,
1092,Coachella,CA,33.6905,-116.143,45743,,
1093,Wake Forest,NC,35.9629,-78.5141,45629,,
1094,Pearl City,HI,21.4031,-157.9566,45605,,
1095,Tupelo,MS,34.2692,-88.7318,45466,,
1096,Attleboro,MA,41.9311,-71.295,45237,,
1097,Pine Bluff,AR,34.2116,-92.0178,45204,,
1098,Oakland Park,FL,26.178,-80.1528,45202,,
1099,Marion,OH,40.5933,-83.1237,45181,,
1100,Hilo,HI,19.6886,-155.0864,45056,ITO,0.05397587414021647
1101,Lufkin,TX,31.3217,-94.7277,44867,,
1102,Altadena,CA,34.1928,-118.1345,44850,,
1103,Manitowoc,WI,44.0991,-87.6811,44770,,
1104,Lake Ridge,VA,38.6843,-77.3059,44716,,
1105,Selma,CA,36.5715,-119.6143,44703,,
1106,Strongsville,OH,41.3128,-81.8313,44660,,
1107,Danville,CA,37.8121,-121.9698,44510,,
1108,Quincy,IL,39.9335,-91.3799,44466,UIN,0.1857983759419447
1109,Lancaster,OH,39.7249,-82.6049,44447,,
1110,Riverton,UT,40.5177,-111.9635,44440,,
1111,The Colony,TX,33.0925,-96.8977,44438,,
1112,Urbandale,IA,41.639,-93.7813,44379,,
1113,Plainfield,IL,41.6206,-88.2252,44308,,
1114,Lombard,IL,41.8742,-88.0157,44303,,
1115,Prescott,AZ,34.585,-112.4475,44299,PRC,0.06792391361766338
1116,North Lauderdale,FL,26.2113,-80.2209,44262,,
1117,Eureka,CA,40.7942,-124.1568,44236,,
1118,Hackensack,NJ,40.889,-74.0461,44188,,
1119,Sayreville,NJ,40.4656,-74.3237,44173,,
1120,Altamonte Springs,FL,28.6615,-81.3953,44143,,
1121,Del Rio,TX,29.3708,-100.88,44121,,
1122,Cleveland Heights,OH,41.5112,-81.5636,43992,,
1123,Bountiful,UT,40.8722,-111.8647,43981,,
1124,Desert Hot Springs,CA,33.9551,-116.543,43914,,
1125,Peachtree Corners,GA,33.967,-84.2319,43905,,
1126,Haltom City,TX,32.8176,-97.2707,43874,,
1127,Ormond Beach,FL,29.296,-81.1003,43759,,
1128,Cutler Bay,FL,25.5765,-80.3356,43718,,
1129,Trujillo Alto,PR,18.3601,-66.0103,43703,,
1130,Adrian,MI,41.8994,-84.0446,43689,,
1131,Goose Creek,SC,32.9925,-80.0054,43665,,
1132,Moorhead,MN,46.8673,-96.7461,43652,,
1133,Westfield,IN,40.0333,-86.1532,43649,,
1134,Concord,NH,43.2305,-71.5595,43627,,
1135,Annandale,VA,38.8324,-77.196,43295,,
1136,Rohnert Park,CA,38.348,-122.6964,43291,,
1137,Brea,CA,33.9254,-117.8656,43255,,
1138,Klamath Falls,OR,42.2191,-121.7754,43246,,
1139,Salem,MA,42.5129,-70.902,43226,,
1140,Channelview,TX,29.7914,-95.1145,43055,,
1141,North Miami Beach,FL,25.9302,-80.166,43041,,
1142,Whitney,NV,36.1005,-115.038,42973,,
1143,Freeport,NY,40.6515,-73.585,42956,,
1144,Centralia,WA,46.7226,-122.9696,42922,,
1145,Gallatin,TN,36.3782,-86.4696,42918,,
1146,Stevens Point,WI,44.5241,-89.5508,42837,,
1147,San Bruno,CA,37.6254,-122.4313,42807,,
1148,Burke,VA,38.7773,-77.2633,42806,,
1149,Brentwood,TN,35.9918,-86.7758,42783,,
1150,North Fort Myers,FL,26.7243,-81.8491,42770,,
1151,Hicksville,NY,40.7637,-73.5245,42709,,
1152,West Babylon,NY,40.7112,-73.3567,42665,,
1153,Edmonds,WA,47.8115,-122.3533,42605,,
1154,Apache Junction,AZ,33.3985,-111.5351,42571,,
1155,Fairfield,OH,39.3301,-84.5409,42558,,
1156,Oakley,CA,37.9929,-121.6951,42543,,
1157,Hutchinson,KS,38.0671,-97.9081,42531,,
1158,Greenwood,SC,34.1945,-82.1542,42429,,
1159,Richmond,IN,39.8318,-84.8905,42373,,
1160,Linden,NJ,40.6251,-74.2381,42361,,
1161,Puyallup,WA,47.1794,-122.2902,42361,,
1162,Huntsville,TX,30.705,-95.5544,42241,,
1163,Urbana,IL,40.1106,-88.1972,42214,,
1164,Beverly,MA,42.5681,-70.8627,42174,,
1165,Clovis,NM,34.4376,-103.1923,42168,,
1166,Statesboro,GA,32.4376,-81.775,42102,,
1167,Hobbs,NM,32.7282,-103.16,42095,HOB,0.06512133973507363
1168,McMinnville,OR,45.211,-123.1918,42062,,
1169,Schertz,TX,29.5649,-98.2537,42042,,
1170,Bell Gardens,CA,33.9663,-118.155,42012,,
1171,Oviedo,FL,28.658,-81.1872,41860,,
1172,Odenton,MD,39.0661,-76.6939,41846,,
1173,Grove City,OH,39.8659,-83.0694,41820,LCK,0.1420939870355211
1174,Campbell,CA,37.2802,-121.9538,41793,,
1175,Wentzville,MO,38.8152,-90.8667,41784,,
1176,Woonsocket,RI,42.001,-71.4993,41751,,
1177,La Quinta,CA,33.6536,-116.2785,41748,,
1178,Weslaco,TX,26.1648,-97.9898,41629,,
1179,Zanesville,OH,39.9565,-82.0132,41589,,
1180,Newnan,GA,33.3766,-84.7761,41581,,
1181,Shakopee,MN,44.7744,-93.4764,41570,,
1182,Brighton,CO,39.9716,-104.7964,41554,,
1183,Catonsville,MD,39.2646,-76.7424,41547,,
1184,Rancho Palos Verdes,CA,33.7554,-118.3637,41530,,
1185,Mableton,GA,33.8132,-84.5656,41487,,
1186,Coppell,TX,32.9638,-96.9905,41421,,
1187,Linton Hall,VA,38.7551,-77.575,41386,,
1188,Moline,IL,41.4821,-90.4921,41356,MLI,0.03627013878069197
1189,Delaware,OH,40.2866,-83.0747,41283,,
1190,Westfield,MA,42.1382,-72.7561,41204,,
1191,Shelton,CT,41.306,-73.1383,41129,,
1192,Greenacres,FL,26.6272,-80.1371,41117,,
1193,Westerville,OH,40.1241,-82.9209,41103,,
1194,Manassas,VA,38.7479,-77.4839,41085,,
1195,Kearny,NJ,40.7528,-74.1202,41058,,
1196,Los Banos,CA,37.063,-120.8406,41036,,
1197,Richmond,KY,37.7306,-84.2926,40972,,
1198,Spanish Fork,UT,40.1101,-111.6406,40913,,
1199,Belleville,IL,38.5165,-89.99,40897,,
1200,Maplewood,MN,44.9842,-93.0247,40885,,
1201,Wilkes-Barre,PA,41.2468,-75.8759,40766,,
1202,Pottsville,PA,40.6798,-76.2092,40685,,
1203,Columbia,TN,35.6235,-87.0486,40663,,
1204,Bartlett,IL,41.9803,-88.2069,40647,,
1205,Bluefield,WV,37.2608,-81.2143,40640,,
1206,Fitchburg,MA,42.5912,-71.8156,40638,,
1207,Marion,IN,40.5496,-85.66,40588,,
1208,Cedar Falls,IA,42.5195,-92.4534,40536,ALO,0.06461817563705367
1209,Buffalo Grove,IL,42.1673,-87.9616,40494,,
1210,Jamestown,NY,42.0975,-79.2366,40493,,
1211,Woodlawn,MD,39.3054,-76.7489,40469,,
1212,Clarksburg,WV,39.2863,-80.323,40403,CKB,0.09238892840708321
1213,Royal Palm Beach,FL,26.7038,-80.2241,40396,,
1214,Marion,IA,42.045,-91.5846,40359,,
1215,Covington,KY,39.0334,-84.5166,40341,,
1216,Coram,NY,40.8813,-73.0059,40311,,
1217,Friendswood,TX,29.5111,-95.1979,40290,,
1218,Indian Trail,NC,35.0698,-80.6457,40252,,
1219,Woburn,MA,42.4869,-71.1543,40228,,
1220,The Acreage,FL,26.7741,-80.2779,40177,,
1221,Holyoke,MA,42.2125,-72.6411,40117,,
1222,Montclair,CA,34.0714,-117.698,40083,,
1223,South Valley,NM,35.0092,-106.6819,40080,,
1224,Torrington,CT,41.8349,-73.1281,40003,,
1225,Cedar City,UT,37.6834,-113.0956,39995,CDC,0.012604969469621273
1226,San Gabriel,CA,34.0948,-118.099,39899,,
1227,Hallandale Beach,FL,25.9854,-80.1423,39847,,
1228,Crystal Lake,IL,42.2333,-88.3351,39829,,
1229,Calexico,CA,32.6849,-115.4944,39825,,
1230,Lake Oswego,OR,45.413,-122.7003,39822,,
1231,Amherst,MA,42.3645,-72.5069,39814,,
1232,Muskogee,OK,35.7431,-95.3568,39789,,
1233,Romeoville,IL,41.6318,-88.0996,39746,,
1234,Plant City,FL,28.014,-82.1201,39744,,
1235,Keizer,OR,45.0029,-123.0241,39713,,
1236,New Berlin,WI,42.9726,-88.1291,39691,,
1237,Chelsea,MA,42.3959,-71.0325,39690,,
1238,La Puente,CA,34.0323,-117.9533,39614,,
1239,Roy,UT,41.1715,-112.0485,39613,,
1240,Security-Widefield,CO,38.7489,-104.7142,39612,COS,0.054070110774904485
1241,Marlborough,MA,42.3494,-71.5468,39597,,
1242,Milton,GA,34.1353,-84.3138,39587,,
1243,Issaquah,WA,47.544,-122.0471,39509,,
1244,Waipahu,HI,21.3858,-158.0103,39469,,
1245,Essex,MD,39.3024,-76.4457,39437,,
1246,Bartlesville,OK,36.7357,-95.9453,39301,,
1247,Lancaster,TX,32.5922,-96.7737,39228,,
1248,Streamwood,IL,42.0209,-88.1778,39228,,
1249,Germantown,TN,35.0829,-89.7825,39225,,
1250,Annapolis,MD,38.9706,-76.5047,39223,,
1251,Carol Stream,IL,41.9182,-88.1308,39203,,
1252,Asheboro,NC,35.7158,-79.8129,39192,,
1253,Culver City,CA,34.0058,-118.3968,39185,,
1254,Kalispell,MT,48.2156,-114.3262,39182,FCA,0.11790950408991258
1255,Arecibo,PR,18.4491,-66.7387,39176,,
1256,Lynnwood,WA,47.8284,-122.3033,39141,,
1257,Mooresville,NC,35.5849,-80.8265,39132,,
1258,Brookfield,WI,43.064,-88.1231,39115,,
1259,Crestview,FL,30.748,-86.5784,39072,,
1260,Horizon West,FL,28.4417,-81.6145,39065,,
1261,Clinton,MD,38.7499,-76.9063,39018,,
1262,Moses Lake,WA,47.128,-119.2761,39002,,
1263,New Castle,PA,40.9956,-80.3459,38930,,
1264,Olive Branch,MS,34.961,-89.8469,38924,,
1265,Enterprise,AL,31.3276,-85.8459,38914,,
1266,Sun City,AZ,33.6165,-112.2819,38877,,
1267,Frankfort,KY,38.1924,-84.8643,38852,,
1268,Northglenn,CO,39.9108,-104.9783,38819,,
1269,Warren,OH,41.239,-80.8174,38752,,
1270,Duncanville,TX,32.646,-96.9127,38751,,
1271,Hurst,TX,32.8353,-97.1808,38655,,
1272,Clermont,FL,28.5402,-81.7259,38654,,
1273,Wheeling,IL,42.1308,-87.924,38646,,
1274,Fort Lee,NJ,40.8509,-73.9712,38605,,
1275,Pacifica,CA,37.6112,-122.4781,38546,,
1276,Lake Worth,FL,26.6196,-80.0591,38526,,
1277,Lebanon,TN,36.204,-86.3481,38518,,
1278,Kendall West,FL,25.7065,-80.4388,38433,,
1279,Land O' Lakes,FL,28.2075,-82.4476,38410,,
1280,Eagle Mountain,UT,40.3137,-112.0114,38391,,
1281,Reynoldsburg,OH,39.9587,-82.7944,38327,,
1282,Oxford,MS,34.3627,-89.5336,38310,,
1283,Rosenberg,TX,29.546,-95.822,38307,,
1284,Martinez,CA,37.9985,-122.116,38297,,
1285,Pleasant Grove,UT,40.3716,-111.7412,38258,,
1286,La Presa,CA,32.711,-117.0027,38227,,
1287,Severna Park,MD,39.087,-76.5687,38188,,
1288,Huber Heights,OH,39.8595,-84.113,38154,,
1289,Stanton,CA,33.8002,-117.9935,38139,,
1290,East Meadow,NY,40.7197,-73.5604,38029,,
1291,Menomonee Falls,WI,43.1487,-88.1227,38014,,
1292,Granbury,TX,32.4484,-97.7685,37996,,
1293,Waxahachie,TX,32.4032,-96.8444,37988,,
1294,Valrico,FL,27.9193,-82.2293,37980,,
1295,Mission Bend,TX,29.6948,-95.6657,37979,,
1296,Holly Springs,NC,35.653,-78.8397,37812,,
1297,Butler,PA,40.8616,-79.8962,37796,,
1298,Albertville,AL,34.2634,-86.2107,37775,,
1299,London,KY,37.1175,-84.0767,37714,,
1300,Egypt Lake-Leto,FL,28.0177,-82.5062,37704,TPA,0.04760274871265002
1301,Cottage Grove,MN,44.8161,-92.9274,37604,,
1302,Kailua,HI,21.392,-157.7396,37586,,
1303,St. Marys,GA,30.7567,-81.5722,37556,,
1304,Mechanicsville,VA,37.6262,-77.3561,37496,,
1305,Richmond West,FL,25.6105,-80.4297,37486,,
1306,Cleburne,TX,32.357,-97.4152,37468,,
1307,Valley Stream,NY,40.6647,-73.7044,37431,,
1308,Hanover Park,IL,41.9819,-88.1447,37426,,
1309,Oswego,NY,43.4516,-76.5005,37420,,
1310,Navarre,FL,30.4174,-86.8907,37362,,
1311,Oregon City,OR,45.3415,-122.5927,37339,,
1312,Winter Springs,FL,28.6889,-81.2704,37312,,
1313,Parkland,WA,47.1417,-122.4376,37303,,
1314,Pahrump,NV,36.2411,-116.0176,37298,,
1315,Carpentersville,IL,42.1227,-88.2895,37254,,
1316,Wildomar,CA,33.6173,-117.2582,37229,,
1317,Greenfield,WI,42.9619,-88.0051,37221,,
1318,Braintree,MA,42.2039,-71.0022,37190,,
1319,Rock Island,IL,41.4699,-90.5827,37176,,
1320,South Miami Heights,FL,25.5886,-80.3862,37119,,
1321,Evans,GA,33.5619,-82.1351,37114,,
1322,West Fargo,ND,46.8573,-96.9057,37058,,
1323,Mount Juliet,TN,36.1991,-86.5114,37029,,
1324,San Juan,TX,26.1903,-98.152,37008,,
1325,Oakton,VA,38.8887,-77.3016,36997,,
1326,Georgetown,KY,38.2249,-84.5482,36994,,
1327,Portage,IN,41.5866,-87.1792,36988,,
1328,Aventura,FL,25.9565,-80.1372,36987,,
1329,Owasso,OK,36.2882,-95.8328,36957,,
1330,Commack,NY,40.8443,-73.2834,36953,,
1331,Park Ridge,IL,42.0125,-87.8436,36950,,
1332,Foley,AL,30.3983,-87.6649,36921,,
1333,New Albany,IN,38.3089,-85.8234,36843,,
1334,Benton,AR,34.5775,-92.5712,36820,,
1335,Meridian,MS,32.3846,-88.6896,36686,MEI,0.07544865920451761
1336,Bettendorf,IA,41.5656,-90.4764,36543,,
1337,Dunedin,FL,28.0329,-82.7863,36537,,
1338,Hilliard,OH,40.0353,-83.1578,36534,,
1339,Merritt Island,FL,28.3146,-80.6713,36532,,
1340,Phenix City,AL,32.4588,-85.0251,36487,,
1341,Addison,IL,41.9314,-88.0085,36482,,
1342,West Hollywood,CA,34.0882,-118.3718,36475,,
1343,Roseville,MN,45.0155,-93.1545,36457,,
1344,Oakville,MO,38.4472,-90.3199,36407,,
1345,Tucker,GA,33.8436,-84.2021,36395,,
1346,Moorpark,CA,34.2855,-118.877,36375,,
1347,Richfield,MN,44.8762,-93.2833,36354,MSP,0.061612286975248516
1348,Monrovia,CA,34.165,-117.9921,36331,,
1349,Kearns,UT,40.652,-112.0093,36330,,
1350,Oak Creek,WI,42.8803,-87.9009,36325,,
1351,Lincoln Park,MI,42.2432,-83.1811,36321,,
1352,Claremont,CA,34.1259,-117.7153,36266,,
1353,Oswego,IL,41.6834,-88.3372,36252,,
1354,Post Falls,ID,47.7213,-116.9385,36250,,
1355,Peachtree City,GA,33.3943,-84.5712,36223,,
1356,Lauderdale Lakes,FL,26.1682,-80.2017,36194,,
1357,French Valley,CA,33.5998,-117.1069,36126,,
1358,Portsmouth,OH,38.7539,-82.9446,36111,,
1359,Shawnee,OK,35.3529,-96.965,36067,,
1360,Gillette,WY,44.2752,-105.4983,36032,GCC,0.08332391046092102
1361,Tooele,UT,40.5393,-112.3082,36015,,
1362,Prattville,AL,32.4605,-86.4588,35957,,
1363,Woodburn,OR,45.1473,-122.8603,35941,,
1364,Watertown Town,MA,42.37,-71.1774,35939,,
1365,Calumet City,IL,41.6134,-87.5505,35913,,
1366,San Juan Capistrano,CA,33.5009,-117.6544,35911,,
1367,Foothill Farms,CA,38.6867,-121.3475,35881,,
1368,Elmont,NY,40.7033,-73.7078,35824,,
1369,Franklin,WI,42.8854,-88.0104,35811,,
1370,Temple City,CA,34.1021,-118.0579,35811,,
1371,Cooper City,FL,26.0463,-80.2862,35800,,
1372,El Mirage,AZ,33.5905,-112.3271,35753,,
1373,Meadow Woods,FL,28.3698,-81.3467,35726,MCO,0.0642350086238003
1374,LaGrange,GA,33.0274,-85.0384,35721,,
1375,La Vergne,TN,36.0203,-86.5582,35716,,
1376,Middletown,DE,39.4453,-75.7166,35695,,
1377,Mount Pleasant,MI,43.5966,-84.7759,35694,,
1378,Carrollwood,FL,28.0577,-82.5149,35686,,
1379,Junction City,KS,39.0271,-96.8496,35677,,
1380,Inver Grove Heights,MN,44.8247,-93.0596,35672,,
1381,Chillum,MD,38.9667,-76.979,35557,,
1382,Monroe,NC,35.0061,-80.5595,35540,,
1383,Randallstown,MD,39.3723,-76.8024,35528,,
1384,Bell,CA,33.9801,-118.1798,35521,,
1385,Gahanna,OH,40.0251,-82.8637,35483,,
1386,Sanford,NC,35.4874,-79.1772,35467,,
1387,Riviera Beach,FL,26.7812,-80.0742,35463,,
1388,Wildwood,MO,38.5799,-90.6699,35432,,
1389,Upper Arlington,OH,40.0272,-83.0704,35366,,
1390,Auburn,CA,38.895,-121.0778,35311,,
1391,Plainfield,IN,39.6953,-86.3717,35287,IND,0.07909958280251259
1392,Westmont,CA,33.9417,-118.3018,35266,,
1393,Oak Harbor,WA,48.2965,-122.6333,35228,,
1394,Olney,MD,39.1465,-77.0715,35191,,
1395,Manhattan Beach,CA,33.8895,-118.3972,35183,,
1396,New City,NY,41.1543,-73.9909,35101,,
1397,Owings Mills,MD,39.4115,-76.7913,35081,,
1398,La Porte,TX,29.6689,-95.0484,34976,,
1399,Englewood,CO,39.6468,-104.9942,34917,,
1400,Brunswick,OH,41.2464,-81.8198,34880,,
1401,East Point,GA,33.6696,-84.4701,34875,,
1402,DeLand,FL,29.0224,-81.2873,34851,,
1403,Martinez,GA,33.5209,-82.0985,34844,,
1404,Pleasant Hill,CA,37.954,-122.0759,34839,CCR,0.03890422820054848
1405,Orangevale,CA,38.6881,-121.2209,34824,,
1406,Merrillville,IN,41.4728,-87.3197,34792,,
1407,Stow,OH,41.1765,-81.4344,34785,,
1408,Buenaventura Lakes,FL,28.3349,-81.3539,34784,,
1409,San Luis,AZ,32.4911,-114.7089,34778,,
1410,Oildale,CA,35.4249,-119.0279,34763,BFL,0.031508262233900415
1411,Calhoun,GA,34.4918,-84.9391,34754,,
1412,Leawood,KS,38.9076,-94.6258,34727,,
1413,Menlo Park,CA,37.4686,-122.1672,34698,,
1414,Sun Prairie,WI,43.1827,-89.2358,34661,,
1415,Dakota Ridge,CO,39.6192,-105.1344,34659,,
1416,Arcata,CA,40.8615,-124.0757,34616,,
1417,Lockport,NY,43.1698,-78.6956,34561,,
1418,Pullman,WA,46.734,-117.1669,34506,PUW,0.053746705968363145
1419,Boardman,OH,41.0334,-80.6671,34431,,
1420,Nacogdoches,TX,31.6134,-94.6528,34420,,
1421,Kearney,NE,40.701,-99.0834,34418,,
1422,Vestavia Hills,AL,33.4518,-86.7438,34413,,
1423,North Ridgeville,OH,41.3851,-82.0194,34392,,
1424,Socorro,TX,31.6384,-106.2601,34370,,
1425,Randolph,MA,42.1778,-71.0539,34362,,
1426,Norristown,PA,40.1224,-75.3398,34341,,
1427,Montgomery Village,MD,39.1783,-77.1957,34332,,
1428,Redmond,OR,44.2631,-121.1798,34240,RDM,0.021474940209696064
1429,Firestone,CO,40.1563,-104.9494,34230,,
1430,Goshen,IN,41.5743,-85.8308,34217,,
1431,Butte,MT,45.902,-112.6571,34207,BTM,0.16378116798808384
1432,Russellville,AR,35.2763,-93.1383,34205,,
1433,Grass Valley,CA,39.2237,-121.0521,34196,,
1434,Parkland,FL,26.3218,-80.2533,34170,,
1435,University City,MO,38.6657,-90.3315,34165,,
1436,Midvale,UT,40.6148,-111.8928,34124,,
1437,Golden Glades,FL,25.9129,-80.2013,34109,,
1438,Franklin,MA,42.0862,-71.4113,34087,,
1439,Kennesaw,GA,34.026,-84.6177,34077,,
1440,Adelanto,CA,34.5815,-117.4397,34049,,
1441,Ken Caryl,CO,39.577,-105.1144,34040,,
1442,Carlsbad,NM,32.4011,-104.2389,34031,,
1443,University Place,WA,47.2147,-122.5461,34001,,
1444,Chester,PA,39.8456,-75.3718,34000,,
1445,Douglasville,GA,33.7384,-84.7065,33992,,
1446,Salisbury,NC,35.6656,-80.4909,33988,,
1447,Laramie,WY,41.3099,-105.6085,33929,LAR,0.06305504329789675
1448,Lake Stevens,WA,48.0028,-122.096,33911,,
1449,Foster City,CA,37.5553,-122.2659,33901,,
1450,Valparaiso,IN,41.4782,-87.0507,33897,,
1451,Fairborn,OH,39.801,-84.0093,33876,,
1452,Estero,FL,26.4277,-81.7951,33871,,
1453,Mason,OH,39.3571,-84.3023,33870,,
1454,Cottonwood Heights,UT,40.6137,-111.8144,33843,,
1455,Kaneohe,HI,21.4062,-157.7904,33841,,
1456,Sonoma,CA,38.2902,-122.4598,33831,,
1457,Beverly Hills,CA,34.0786,-118.4021,33792,,
1458,Galesburg,IL,40.9506,-90.3763,33767,,
1459,Warsaw,IN,41.2448,-85.8464,33708,,
1460,San Dimas,CA,34.1082,-117.809,33621,,
1461,Glendale Heights,IL,41.9196,-88.0785,33617,,
1462,Dana Point,CA,33.4733,-117.6968,33577,,
1463,Midlothian,TX,32.4668,-96.9892,33532,,
1464,Newark,DE,39.6776,-75.7573,33515,,
1465,Alamogordo,NM,32.8837,-105.9624,33513,,
1466,Alabaster,AL,33.2198,-86.8225,33487,,
1467,Pikesville,MD,39.3893,-76.702,33486,,
1468,Fair Oaks,VA,38.8653,-77.3586,33481,,
1469,Deer Park,TX,29.6898,-95.1151,33474,,
1470,Long Beach,NY,40.5887,-73.666,33454,,
1471,Woodridge,IL,41.7368,-88.0408,33432,,
1472,Bridgeton,NJ,39.4286,-75.2281,33379,,
1473,Greer,SC,34.9313,-82.2315,33373,GSP,0.03816579388771939
1474,Springville,UT,40.1638,-111.6206,33310,,
1475,Saratoga Springs,UT,40.3449,-111.9152,33282,,
1476,Copperas Cove,TX,31.1192,-97.914,33235,,
1477,American Fork,UT,40.3792,-111.7952,33161,,
1478,Franklin,NJ,41.1101,-74.5886,33153,,
1479,Andover,MN,45.2571,-93.3265,33140,,
1480,Matthews,NC,35.1195,-80.7101,33138,,
1481,Woodstock,GA,34.1026,-84.509,33039,,
1482,Florence,KY,38.99,-84.647,33004,,
1483,Northbrook,IL,42.1292,-87.8353,32958,,
1484,West Little River,FL,25.857,-80.2367,32897,,
1485,Fair Lawn,NJ,40.9359,-74.1177,32896,,
1486,St. Charles,IL,41.9193,-88.3109,32887,,
1487,Huntington Station,NY,40.8446,-73.405,32866,,
1488,Fairmont,WV,39.4768,-80.1491,32847,,
1489,Ridgecrest,CA,35.6308,-117.6621,32684,,
1490,Massillon,OH,40.7838,-81.5254,32584,,
1491,Spanaway,WA,47.0979,-122.4233,32575,,
1492,Starkville,MS,33.4608,-88.8297,32546,,
1493,Harker Heights,TX,31.0572,-97.6445,32421,,
1494,Elk Grove Village,IL,42.0063,-87.9921,32400,,
1495,Kaysville,UT,41.029,-111.9456,32390,,
1496,Lawndale,CA,33.8884,-118.3531,32389,,
1497,Southlake,TX,32.9545,-97.1503,32376,,
1498,Ferry Pass,FL,30.5203,-87.1903,32376,,
1499,Savage,MN,44.7544,-93.3631,32362,,
1500,Des Moines,WA,47.3915,-122.3157,32348,,
1501,Bethel Park,PA,40.3239,-80.0364,32345,,
1502,Princeton,FL,25.5396,-80.3971,32299,,
1503,Dania Beach,FL,26.0594,-80.1637,32271,FLL,0.019789183616317825
1504,Spring Valley,NY,41.1151,-74.0486,32261,,
1505,Bowling Green,OH,41.3773,-83.65,32249,,
1506,Springfield,VA,38.7809,-77.1839,32222,,
1507,East Lake,FL,28.1205,-82.6868,32169,,
