city,state_id,latitude,longitude,population,station,distance
Lebanon,TN,36.204,-86.3481,38518,USC00405108,0.039192091
Pleasant Grove,UT,40.3716,-111.7412,38258,USC00426919,0.008609907
London,KY,37.1175,-84.0767,37714,USW00003849,0.029013419
Richmond West,FL,25.6105,-80.4297,37486,USC00087020,0.029307337
Cleburne,TX,32.357,-97.4152,37468,USC00411800,0.044148046
Oregon City,OR,45.3415,-122.5927,37339,USC00356334,0.018667887
Pahrump,NV,36.2411,-116.0176,37298,USC00265890,0.043747571
Rock Island,IL,41.4699,-90.5827,37176,USC00117391,0.051357667
Oakton,VA,38.8887,-77.3016,36997,USC00448737,0.012912142
Georgetown,KY,38.2249,-84.5482,36994,USC00153194,0.020819702
New Albany,IN,38.3089,-85.8234,36843,USC00154955,0.044443754
Benton,AR,34.5775,-92.5712,36820,USC00030582,0.031054146
Richfield,MN,44.8762,-93.2833,36354,USW00014922,0.052748666
Shawnee,OK,35.3529,-96.965,36067,USC00348124,0.020656137
Gillette,WY,44.2752,-105.4983,36032,USC00489580,0.414944963
Tooele,UT,40.5393,-112.3082,36015,USC00428771,0.014204577
Mount Pleasant,MI,43.5966,-84.7759,35694,USC00205662,0.012519585
Junction City,KS,39.0271,-96.8496,35677,USC00145306,0.067887554
Monroe,NC,35.0061,-80.5595,35540,USC00315771,0.044804018
Upper Arlington,OH,40.0272,-83.0704,35366,USC00331785,0.043450777
Plainfield,IN,39.6953,-86.3717,35287,USC00124260,0.091711286
Oildale,CA,35.4249,-119.0279,34763,USC00040444,0.023750789
Pullman,WA,46.734,-117.1669,34506,USC00456789,0.03244974
Nacogdoches,TX,31.6134,-94.6528,34420,USC00416177,0.010220078
Vestavia Hills,AL,33.4518,-86.7438,34413,USC00011225,0.028000179
Randolph,MA,42.1778,-71.0539,34362,USW00014753,0.069038323
Redmond,OR,44.2631,-121.1798,34240,USW00024230,0.039775621
Goshen,IN,41.5743,-85.8308,34217,USC00123418,0.054361107
Grass Valley,CA,39.2237,-121.0521,34196,USC00043573,0.025238265
Franklin,MA,42.0862,-71.4113,34087,USC00192997,0.007130919
Carlsbad,NM,32.4011,-104.2389,34031,USW00093033,0.070324932
Salisbury,NC,35.6656,-80.4909,33988,USC00317615,0.019992248
Laramie,WY,41.3099,-105.6085,33929,USC00485435,0.030188331
Cottonwood Heights,UT,40.6137,-111.8144,33843,USC00421759,0.031235877
Sonoma,CA,38.2902,-122.4598,33831,USC00048351,0.009507891
Beverly Hills,CA,34.0786,-118.4021,33792,USC00049152,0.041564047
Galesburg,IL,40.9506,-90.3763,33767,USC00113320,0.010204411
Warsaw,IN,41.2448,-85.8464,33708,USC00129240,0.028278083
Midlothian,TX,32.4668,-96.9892,33532,USC00415897,0.017980545
Newark,DE,39.6776,-75.7573,33515,USC00076410,0.014938276
Alabaster,AL,33.2198,-86.8225,33487,USW00053864,0.058105257
Greer,SC,34.9313,-82.2315,33373,USW00003870,0.031510102
Saratoga Springs,UT,40.3449,-111.9152,33282,USC00428973,0.023688816
Andover,MN,45.2571,-93.3265,33140,USC00210190,0.034001912
Ferry Pass,FL,30.5203,-87.1903,32376,USC00086999,0.012758875
Dania Beach,FL,26.0594,-80.1637,32271,USW00012849,0.019405757
Bowling Green,OH,41.3773,-83.65,32249,USC00330862,0.039330014
Smithfield,NC,35.5131,-78.3497,32156,USC00317994,0.006778466
Rome,NY,43.226,-75.4909,32148,USC00309248,0.072871737
Juneau,AK,58.4546,-134.1739,31974,USC00508584,0.535937879
Prairieville,LA,30.3151,-90.9571,31974,USC00162688,0.070996479
Martinsville,VA,36.6827,-79.8636,31871,USC00445300,0.022154553
Pueblo West,CO,38.3551,-104.7266,31849,USC00056765,0.095791386
Hopkinsville,KY,36.8386,-87.4776,31569,USC00153994,0.044435473
Sherwood,AR,34.8508,-92.2028,31436,USW00003952,0.058876905
Garner,NC,35.6934,-78.6196,31407,USC00313238,0.046991489
Key West,FL,24.5637,-81.7768,31401,USC00084571,0.015281207
Kahului,HI,20.8715,-156.4603,31336,USW00022516,0.030988337
Wheat Ridge,CO,39.7728,-105.1029,31324,USC00058995,0.014255525
Athens,AL,34.7847,-86.951,31187,USC00010390,0.009502105
Orcutt,CA,34.8668,-120.4269,31118,USW00023273,0.037142166
Rexburg,ID,43.8224,-111.792,30979,USC00107644,0.014375326
Burlingame,CA,37.586,-122.3669,30889,USW00023234,0.033644358
Aiken,SC,33.531,-81.7268,30869,USC00380072,0.035479853
Kerrville,TX,30.0398,-99.132,30623,USC00414782,0.040937635
Barstow,CA,34.8661,-117.0472,30605,USW00023161,0.260474844
Auburn,NY,42.9338,-76.5684,30507,USC00300321,0.023725514
Crown Point,IN,41.4141,-87.3457,30488,USC00121940,0.026220793
Orangeburg,SC,33.4928,-80.867,30365,USC00386527,0.008188406
North Tonawanda,NY,43.0457,-78.8659,30245,USC00306047,0.012371164
Long Branch,NJ,40.2965,-73.9915,30241,USC00284987,0.010040543
South Lake Tahoe,CA,38.9393,-119.9828,30188,USW00093230,0.043048848
Seguin,TX,29.5889,-97.9671,29992,USC00418187,0.037047267
Williston,ND,48.1814,-103.6364,29844,USC00329430,0.109944759
Garden City,KS,37.9754,-100.8529,29659,USC00142980,0.044434221
Texarkana,AR,33.4361,-93.996,29657,USW00013977,0.021590148
Aberdeen,WA,46.9757,-123.8094,29609,USC00450008,0.022047676
Winona,MN,44.0505,-91.6684,29601,USC00219072,0.03714862
Ukiah,CA,39.1463,-123.2105,29561,USC00049124,0.064482943
Golden Gate,FL,26.1844,-81.7031,29552,USC00086078,0.026800187
Sanford,ME,43.4244,-70.7573,29535,USC00177479,0.040170468
Hermiston,OR,45.8323,-119.2858,29512,USC00353818,0.039463527
Newberg,OR,45.3075,-122.9601,29225,USC00357127,0.046988084
Lewes,DE,38.7777,-75.1448,29187,USC00075320,0.014759743
Oak Ridge,TN,35.9639,-84.2938,29156,USW00003841,0.082024204
SeaTac,WA,47.4444,-122.2986,29044,USW00024233,0.015822304
Raytown,MO,38.9944,-94.4641,28991,USC00237064,0.026641321
Paragould,AR,36.0555,-90.5149,28986,USC00035563,0.027785248
Big Spring,TX,32.2387,-101.4802,28913,USC00410784,0.030125073
Morrisville,NC,35.8367,-78.8348,28846,USW00013722,0.076695531
Greenville,TX,33.1116,-96.1098,28827,USC00413734,0.05726657
Plattsburgh,NY,44.6951,-73.4563,28740,USC00306660,0.003373426
Wasco,CA,35.5938,-119.3671,28710,USC00049452,0.01578512
Belle Glade,FL,26.692,-80.6672,28665,USC00088368,0.223635865
Burton,MI,42.9974,-83.6175,28574,USC00201150,0.074628212
Geneva,NY,42.8644,-76.9827,28563,USC00303184,0.049526155
Burlington,IA,40.8072,-91.1247,28474,USC00131060,0.033518502
Burbank,IL,41.7444,-87.7686,28289,USC00111577,0.011447707
Lumberton,NC,34.6312,-79.0186,28279,USW00013776,0.046503128
Aberdeen,SD,45.4646,-98.468,28257,USC00390022,0.054665172
Benicia,CA,38.0725,-122.1525,28240,USC00049219,0.044041004
Sonora,CA,37.9819,-120.3828,28035,USC00048353,0.01534438
Wisconsin Rapids,WI,44.3927,-89.8265,27966,USC00479345,0.007803204
Sunbury,PA,40.8617,-76.7874,27921,USC00368668,0.008668333
New Smyrna Beach,FL,29.0249,-80.9651,27843,USC00087261,0.048413325
Glen Ellyn,IL,41.8667,-88.0629,27714,USC00113490,0.040398267
Isla Vista,CA,34.4144,-119.8581,27707,USW00023190,0.018378305
Cañon City,CO,38.443,-105.2203,27676,USC00051294,0.017681912
Bridgewater,MA,41.9728,-70.9749,27619,USC00190840,0.026035361
Statesville,NC,35.7842,-80.8714,27528,USC00318292,0.027365124
Gloversville,NY,43.0491,-74.3465,27512,USC00306062,0.17992026
Fremont,NE,41.4396,-96.4879,27456,USC00253050,0.023090258
Millville,NJ,39.3903,-75.0561,27391,USW00013735,0.032394248
Indiana,PA,40.622,-79.1552,27142,USC00364214,0.044210858
Windsor,CA,38.5417,-122.8086,27128,USW00023213,0.038086326
Dodge City,KS,37.761,-100.0183,27104,USW00013985,0.050166971
Waterville,ME,44.5441,-69.6624,27054,USC00179151,0.018837911
Norfolk,NE,42.0327,-97.4208,27032,USC00255997,0.064817436
Reisterstown,MD,39.4552,-76.8144,27007,USC00187580,0.050493762
Shelby,NC,35.2904,-81.5451,26973,USC00317845,0.033055827
Maryland Heights,MO,38.7189,-90.4749,26956,USC00237398,0.058960686
Xenia,OH,39.6828,-83.9414,26947,USC00339361,0.085809848
Mason City,IA,43.1487,-93.1998,26931,USC00135230,0.015021651
Kinston,NC,35.2748,-77.5936,26889,USC00314689,0.031196955
Searcy,AR,35.2418,-91.7351,26889,USC00036506,0.031876324
McDonough,GA,33.4399,-84.1509,26768,USC00095666,0.123004163
Marshalltown,IA,42.0341,-92.9067,26666,USC00135203,0.031426899
University Park,FL,25.7469,-80.3684,26620,USC00085667,0.017366635
Marquette,MI,46.544,-87.4082,26491,USW00014838,0.028756391
Sedalia,MO,38.7042,-93.2351,26473,USC00237632,0.031539816
Chanhassen,MN,44.8544,-93.5621,26389,USC00211448,0.005322593
Cabot,AR,34.9768,-92.0274,26352,USC00031102,0.021587033
Snoqualmie,WA,47.5293,-121.8412,26289,USC00457773,0.013038788
Muscatine,IA,41.4196,-91.068,26168,USC00135844,0.056069421
Boone,NC,36.2111,-81.6668,26146,USC00310982,0.021360978
Moscow,ID,46.7307,-116.9986,26145,USC00106152,0.042984881
Northport,AL,33.2589,-87.5984,26115,USC00018385,0.049433592
Twentynine Palms,CA,34.1478,-116.0659,26073,USC00049099,0.035114669
Paris,TX,33.6688,-95.546,26010,USC00416794,0.013788401
Superior,WI,46.6941,-92.0823,25977,USC00478349,0.034474628
West Odessa,TX,31.8388,-102.4996,25962,USC00416510,0.057020172
Rock Springs,WY,41.5951,-109.2238,25913,USC00487847,0.023402961
Woodstock,IL,42.3096,-88.4352,25786,USC00119480,0.109794444
Owatonna,MN,44.0914,-93.2304,25704,USC00216287,0.006356099
Austin,MN,43.6718,-92.9783,25626,USC00210355,0.018141665
Franklin,IN,39.4938,-86.0546,25608,USC00123093,0.019015783
Tarpon Springs,FL,28.1493,-82.7623,25577,USC00088824,0.008997361
San Lorenzo,CA,37.6737,-122.1349,25569,USW00093228,0.020224075
Sevierville,TN,35.8873,-83.5677,25557,USC00408179,0.052207758
Forest Grove,OR,45.5244,-123.1101,25553,USC00352997,0.007605919
South Portland,ME,43.631,-70.2895,25532,USW00014764,0.018809001
Ruskin,FL,27.7065,-82.4209,25530,USC00088782,0.020014815
Canyon Lake,TX,29.8761,-98.2611,25325,USC00413156,0.098576721
Kingsville,TX,27.5094,-97.8611,25315,USC00414810,0.024512242
Edwardsville,IL,38.7923,-89.9877,25233,USC00112679,0.023196625
Elk River,MN,45.3314,-93.567,25213,USC00212500,0.031454299
Rosemount,MN,44.7465,-93.0662,25207,USC00217107,0.043545623
Fountain Hills,AZ,33.6073,-111.7398,25200,USC00023190,0.027191911
Belvidere,IL,42.2544,-88.8649,25143,USC00110583,0.001088118
Scottsbluff,NE,41.8684,-103.6616,25114,USC00257667,0.0222623
Yucca Valley,CA,34.1234,-116.4216,25042,USC00049888,0.034229958
Clayton,NC,35.6591,-78.4499,24887,USC00311817,0.057307097
Brookings,SD,44.3022,-96.7859,24887,USC00391076,0.028620211
Wyandotte,MI,42.2113,-83.1558,24859,USC00209110,0.007376964
Palm City,FL,27.1736,-80.2861,24840,USC00087304,0.077516256
Ontario,OR,44.0259,-116.9759,24704,USW00024162,0.034230707
Ardmore,OK,34.1944,-97.1253,24698,USC00340313,0.039655643
Hastings,NE,40.5963,-98.3914,24692,USC00253660,0.051410602
Burlington,WI,42.6746,-88.2723,24691,USC00471205,0.029814174
Norton Shores,MI,43.1621,-86.2519,24664,USW00014840,0.017540884
Emporia,KS,38.4028,-96.1924,24598,USC00142548,0.037476926
West Memphis,AR,35.1531,-90.1995,24402,USC00037712,0.034531435
Ellensburg,WA,46.9994,-120.5477,24377,USC00452505,0.031166168
San Fernando,CA,34.2886,-118.4363,24322,USC00046602,0.054279646
Ponca City,OK,36.7235,-97.0679,24274,USW00013969,0.036951396
Faribault,MN,44.2985,-93.2786,24250,USC00212721,0.016530275
Lincolnton,NC,35.4747,-81.2385,24229,USC00314997,0.041737872
North Platte,NE,41.1266,-100.764,24098,USC00256075,0.07121271
Freeport,IL,42.2893,-89.6347,24092,USC00113262,0.031893887
Tumwater,WA,46.989,-122.9173,24024,USW00024227,0.019667257
Corsicana,TX,32.0824,-96.4665,23906,USC00412019,0.044855546
Dunkirk,NY,42.4803,-79.3323,23874,USC00302197,0.008616153
Coronado,CA,32.664,-117.16,23731,USC00047741,0.124040718
Greeneville,TN,36.168,-82.8197,23683,USC00403679,0.066820431
Half Moon Bay,CA,37.4688,-122.4383,23653,USC00043714,0.006220129
Jacksonville Beach,FL,30.2782,-81.4045,23628,USC00084366,0.015024314
Seymour,IN,38.9476,-85.891,23598,USC00127935,0.015089082
Madisonville,KY,37.3408,-87.5034,23580,USC00155067,0.021472075
Romulus,MI,42.2237,-83.366,23573,USW00094847,0.035574556
Benbrook,TX,32.6787,-97.4638,23502,USC00410691,0.037006081
Watertown,WI,43.1893,-88.7285,23479,USC00478919,0.016973877
Montrose,CO,38.469,-107.859,23478,USC00055722,0.026196374
Columbus,NE,41.4368,-97.3563,23468,USC00251825,0.039331412
Plainview,TX,34.1911,-101.7234,23424,USC00417081,0.023659248
Auburn,ME,44.085,-70.2492,23414,USC00178817,0.197320678
Lisle,IL,41.7918,-88.0888,23270,USC00115097,0.026382191
Dickinson,ND,46.8917,-102.7924,23133,USC00322188,0.013243867
Oxford,OH,39.5061,-84.7434,23113,USC00336375,0.024909837
Farmington,MN,44.6573,-93.1688,23091,USC00212737,0.011036036
Hastings,MN,44.7318,-92.8538,23047,USC00213567,0.031724123
Greenfield,IN,39.7936,-85.7737,23006,USC00123527,0.014818907
Gallup,NM,35.5183,-108.7423,22917,USC00293428,0.040430805
Crystal,MN,45.0377,-93.3599,22899,USW00094960,0.026061452
Belton,TX,31.0525,-97.479,22885,USC00418646,0.05161957
Marshall,TX,32.537,-94.3515,22831,USC00415618,0.052912428
Acworth,GA,34.0566,-84.6715,22818,USC00092485,0.098644868
Keene,NH,42.9494,-72.2997,22786,USC00278539,0.049028666
Mandan,ND,46.829,-100.887,22752,USC00325479,0.027946019
Pittsburg,KS,37.4129,-94.6984,22711,USC00146414,0.023082749
Elizabeth City,NC,36.2943,-76.2361,22711,USC00312719,0.034659775
Greenfield,MA,42.614,-72.5985,22703,USC00193229,0.042111875
Fairhope,AL,30.5217,-87.8815,22677,USC00012813,0.025112746
Waynesboro,VA,38.0674,-78.9014,22630,USC00448941,0.029339393
Corcoran,CA,36.0839,-119.561,22581,USC00042012,0.024767923
Hopewell,VA,37.2915,-77.2985,22529,USC00444101,0.022367163
Christiansburg,VA,37.1411,-80.4028,22473,USC00441692,0.013309395
Duncan,OK,34.5424,-97.919,22344,USC00342660,0.057564746
Sequim,WA,48.0746,-123.0944,22304,USC00457544,0.032319035
Watertown,SD,44.9094,-97.1531,22174,USW00014946,0.006022898
Lebanon,OR,44.5317,-122.9071,22160,USC00354819,0.005885576
Arvin,CA,35.1944,-118.8306,22155,USC00040332,0.016967322
Shelbyville,TN,35.4987,-86.4516,22101,USC00408246,0.026698322
Naples,FL,26.1504,-81.7936,22088,USW00012897,0.019019674
Piqua,OH,40.1505,-84.2441,21936,USC00336650,0.021689859
Lakeside,CA,32.856,-116.904,21917,USC00044710,0.009604686
Golden Valley,MN,44.9901,-93.3591,21886,USC00215838,0.028284625
Shafter,CA,35.4794,-119.2013,21734,USC00048122,0.055978031
Katy,TX,29.7904,-95.8353,21729,USC00414704,0.01976082
Brownwood,TX,31.7127,-98.9767,21729,USC00411138,0.038802156
Jacksonville,IL,39.7292,-90.2318,21685,USC00114442,0.034327394
La Porte,IN,41.6077,-86.7136,21569,USC00124837,0.016565627
New Castle,IN,39.919,-85.3697,21555,USC00126164,0.035642671
Biddeford,ME,43.4674,-70.4512,21504,USC00174193,0.108488986
Hays,KS,38.8815,-99.3218,21421,USC00143527,0.026840455
Ramona,CA,33.0474,-116.8767,21323,USC00043914,0.222076856
Owosso,MI,42.9955,-84.176,21315,USC00206300,0.020984756
Ashland,OR,42.1905,-122.6992,21281,USC00354060,0.320147669
Marietta,OH,39.4241,-81.4465,21267,USC00334927,0.020545559
Battle Ground,WA,45.7765,-122.5413,21252,USC00450482,0.013612494
Stephenville,TX,32.2148,-98.2205,21247,USW00003969,0.145147937
Oxford,AL,33.5967,-85.8687,21225,USW00013871,0.021743627
Park Forest,IL,41.4817,-87.6868,21210,USC00116616,0.014579438
Alexandria,MN,45.8777,-95.3766,21204,USW00014910,0.019907491
Fort Atkinson,WI,42.9253,-88.8441,21196,USC00472869,0.025059308
Hazel Dell,WA,45.6797,-122.6553,21196,USC00458773,0.004701064
Carrboro,NC,35.926,-79.0878,21190,USC00311677,0.019321491
Bardstown,KY,37.8174,-85.4548,21184,USC00150397,0.070128525
East Ridge,TN,34.9973,-85.2284,21182,USW00013882,0.045874056
Elko,NV,40.8387,-115.7674,21179,USW00024121,0.023970918
Sun Valley,NV,39.6106,-119.7765,21159,USC00266791,0.046412283
Sidney,OH,40.2891,-84.1667,21148,USC00337693,0.024534873
Rolla,MO,37.9458,-91.7608,21059,USC00237263,0.018867167
Shelbyville,IN,39.535,-85.7792,21028,USC00127999,0.013967104
Cornelia,GA,34.517,-83.531,20913,USC00092283,0.002640076
Murray,KY,36.6146,-88.3206,20776,USC00155694,0.01959503
Olean,NY,42.0819,-78.4321,20755,USC00306196,0.021338463
Clifton,CO,39.0763,-108.4606,20748,USC00053489,0.034573111
South Milwaukee,WI,42.912,-87.8627,20696,USC00477964,0.017090363
Gardner,MA,42.5845,-71.9867,20683,USC00190408,0.161730919
Norwalk,OH,41.2443,-82.6088,20629,USC00336118,0.023714
Logansport,IN,40.7472,-86.3519,20608,USC00125117,0.035803491
Lynn Haven,FL,30.2337,-85.637,20525,USC00086842,0.028096441
Willmar,MN,45.122,-95.0569,20510,USC00219001,0.068121215
Alice,TX,27.7556,-98.0653,20510,USW00012932,0.042692587
Ozark,MO,37.0361,-93.2155,20482,USC00236452,0.024774584
American Canyon,CA,38.1796,-122.2583,20475,USW00093227,0.035598625
The Dalles,OR,45.6053,-121.1818,20442,USC00358407,0.022955827
Barre,VT,44.1997,-72.5083,20421,USC00436391,0.120407516
Amherst Center,MA,42.3757,-72.5188,20409,USC00194154,0.071976732
Newton,KS,38.0368,-97.3451,20361,USC00145744,0.017050293
Poplar Bluff,MO,36.7632,-90.4136,20359,USC00236791,0.009790812
Shelton,WA,47.2186,-123.112,20264,USW00094227,0.035514973
Henderson,NC,36.3259,-78.4155,20238,USC00313971,0.047499474
Durango,CO,37.2659,-107.8782,20203,USC00053016,0.17670099
Howard,WI,44.5703,-88.092,20177,USC00473271,0.037779492
Ypsilanti,MI,42.2437,-83.6205,20171,USC00200230,0.069547351
Bartow,FL,27.8868,-81.8213,20147,USC00080478,0.011233098
Ashland,KY,38.4592,-82.6449,20146,USC00150254,0.03238563
Charleston,IL,39.4842,-88.1781,20117,USC00111436,0.015179262
Germantown,WI,43.2343,-88.1217,20116,USC00473058,0.004612006
Escanaba,MI,45.7477,-87.09,20094,USW00014824,0.049553708
Sulphur,LA,30.2286,-93.3565,20065,USC00168831,0.015275143
Harrison,NJ,40.7431,-74.1531,20061,USC00283704,0.00511957
Middleton,WI,43.1065,-89.5058,20034,USC00475471,0.024216961
Safford,AZ,32.8317,-109.7005,19987,USC00027390,0.025825956
El Reno,OK,35.543,-97.966,19965,USC00342825,0.070591508
Greenwood,MS,33.5126,-90.1993,19961,USW00013978,0.11106942
West St. Paul,MN,44.9018,-93.0858,19961,USW00014927,0.042767923
Helena,AL,33.2845,-86.8756,19925,USC00013781,0.043671044
Vernal,UT,40.4517,-109.5379,19893,USC00429111,0.011930101
Laurinburg,NC,34.7597,-79.4781,19889,USC00314860,0.015164511
Monroe,WA,47.8595,-121.9852,19776,USC00455525,0.017003823
Selma,AL,32.4166,-87.0336,19775,USC00017366,0.02
Brockport,NY,43.2137,-77.9404,19764,USC00300937,0.012709839
Rockport,TX,28.029,-97.0722,19743,USC00417704,0.019331322
Mesquite,NV,36.8035,-114.1325,19726,USC00261327,0.034777327
Front Royal,VA,38.926,-78.1838,19719,USC00443229,0.022264995
La Crescenta-Montrose,CA,34.2322,-118.2353,19689,USC00040798,0.078174089
Blythe,CA,33.622,-114.6188,19682,USC00040924,0.023361721
Stillwater,MN,45.0573,-92.8313,19627,USC00218039,0.024001042
Eloy,AZ,32.747,-111.5991,19625,USC00027187,0.072359381
Brigham City,UT,41.5034,-112.0454,19601,USC00420928,0.020857636
Brainerd,MN,46.3553,-94.1982,19583,USC00210939,0.015879547
Rio Rico,AZ,31.4957,-110.9886,19581,USC00025924,0.045259806
Tullahoma,TN,35.3721,-86.2173,19555,USC00409157,0.060938268
Vincennes,IN,38.676,-87.5102,19498,USC00129112,0.04707186
Abbeville,LA,29.975,-92.1265,19470,USC00165296,0.204870618
Syosset,NY,40.8156,-73.502,19453,USC00308577,0.012705904
Laconia,NH,43.5724,-71.4775,19371,USC00274480,0.026617122
Altamont,OR,42.1981,-121.7249,19341,USC00354501,0.003244996
Sheridan,WY,44.7962,-106.9643,19320,USC00488160,0.13356081
Durant,OK,33.9957,-96.3938,19315,USC00342680,0.104939316
Corning,NY,42.147,-77.0561,19296,USC00301787,0.018314202
Liberal,KS,37.0466,-100.9295,19174,USC00144695,0.027518176
Red Bluff,CA,40.1735,-122.2413,19039,USW00024216,0.025495098
Troy,AL,31.8021,-85.9665,18957,USC00018323,0.007851751
Lexington,NC,35.8017,-80.2682,18933,USC00314970,0.044742267
Whitehall,OH,39.9682,-82.8833,18926,USW00014821,0.023338023
McAlester,OK,34.9262,-95.7698,18896,USW00093950,0.045375065
Central Point,OR,42.3765,-122.911,18848,USW00024225,0.034011782
Coldwater,MI,41.9465,-84.9989,18832,USC00201675,0.01695435
Cimarron Hills,CO,38.8597,-104.6995,18727,USC00051786,0.089735684
Marinette,WI,45.087,-87.6328,18671,USC00475091,0.014568692
Bay City,TX,28.9838,-95.9601,18661,USC00410569,0.015331014
Ansonia,CT,41.3443,-73.0689,18654,USC00060128,0.023331149
Moultrie,GA,31.1591,-83.7708,18602,USC00096087,0.028066528
Winthrop,MA,42.3751,-70.9847,18544,USW00014739,0.028958995
Defiance,OH,41.281,-84.3661,18460,USW00004851,0.082981022
Altus,OK,34.6566,-99.3051,18418,USC00340180,0.07684634
Brook Park,OH,41.4036,-81.8219,18382,USW00014820,0.030081996
Sunnyside,WA,46.3158,-120.0059,18352,USC00458211,0.037170418
Ronkonkoma,NY,40.804,-73.1258,18309,USW00004781,0.02603329
Newburyport,MA,42.8124,-70.8878,18289,USC00195285,0.03368978
Springfield,TN,36.4943,-86.8709,18241,USC00408562,0.037513331
Boerne,TX,29.7844,-98.7289,18232,USC00418358,0.168726967
Lake Placid,FL,27.2977,-81.3715,18227,USC00080236,0.117635581
Maumelle,AR,34.8522,-92.4,18199,USC00034625,0.058821085
Menomonie,WI,44.8893,-91.9084,18159,USC00475335,0.03176476
Rutland,VT,43.6091,-72.9782,18131,USC00436995,0.016200309
Imperial,CA,32.839,-115.5719,18120,USC00044223,0.011141364
Madison,IN,38.7581,-85.3974,18109,USC00125237,0.021455302
Alton,TX,26.2884,-98.3098,18105,USC00414911,0.037420048
Beeville,TX,28.4059,-97.7494,18068,USC00410639,0.067360597
North Wilkesboro,NC,36.1728,-81.139,18066,USC00316256,0.017151093
Bensenville,IL,41.9593,-87.9433,18044,USW00094846,0.011692412
Beaver Dam,WI,43.469,-88.8308,18041,USC00478540,0.051747615
Mattoon,IL,39.4775,-88.3624,18016,USC00115430,0.008575547
