city,state_id,state_name,latitude,longitude,population
Draper,UT,Utah,40.4957,-111.8605,48587
Palm Springs,CA,California,33.8017,-116.5382,48518
Paducah,KY,Kentucky,37.0711,-88.6436,48481
Findlay,OH,Ohio,41.0467,-83.6379,48469
University,FL,Florida,28.0771,-82.4335,48436
Bel Air South,MD,Maryland,39.5051,-76.3197,48425
Antelope,CA,California,38.7153,-121.361,48398
Kyle,TX,Texas,29.9937,-97.8859,48393
Monroe,MI,Michigan,41.9154,-83.385,48317
Lincoln,CA,California,38.8759,-121.2916,48275
Ocoee,FL,Florida,28.5787,-81.5338,48263
Burleson,TX,Texas,32.517,-97.3343,48225
La Mirada,CA,California,33.9025,-118.0093,48183
Farmers Branch,TX,Texas,32.9272,-96.8804,48158
East Lansing,MI,Michigan,42.748,-84.4835,48145
Uniontown,PA,Pennsylvania,39.8994,-79.7244,48137
Jeffersonville,IN,Indiana,38.3376,-85.7026,48126
Winder,GA,Georgia,33.9917,-83.7218,48125
Wauwatosa,WI,Wisconsin,43.0615,-88.0347,48118
Littleton,CO,Colorado,39.5915,-105.0188,48065
Cumberland,MD,Maryland,39.6515,-78.7585,47980
Cedar Hill,TX,Texas,32.581,-96.9591,47930
Carrollton,GA,Georgia,33.5817,-85.0837,47920
Rancho Santa Margarita,CA,California,33.6318,-117.5989,47896
Beavercreek,OH,Ohio,39.731,-84.0624,47741
Niagara Falls,NY,New York,43.0921,-79.0147,47720
McLean,VA,Virginia,38.9436,-77.1943,47682
North Highlands,CA,California,38.6713,-121.3721,47661
East Providence,RI,Rhode Island,41.8065,-71.3565,47618
Florin,CA,California,38.4832,-121.4042,47555
East Honolulu,HI,Hawaii,21.2975,-157.7211,47540
Chesterfield,MO,Missouri,38.6588,-90.5804,47538
Covina,CA,California,34.0903,-117.8817,47450
Bothell,WA,Washington,47.7735,-122.2044,47415
Glenview,IL,Illinois,42.0825,-87.8216,47308
Mentor,OH,Ohio,41.6895,-81.3361,47262
Keller,TX,Texas,32.9337,-97.2255,47213
Danville,IL,Illinois,40.1423,-87.6114,47059
Spring Hill,TN,Tennessee,35.7438,-86.9116,47042
Roseville,MI,Michigan,42.5074,-82.9369,47018
Elmhurst,IL,Illinois,41.8973,-87.9432,46746
New Philadelphia,OH,Ohio,40.486,-81.4402,46698
Sandusky,OH,Ohio,41.4437,-82.7149,46655
El Dorado Hills,CA,California,38.675,-121.049,46593
Salina,KS,Kansas,38.8137,-97.6143,46550
Euclid,OH,Ohio,41.5904,-81.5188,46550
Kingman,AZ,Arizona,35.217,-114.0105,46524
Everett,MA,Massachusetts,42.4064,-71.0545,46451
Farmington,MO,Missouri,37.7821,-90.4288,46331
Weatherford,TX,Texas,32.7536,-97.7723,46268
Middletown,CT,Connecticut,41.5476,-72.6549,46258
Roseburg,OR,Oregon,43.2232,-123.3518,46228
Biloxi,MS,Mississippi,30.4422,-88.9512,46212
Leavenworth,KS,Kansas,39.3239,-94.924,46192
Fort Pierce,FL,Florida,27.4256,-80.3431,46103
Winter Garden,FL,Florida,28.5421,-81.5966,46051
Oro Valley,AZ,Arizona,32.4208,-110.9768,46044
Morgan Hill,CA,California,37.1326,-121.6417,45952
Potomac,MD,Maryland,39.0141,-77.1943,45940
Pinehurst,NC,North Carolina,35.1922,-79.4684,45935
Danville,VA,Virginia,36.5831,-79.4087,45890
Rockwall,TX,Texas,32.9169,-96.4377,45888
Coachella,CA,California,33.6905,-116.143,45743
Wake Forest,NC,North Carolina,35.9629,-78.5141,45629
Pearl City,HI,Hawaii,21.4031,-157.9566,45605
Tupelo,MS,Mississippi,34.2692,-88.7318,45466
Attleboro,MA,Massachusetts,41.9311,-71.295,45237
Pine Bluff,AR,Arkansas,34.2116,-92.0178,45204
Oakland Park,FL,Florida,26.178,-80.1528,45202
Marion,OH,Ohio,40.5933,-83.1237,45181
Hilo,HI,Hawaii,19.6886,-155.0864,45056
Lufkin,TX,Texas,31.3217,-94.7277,44867
Altadena,CA,California,34.1928,-118.1345,44850
Manitowoc,WI,Wisconsin,44.0991,-87.6811,44770
Lake Ridge,VA,Virginia,38.6843,-77.3059,44716
Selma,CA,California,36.5715,-119.6143,44703
Strongsville,OH,Ohio,41.3128,-81.8313,44660
Danville,CA,California,37.8121,-121.9698,44510
Quincy,IL,Illinois,39.9335,-91.3799,44466
Lancaster,OH,Ohio,39.7249,-82.6049,44447
Riverton,UT,Utah,40.5177,-111.9635,44440
The Colony,TX,Texas,33.0925,-96.8977,44438
Urbandale,IA,Iowa,41.639,-93.7813,44379
Plainfield,IL,Illinois,41.6206,-88.2252,44308
Lombard,IL,Illinois,41.8742,-88.0157,44303
Prescott,AZ,Arizona,34.585,-112.4475,44299
North Lauderdale,FL,Florida,26.2113,-80.2209,44262
Eureka,CA,California,40.7942,-124.1568,44236
Hackensack,NJ,New Jersey,40.889,-74.0461,44188
Sayreville,NJ,New Jersey,40.4656,-74.3237,44173
Altamonte Springs,FL,Florida,28.6615,-81.3953,44143
Del Rio,TX,Texas,29.3708,-100.88,44121
Cleveland Heights,OH,Ohio,41.5112,-81.5636,43992
Bountiful,UT,Utah,40.8722,-111.8647,43981
Desert Hot Springs,CA,California,33.9551,-116.543,43914
Peachtree Corners,GA,Georgia,33.967,-84.2319,43905
Haltom City,TX,Texas,32.8176,-97.2707,43874
Ormond Beach,FL,Florida,29.296,-81.1003,43759
Cutler Bay,FL,Florida,25.5765,-80.3356,43718
Trujillo Alto,PR,Puerto Rico,18.3601,-66.0103,43703
Adrian,MI,Michigan,41.8994,-84.0446,43689
Goose Creek,SC,South Carolina,32.9925,-80.0054,43665
Moorhead,MN,Minnesota,46.8673,-96.7461,43652
Westfield,IN,Indiana,40.0333,-86.1532,43649
Concord,NH,New Hampshire,43.2305,-71.5595,43627
Annandale,VA,Virginia,38.8324,-77.196,43295
Rohnert Park,CA,California,38.348,-122.6964,43291
Brea,CA,California,33.9254,-117.8656,43255
Klamath Falls,OR,Oregon,42.2191,-121.7754,43246
Salem,MA,Massachusetts,42.5129,-70.902,43226
Channelview,TX,Texas,29.7914,-95.1145,43055
North Miami Beach,FL,Florida,25.9302,-80.166,43041
Whitney,NV,Nevada,36.1005,-115.038,42973
Freeport,NY,New York,40.6515,-73.585,42956
Centralia,WA,Washington,46.7226,-122.9696,42922
Gallatin,TN,Tennessee,36.3782,-86.4696,42918
Stevens Point,WI,Wisconsin,44.5241,-89.5508,42837
San Bruno,CA,California,37.6254,-122.4313,42807
Burke,VA,Virginia,38.7773,-77.2633,42806
Brentwood,TN,Tennessee,35.9918,-86.7758,42783
North Fort Myers,FL,Florida,26.7243,-81.8491,42770
Hicksville,NY,New York,40.7637,-73.5245,42709
West Babylon,NY,New York,40.7112,-73.3567,42665
Edmonds,WA,Washington,47.8115,-122.3533,42605
Apache Junction,AZ,Arizona,33.3985,-111.5351,42571
Fairfield,OH,Ohio,39.3301,-84.5409,42558
Oakley,CA,California,37.9929,-121.6951,42543
Hutchinson,KS,Kansas,38.0671,-97.9081,42531
Greenwood,SC,South Carolina,34.1945,-82.1542,42429
Richmond,IN,Indiana,39.8318,-84.8905,42373
Linden,NJ,New Jersey,40.6251,-74.2381,42361
Puyallup,WA,Washington,47.1794,-122.2902,42361
Huntsville,TX,Texas,30.705,-95.5544,42241
Urbana,IL,Illinois,40.1106,-88.1972,42214
Beverly,MA,Massachusetts,42.5681,-70.8627,42174
Clovis,NM,New Mexico,34.4376,-103.1923,42168
Statesboro,GA,Georgia,32.4376,-81.775,42102
Hobbs,NM,New Mexico,32.7282,-103.16,42095
McMinnville,OR,Oregon,45.211,-123.1918,42062
Schertz,TX,Texas,29.5649,-98.2537,42042
Bell Gardens,CA,California,33.9663,-118.155,42012
Oviedo,FL,Florida,28.658,-81.1872,41860
Odenton,MD,Maryland,39.0661,-76.6939,41846
Grove City,OH,Ohio,39.8659,-83.0694,41820
Campbell,CA,California,37.2802,-121.9538,41793
Wentzville,MO,Missouri,38.8152,-90.8667,41784
Woonsocket,RI,Rhode Island,42.001,-71.4993,41751
La Quinta,CA,California,33.6536,-116.2785,41748
Weslaco,TX,Texas,26.1648,-97.9898,41629
Zanesville,OH,Ohio,39.9565,-82.0132,41589
Newnan,GA,Georgia,33.3766,-84.7761,41581
Shakopee,MN,Minnesota,44.7744,-93.4764,41570
Brighton,CO,Colorado,39.9716,-104.7964,41554
Catonsville,MD,Maryland,39.2646,-76.7424,41547
Rancho Palos Verdes,CA,California,33.7554,-118.3637,41530
Mableton,GA,Georgia,33.8132,-84.5656,41487
Coppell,TX,Texas,32.9638,-96.9905,41421
Linton Hall,VA,Virginia,38.7551,-77.575,41386
Moline,IL,Illinois,41.4821,-90.4921,41356
Delaware,OH,Ohio,40.2866,-83.0747,41283
Westfield,MA,Massachusetts,42.1382,-72.7561,41204
Shelton,CT,Connecticut,41.306,-73.1383,41129
Greenacres,FL,Florida,26.6272,-80.1371,41117
Westerville,OH,Ohio,40.1241,-82.9209,41103
Manassas,VA,Virginia,38.7479,-77.4839,41085
Kearny,NJ,New Jersey,40.7528,-74.1202,41058
Los Banos,CA,California,37.063,-120.8406,41036
Richmond,KY,Kentucky,37.7306,-84.2926,40972
Spanish Fork,UT,Utah,40.1101,-111.6406,40913
Belleville,IL,Illinois,38.5165,-89.99,40897
Maplewood,MN,Minnesota,44.9842,-93.0247,40885
Wilkes-Barre,PA,Pennsylvania,41.2468,-75.8759,40766
Pottsville,PA,Pennsylvania,40.6798,-76.2092,40685
Columbia,TN,Tennessee,35.6235,-87.0486,40663
Bartlett,IL,Illinois,41.9803,-88.2069,40647
Bluefield,WV,West Virginia,37.2608,-81.2143,40640
Fitchburg,MA,Massachusetts,42.5912,-71.8156,40638
Marion,IN,Indiana,40.5496,-85.66,40588
Cedar Falls,IA,Iowa,42.5195,-92.4534,40536
Buffalo Grove,IL,Illinois,42.1673,-87.9616,40494
Jamestown,NY,New York,42.0975,-79.2366,40493
Woodlawn,MD,Maryland,39.3054,-76.7489,40469
Clarksburg,WV,West Virginia,39.2863,-80.323,40403
Royal Palm Beach,FL,Florida,26.7038,-80.2241,40396
Marion,IA,Iowa,42.045,-91.5846,40359
Covington,KY,Kentucky,39.0334,-84.5166,40341
Coram,NY,New York,40.8813,-73.0059,40311
Friendswood,TX,Texas,29.5111,-95.1979,40290
Indian Trail,NC,North Carolina,35.0698,-80.6457,40252
Woburn,MA,Massachusetts,42.4869,-71.1543,40228
The Acreage,FL,Florida,26.7741,-80.2779,40177
Holyoke,MA,Massachusetts,42.2125,-72.6411,40117
Montclair,CA,California,34.0714,-117.698,40083
South Valley,NM,New Mexico,35.0092,-106.6819,40080
Torrington,CT,Connecticut,41.8349,-73.1281,40003
Cedar City,UT,Utah,37.6834,-113.0956,39995
San Gabriel,CA,California,34.0948,-118.099,39899
Hallandale Beach,FL,Florida,25.9854,-80.1423,39847
Crystal Lake,IL,Illinois,42.2333,-88.3351,39829
Calexico,CA,California,32.6849,-115.4944,39825
Lake Oswego,OR,Oregon,45.413,-122.7003,39822
Amherst,MA,Massachusetts,42.3645,-72.5069,39814
Muskogee,OK,Oklahoma,35.7431,-95.3568,39789
Romeoville,IL,Illinois,41.6318,-88.0996,39746
Plant City,FL,Florida,28.014,-82.1201,39744
Keizer,OR,Oregon,45.0029,-123.0241,39713
New Berlin,WI,Wisconsin,42.9726,-88.1291,39691
Chelsea,MA,Massachusetts,42.3959,-71.0325,39690
La Puente,CA,California,34.0323,-117.9533,39614
Roy,UT,Utah,41.1715,-112.0485,39613
Security-Widefield,CO,Colorado,38.7489,-104.7142,39612
Marlborough,MA,Massachusetts,42.3494,-71.5468,39597
Milton,GA,Georgia,34.1353,-84.3138,39587
Issaquah,WA,Washington,47.544,-122.0471,39509
Waipahu,HI,Hawaii,21.3858,-158.0103,39469
Essex,MD,Maryland,39.3024,-76.4457,39437
Bartlesville,OK,Oklahoma,36.7357,-95.9453,39301
Lancaster,TX,Texas,32.5922,-96.7737,39228
Streamwood,IL,Illinois,42.0209,-88.1778,39228
Germantown,TN,Tennessee,35.0829,-89.7825,39225
Annapolis,MD,Maryland,38.9706,-76.5047,39223
Carol Stream,IL,Illinois,41.9182,-88.1308,39203
Asheboro,NC,North Carolina,35.7158,-79.8129,39192
Culver City,CA,California,34.0058,-118.3968,39185
Kalispell,MT,Montana,48.2156,-114.3262,39182
Arecibo,PR,Puerto Rico,18.4491,-66.7387,39176
Lynnwood,WA,Washington,47.8284,-122.3033,39141
Mooresville,NC,North Carolina,35.5849,-80.8265,39132
Brookfield,WI,Wisconsin,43.064,-88.1231,39115
Crestview,FL,Florida,30.748,-86.5784,39072
Horizon West,FL,Florida,28.4417,-81.6145,39065
Clinton,MD,Maryland,38.7499,-76.9063,39018
Moses Lake,WA,Washington,47.128,-119.2761,39002
New Castle,PA,Pennsylvania,40.9956,-80.3459,38930
Olive Branch,MS,Mississippi,34.961,-89.8469,38924
Enterprise,AL,Alabama,31.3276,-85.8459,38914
Sun City,AZ,Arizona,33.6165,-112.2819,38877
Frankfort,KY,Kentucky,38.1924,-84.8643,38852
Northglenn,CO,Colorado,39.9108,-104.9783,38819
Warren,OH,Ohio,41.239,-80.8174,38752
Duncanville,TX,Texas,32.646,-96.9127,38751
Hurst,TX,Texas,32.8353,-97.1808,38655
Clermont,FL,Florida,28.5402,-81.7259,38654
Wheeling,IL,Illinois,42.1308,-87.924,38646
Fort Lee,NJ,New Jersey,40.8509,-73.9712,38605
Pacifica,CA,California,37.6112,-122.4781,38546
Lake Worth,FL,Florida,26.6196,-80.0591,38526
Lebanon,TN,Tennessee,36.204,-86.3481,38518
Kendall West,FL,Florida,25.7065,-80.4388,38433
Land O' Lakes,FL,Florida,28.2075,-82.4476,38410
Eagle Mountain,UT,Utah,40.3137,-112.0114,38391
Reynoldsburg,OH,Ohio,39.9587,-82.7944,38327
Oxford,MS,Mississippi,34.3627,-89.5336,38310
Rosenberg,TX,Texas,29.546,-95.822,38307
Martinez,CA,California,37.9985,-122.116,38297
Pleasant Grove,UT,Utah,40.3716,-111.7412,38258
La Presa,CA,California,32.711,-117.0027,38227
Severna Park,MD,Maryland,39.087,-76.5687,38188
Huber Heights,OH,Ohio,39.8595,-84.113,38154
Stanton,CA,California,33.8002,-117.9935,38139
East Meadow,NY,New York,40.7197,-73.5604,38029
Menomonee Falls,WI,Wisconsin,43.1487,-88.1227,38014
Granbury,TX,Texas,32.4484,-97.7685,37996
Waxahachie,TX,Texas,32.4032,-96.8444,37988
Valrico,FL,Florida,27.9193,-82.2293,37980
Mission Bend,TX,Texas,29.6948,-95.6657,37979
Holly Springs,NC,North Carolina,35.653,-78.8397,37812
Butler,PA,Pennsylvania,40.8616,-79.8962,37796
Albertville,AL,Alabama,34.2634,-86.2107,37775
London,KY,Kentucky,37.1175,-84.0767,37714
Egypt Lake-Leto,FL,Florida,28.0177,-82.5062,37704
Cottage Grove,MN,Minnesota,44.8161,-92.9274,37604
Kailua,HI,Hawaii,21.392,-157.7396,37586
St. Marys,GA,Georgia,30.7567,-81.5722,37556
Mechanicsville,VA,Virginia,37.6262,-77.3561,37496
Richmond West,FL,Florida,25.6105,-80.4297,37486
Cleburne,TX,Texas,32.357,-97.4152,37468
Valley Stream,NY,New York,40.6647,-73.7044,37431
Hanover Park,IL,Illinois,41.9819,-88.1447,37426
Oswego,NY,New York,43.4516,-76.5005,37420
Navarre,FL,Florida,30.4174,-86.8907,37362
Oregon City,OR,Oregon,45.3415,-122.5927,37339
Winter Springs,FL,Florida,28.6889,-81.2704,37312
Parkland,WA,Washington,47.1417,-122.4376,37303
Pahrump,NV,Nevada,36.2411,-116.0176,37298
Carpentersville,IL,Illinois,42.1227,-88.2895,37254
Wildomar,CA,California,33.6173,-117.2582,37229
Greenfield,WI,Wisconsin,42.9619,-88.0051,37221
Braintree,MA,Massachusetts,42.2039,-71.0022,37190
Rock Island,IL,Illinois,41.4699,-90.5827,37176
South Miami Heights,FL,Florida,25.5886,-80.3862,37119
Evans,GA,Georgia,33.5619,-82.1351,37114
West Fargo,ND,North Dakota,46.8573,-96.9057,37058
Mount Juliet,TN,Tennessee,36.1991,-86.5114,37029
San Juan,TX,Texas,26.1903,-98.152,37008
Oakton,VA,Virginia,38.8887,-77.3016,36997
Georgetown,KY,Kentucky,38.2249,-84.5482,36994
Portage,IN,Indiana,41.5866,-87.1792,36988
Aventura,FL,Florida,25.9565,-80.1372,36987
Owasso,OK,Oklahoma,36.2882,-95.8328,36957
Commack,NY,New York,40.8443,-73.2834,36953
Park Ridge,IL,Illinois,42.0125,-87.8436,36950
Foley,AL,Alabama,30.3983,-87.6649,36921
New Albany,IN,Indiana,38.3089,-85.8234,36843
Benton,AR,Arkansas,34.5775,-92.5712,36820
Meridian,MS,Mississippi,32.3846,-88.6896,36686
Bettendorf,IA,Iowa,41.5656,-90.4764,36543
Dunedin,FL,Florida,28.0329,-82.7863,36537
Hilliard,OH,Ohio,40.0353,-83.1578,36534
Merritt Island,FL,Florida,28.3146,-80.6713,36532
Phenix City,AL,Alabama,32.4588,-85.0251,36487
Addison,IL,Illinois,41.9314,-88.0085,36482
West Hollywood,CA,California,34.0882,-118.3718,36475
Roseville,MN,Minnesota,45.0155,-93.1545,36457
Oakville,MO,Missouri,38.4472,-90.3199,36407
Tucker,GA,Georgia,33.8436,-84.2021,36395
Moorpark,CA,California,34.2855,-118.877,36375
Richfield,MN,Minnesota,44.8762,-93.2833,36354
Monrovia,CA,California,34.165,-117.9921,36331
Kearns,UT,Utah,40.652,-112.0093,36330
Oak Creek,WI,Wisconsin,42.8803,-87.9009,36325
Lincoln Park,MI,Michigan,42.2432,-83.1811,36321
Claremont,CA,California,34.1259,-117.7153,36266
Oswego,IL,Illinois,41.6834,-88.3372,36252
Post Falls,ID,Idaho,47.7213,-116.9385,36250
Peachtree City,GA,Georgia,33.3943,-84.5712,36223
Lauderdale Lakes,FL,Florida,26.1682,-80.2017,36194
French Valley,CA,California,33.5998,-117.1069,36126
Portsmouth,OH,Ohio,38.7539,-82.9446,36111
Shawnee,OK,Oklahoma,35.3529,-96.965,36067
Gillette,WY,Wyoming,44.2752,-105.4983,36032
Tooele,UT,Utah,40.5393,-112.3082,36015
Prattville,AL,Alabama,32.4605,-86.4588,35957
Woodburn,OR,Oregon,45.1473,-122.8603,35941
Watertown Town,MA,Massachusetts,42.37,-71.1774,35939
Calumet City,IL,Illinois,41.6134,-87.5505,35913
San Juan Capistrano,CA,California,33.5009,-117.6544,35911
Foothill Farms,CA,California,38.6867,-121.3475,35881
Elmont,NY,New York,40.7033,-73.7078,35824
Franklin,WI,Wisconsin,42.8854,-88.0104,35811
Temple City,CA,California,34.1021,-118.0579,35811
Cooper City,FL,Florida,26.0463,-80.2862,35800
El Mirage,AZ,Arizona,33.5905,-112.3271,35753
Meadow Woods,FL,Florida,28.3698,-81.3467,35726
LaGrange,GA,Georgia,33.0274,-85.0384,35721
La Vergne,TN,Tennessee,36.0203,-86.5582,35716
Middletown,DE,Delaware,39.4453,-75.7166,35695
Mount Pleasant,MI,Michigan,43.5966,-84.7759,35694
Carrollwood,FL,Florida,28.0577,-82.5149,35686
Junction City,KS,Kansas,39.0271,-96.8496,35677
Inver Grove Heights,MN,Minnesota,44.8247,-93.0596,35672
Chillum,MD,Maryland,38.9667,-76.979,35557
Monroe,NC,North Carolina,35.0061,-80.5595,35540
Randallstown,MD,Maryland,39.3723,-76.8024,35528
Bell,CA,California,33.9801,-118.1798,35521
Gahanna,OH,Ohio,40.0251,-82.8637,35483
Sanford,NC,North Carolina,35.4874,-79.1772,35467
Riviera Beach,FL,Florida,26.7812,-80.0742,35463
Wildwood,MO,Missouri,38.5799,-90.6699,35432
Upper Arlington,OH,Ohio,40.0272,-83.0704,35366
Auburn,CA,California,38.895,-121.0778,35311
Plainfield,IN,Indiana,39.6953,-86.3717,35287
Westmont,CA,California,33.9417,-118.3018,35266
Oak Harbor,WA,Washington,48.2965,-122.6333,35228
Olney,MD,Maryland,39.1465,-77.0715,35191
Manhattan Beach,CA,California,33.8895,-118.3972,35183
New City,NY,New York,41.1543,-73.9909,35101
Owings Mills,MD,Maryland,39.4115,-76.7913,35081
La Porte,TX,Texas,29.6689,-95.0484,34976
Englewood,CO,Colorado,39.6468,-104.9942,34917
Brunswick,OH,Ohio,41.2464,-81.8198,34880
East Point,GA,Georgia,33.6696,-84.4701,34875
DeLand,FL,Florida,29.0224,-81.2873,34851
Martinez,GA,Georgia,33.5209,-82.0985,34844
Pleasant Hill,CA,California,37.954,-122.0759,34839
Orangevale,CA,California,38.6881,-121.2209,34824
Merrillville,IN,Indiana,41.4728,-87.3197,34792
Stow,OH,Ohio,41.1765,-81.4344,34785
Buenaventura Lakes,FL,Florida,28.3349,-81.3539,34784
San Luis,AZ,Arizona,32.4911,-114.7089,34778
Oildale,CA,California,35.4249,-119.0279,34763
Calhoun,GA,Georgia,34.4918,-84.9391,34754
Leawood,KS,Kansas,38.9076,-94.6258,34727
Menlo Park,CA,California,37.4686,-122.1672,34698
Sun Prairie,WI,Wisconsin,43.1827,-89.2358,34661
Dakota Ridge,CO,Colorado,39.6192,-105.1344,34659
Arcata,CA,California,40.8615,-124.0757,34616
Lockport,NY,New York,43.1698,-78.6956,34561
Pullman,WA,Washington,46.734,-117.1669,34506
Boardman,OH,Ohio,41.0334,-80.6671,34431
Nacogdoches,TX,Texas,31.6134,-94.6528,34420
Kearney,NE,Nebraska,40.701,-99.0834,34418
Vestavia Hills,AL,Alabama,33.4518,-86.7438,34413
North Ridgeville,OH,Ohio,41.3851,-82.0194,34392
Socorro,TX,Texas,31.6384,-106.2601,34370
Randolph,MA,Massachusetts,42.1778,-71.0539,34362
Norristown,PA,Pennsylvania,40.1224,-75.3398,34341
Montgomery Village,MD,Maryland,39.1783,-77.1957,34332
Redmond,OR,Oregon,44.2631,-121.1798,34240
Firestone,CO,Colorado,40.1563,-104.9494,34230
Goshen,IN,Indiana,41.5743,-85.8308,34217
Butte,MT,Montana,45.902,-112.6571,34207
Russellville,AR,Arkansas,35.2763,-93.1383,34205
Grass Valley,CA,California,39.2237,-121.0521,34196
Parkland,FL,Florida,26.3218,-80.2533,34170
University City,MO,Missouri,38.6657,-90.3315,34165
Midvale,UT,Utah,40.6148,-111.8928,34124
Golden Glades,FL,Florida,25.9129,-80.2013,34109
Franklin,MA,Massachusetts,42.0862,-71.4113,34087
Kennesaw,GA,Georgia,34.026,-84.6177,34077
Adelanto,CA,California,34.5815,-117.4397,34049
Ken Caryl,CO,Colorado,39.577,-105.1144,34040
Carlsbad,NM,New Mexico,32.4011,-104.2389,34031
University Place,WA,Washington,47.2147,-122.5461,34001
Chester,PA,Pennsylvania,39.8456,-75.3718,34000
Douglasville,GA,Georgia,33.7384,-84.7065,33992
Salisbury,NC,North Carolina,35.6656,-80.4909,33988
Laramie,WY,Wyoming,41.3099,-105.6085,33929
Lake Stevens,WA,Washington,48.0028,-122.096,33911
Foster City,CA,California,37.5553,-122.2659,33901
Valparaiso,IN,Indiana,41.4782,-87.0507,33897
Fairborn,OH,Ohio,39.801,-84.0093,33876
Estero,FL,Florida,26.4277,-81.7951,33871
Mason,OH,Ohio,39.3571,-84.3023,33870
Cottonwood Heights,UT,Utah,40.6137,-111.8144,33843
Kaneohe,HI,Hawaii,21.4062,-157.7904,33841
Sonoma,CA,California,38.2902,-122.4598,33831
Beverly Hills,CA,California,34.0786,-118.4021,33792
Galesburg,IL,Illinois,40.9506,-90.3763,33767
Warsaw,IN,Indiana,41.2448,-85.8464,33708
San Dimas,CA,California,34.1082,-117.809,33621
Glendale Heights,IL,Illinois,41.9196,-88.0785,33617
Dana Point,CA,California,33.4733,-117.6968,33577
Midlothian,TX,Texas,32.4668,-96.9892,33532
Newark,DE,Delaware,39.6776,-75.7573,33515
Alamogordo,NM,New Mexico,32.8837,-105.9624,33513
Alabaster,AL,Alabama,33.2198,-86.8225,33487
Pikesville,MD,Maryland,39.3893,-76.702,33486
Fair Oaks,VA,Virginia,38.8653,-77.3586,33481
Deer Park,TX,Texas,29.6898,-95.1151,33474
Long Beach,NY,New York,40.5887,-73.666,33454
Woodridge,IL,Illinois,41.7368,-88.0408,33432
Bridgeton,NJ,New Jersey,39.4286,-75.2281,33379
Greer,SC,South Carolina,34.9313,-82.2315,33373
Springville,UT,Utah,40.1638,-111.6206,33310
Saratoga Springs,UT,Utah,40.3449,-111.9152,33282
Copperas Cove,TX,Texas,31.1192,-97.914,33235
American Fork,UT,Utah,40.3792,-111.7952,33161
Franklin,NJ,New Jersey,41.1101,-74.5886,33153
Andover,MN,Minnesota,45.2571,-93.3265,33140
Matthews,NC,North Carolina,35.1195,-80.7101,33138
Woodstock,GA,Georgia,34.1026,-84.509,33039
Florence,KY,Kentucky,38.99,-84.647,33004
Northbrook,IL,Illinois,42.1292,-87.8353,32958
West Little River,FL,Florida,25.857,-80.2367,32897
Fair Lawn,NJ,New Jersey,40.9359,-74.1177,32896
St. Charles,IL,Illinois,41.9193,-88.3109,32887
Huntington Station,NY,New York,40.8446,-73.405,32866
Fairmont,WV,West Virginia,39.4768,-80.1491,32847
Ridgecrest,CA,California,35.6308,-117.6621,32684
Massillon,OH,Ohio,40.7838,-81.5254,32584
Spanaway,WA,Washington,47.0979,-122.4233,32575
Starkville,MS,Mississippi,33.4608,-88.8297,32546
Harker Heights,TX,Texas,31.0572,-97.6445,32421
Elk Grove Village,IL,Illinois,42.0063,-87.9921,32400
Kaysville,UT,Utah,41.029,-111.9456,32390
Lawndale,CA,California,33.8884,-118.3531,32389
Southlake,TX,Texas,32.9545,-97.1503,32376
Ferry Pass,FL,Florida,30.5203,-87.1903,32376
Savage,MN,Minnesota,44.7544,-93.3631,32362
Des Moines,WA,Washington,47.3915,-122.3157,32348
Bethel Park,PA,Pennsylvania,40.3239,-80.0364,32345
Princeton,FL,Florida,25.5396,-80.3971,32299
Dania Beach,FL,Florida,26.0594,-80.1637,32271
Spring Valley,NY,New York,41.1151,-74.0486,32261
Bowling Green,OH,Ohio,41.3773,-83.65,32249
Springfield,VA,Virginia,38.7809,-77.1839,32222
East Lake,FL,Florida,28.1205,-82.6868,32169
College Park,MD,Maryland,38.996,-76.9337,32163
Coos Bay,OR,Oregon,43.3789,-124.233,32159
Smithfield,NC,North Carolina,35.5131,-78.3497,32156
Rome,NY,New York,43.226,-75.4909,32148
Clearfield,UT,Utah,41.103,-112.0237,32118
Liberty,MO,Missouri,39.2394,-94.4191,32100
Eastpointe,MI,Michigan,42.4657,-82.9461,32081
Franklin Square,NY,New York,40.7002,-73.6775,32055
Pekin,IL,Illinois,40.5679,-89.6262,32045
Westlake,OH,Ohio,41.4524,-81.9295,32032
Uniondale,NY,New York,40.7176,-73.5947,32007
Chillicothe,OH,Ohio,39.3393,-82.9937,31999
La Verne,CA,California,34.1208,-117.7702,31974
Juneau,AK,Alaska,58.4546,-134.1739,31974
Prairieville,LA,Louisiana,30.3151,-90.9571,31974
Placerville,CA,California,38.7308,-120.7978,31943
Bel Air North,MD,Maryland,39.5544,-76.3733,31941
Redan,GA,Georgia,33.7394,-84.1644,31873
Martinsville,VA,Virginia,36.6827,-79.8636,31871
Pueblo West,CO,Colorado,38.3551,-104.7266,31849
Garfield,NJ,New Jersey,40.8791,-74.1085,31802
Fallbrook,CA,California,33.3693,-117.2259,31701
Spring Valley,CA,California,32.7316,-116.9766,31650
Hopkinsville,KY,Kentucky,36.8386,-87.4776,31569
Rochester,NH,New Hampshire,43.299,-70.9787,31526
South Riding,VA,Virginia,38.912,-77.5132,31515
Centereach,NY,New York,40.8696,-73.0808,31493
Milledgeville,GA,Georgia,33.0874,-83.2414,31471
Syracuse,UT,Utah,41.086,-112.0698,31458
Parkville,MD,Maryland,39.3832,-76.5519,31451
