city,state_id,state_name,latitude,longitude,population
Detroit,TX,Texas,33.6602,-95.2664,683
Spring Valley,KY,Kentucky,38.2968,-85.6108,683
Elwood,NE,Nebraska,40.5897,-99.8616,683
Bloomdale,OH,Ohio,41.1716,-83.5534,683
Bradford,IL,Illinois,41.1772,-89.6583,682
Santa Ana Pueblo,NM,New Mexico,35.3495,-106.5202,682
Woodlawn,IL,Illinois,38.3283,-89.0345,682
Porter,OK,Oklahoma,35.8687,-95.5206,682
Scranton,KS,Kansas,38.7778,-95.7402,682
Calpella,CA,California,39.2322,-123.197,682
Boswell,OK,Oklahoma,34.0281,-95.8683,682
Stockton,UT,Utah,40.4496,-112.3674,682
Onaga,KS,Kansas,39.4892,-96.1703,682
Aroma Park,IL,Illinois,41.0788,-87.8011,682
Ruthven,IA,Iowa,43.13,-94.8984,682
Hoffman,MN,Minnesota,45.8341,-95.787,682
Wayne Lakes,OH,Ohio,40.0217,-84.6625,682
Junction City,CA,California,40.7274,-123.0615,682
Saxton,PA,Pennsylvania,40.2127,-78.247,681
Wilton,AL,Alabama,33.0813,-86.8799,681
Millerstown,PA,Pennsylvania,40.5543,-77.153,681
Ririe,ID,Idaho,43.6324,-111.7714,681
Kress,TX,Texas,34.3658,-101.7484,681
Miller,MO,Missouri,37.2148,-93.8406,681
Maple Rapids,MI,Michigan,43.1077,-84.6897,681
McDade,TX,Texas,30.2819,-97.2449,681
Waubeka,WI,Wisconsin,43.4701,-87.9919,681
San Jose,NM,New Mexico,36.0367,-106.1004,680
Gillett,AR,Arkansas,34.1193,-91.3789,680
McClure,OH,Ohio,41.371,-83.9415,680
Reeseville,WI,Wisconsin,43.3062,-88.8445,680
Tyrone,NM,New Mexico,32.7099,-108.3028,680
Powers,OR,Oregon,42.8859,-124.0734,680
Ochlocknee,GA,Georgia,30.9752,-84.0517,680
Rocky Fork Point,OH,Ohio,39.1878,-83.4901,680
Minneola,KS,Kansas,37.4421,-100.0131,679
Twinsburg Heights,OH,Ohio,41.3064,-81.4579,679
Colfax,IN,Indiana,40.1941,-86.6668,679
Boyden,IA,Iowa,43.1891,-96.0032,679
Hollis Crossroads,AL,Alabama,33.5231,-85.6437,679
Kingston,GA,Georgia,34.232,-84.9445,679
Cascade,MT,Montana,47.277,-111.7025,679
Van Bibber Lake,IN,Indiana,39.7292,-86.9296,679
La Moille,IL,Illinois,41.5301,-89.2833,679
Hollow Rock,TN,Tennessee,36.0355,-88.274,679
Oxford,AR,Arkansas,36.2092,-91.919,679
West Pittsburg,PA,Pennsylvania,40.931,-80.3591,679
Timber Hills,PA,Pennsylvania,40.2457,-76.4838,679
Hindman,KY,Kentucky,37.335,-82.9819,678
Mound City,KS,Kansas,38.1328,-94.8494,678
West Mansfield,OH,Ohio,40.4007,-83.5444,678
Dongola,IL,Illinois,37.3599,-89.1654,678
Millville,CA,California,40.5576,-122.1696,678
Paragon,IN,Indiana,39.3952,-86.5627,678
Reidville,SC,South Carolina,34.866,-82.105,678
Ohio City,OH,Ohio,40.7703,-84.6162,677
Nuangola,PA,Pennsylvania,41.158,-75.9773,677
Point Comfort,TX,Texas,28.6715,-96.5589,677
Fleming-Neon,KY,Kentucky,37.1953,-82.7047,677
Kingstown,NC,North Carolina,35.3621,-81.62,677
Beasley,TX,Texas,29.4946,-95.9146,677
Sardis,OH,Ohio,39.6266,-80.9059,677
Keiser,AR,Arkansas,35.674,-90.0958,676
Elnora,IN,Indiana,38.8762,-87.0846,676
Kiowa,OK,Oklahoma,34.7223,-95.9018,676
Rockland,WI,Wisconsin,43.9075,-90.9165,676
Morgantown,PA,Pennsylvania,40.1539,-75.8906,676
West Alto Bonito,TX,Texas,26.3144,-98.6632,676
Ingold,NC,North Carolina,34.8312,-78.3497,676
Hendricks,MN,Minnesota,44.5076,-96.4281,675
Salisbury,PA,Pennsylvania,39.7535,-79.0843,675
Leawood,MO,Missouri,37.0333,-94.4947,675
Andrews,FL,Florida,29.5496,-82.8884,675
Noorvik,AK,Alaska,66.8292,-161.0376,675
Tuntutuliak,AK,Alaska,60.3843,-162.6838,675
Hebron,ND,North Dakota,46.9023,-102.0444,675
Alapaha,GA,Georgia,31.3832,-83.2237,675
Pennville,IN,Indiana,40.492,-85.147,675
Kirkwood,IL,Illinois,40.8678,-90.7483,675
Pe Ell,WA,Washington,46.5712,-123.2982,675
Weiner,AR,Arkansas,35.6197,-90.9054,674
Pikeville,NC,North Carolina,35.4971,-77.9879,674
Pine Valley,NY,New York,42.2273,-76.8469,674
Nocona Hills,TX,Texas,33.8524,-97.6435,674
Penns Creek,PA,Pennsylvania,40.8631,-77.0563,674
Ricardo,TX,Texas,27.4186,-97.8476,674
Clayton,IL,Illinois,40.0301,-90.958,673
New Bloomfield,MO,Missouri,38.7167,-92.0914,673
Toksook Bay,AK,Alaska,60.5333,-165.1557,673
Upper Marlboro,MD,Maryland,38.8171,-76.7546,673
Kimball,SD,South Dakota,43.7468,-98.9569,673
Bardwell,KY,Kentucky,36.874,-89.0091,673
McAdenville,NC,North Carolina,35.2652,-81.0805,673
Chillicothe,TX,Texas,34.256,-99.5144,673
Carrizo Hill,TX,Texas,28.5033,-99.8294,673
Lytle Creek,CA,California,34.2499,-117.5044,673
New Underwood,SD,South Dakota,44.0978,-102.8362,673
Haviland,KS,Kansas,37.6174,-99.1059,672
Sunset Valley,TX,Texas,30.2258,-97.8158,672
Brownsboro Farm,KY,Kentucky,38.304,-85.5946,672
Kasota,MN,Minnesota,44.2916,-93.9689,672
McNary,AZ,Arizona,34.0923,-109.8541,672
Blue Ridge Summit,PA,Pennsylvania,39.7256,-77.4687,672
Ellendale,MN,Minnesota,43.8727,-93.2993,672
Six Mile,SC,South Carolina,34.8082,-82.8154,672
Rowes Run,PA,Pennsylvania,40.0089,-79.8177,672
Sunset Village,GA,Georgia,32.8947,-84.4057,672
Adams,TN,Tennessee,36.5826,-87.0634,671
Farmersville,IL,Illinois,39.4412,-89.6521,671
Strawn,TX,Texas,32.5509,-98.4978,671
South Hills,MT,Montana,46.5564,-111.9974,671
Marble,MN,Minnesota,47.328,-93.294,671
Morley,MO,Missouri,37.0433,-89.6122,671
Kuttawa,KY,Kentucky,37.0594,-88.1149,670
Petrolia,TX,Texas,34.0132,-98.2312,670
Watkins,CO,Colorado,39.6971,-104.5787,670
Cecilton,MD,Maryland,39.4046,-75.8675,670
St. Florian,AL,Alabama,34.8714,-87.6224,670
Lakehead,CA,California,40.9007,-122.3924,670
Vader,WA,Washington,46.4045,-122.9569,670
Waterloo,CA,California,38.0365,-121.1846,670
Hillman,MI,Michigan,45.0647,-83.8975,669
Walnut Creek,AZ,Arizona,35.1312,-114.1267,669
Armour,SD,South Dakota,43.319,-98.3448,669
McRae,AR,Arkansas,35.1119,-91.8253,669
Oak Grove,TX,Texas,32.5327,-96.3186,669
Rocky Hill,NJ,New Jersey,40.4002,-74.6405,669
Hull,TX,Texas,30.1464,-94.6422,669
Colton,SD,South Dakota,43.7871,-96.928,669
Freeport,MN,Minnesota,45.6627,-94.6888,669
Bluford,IL,Illinois,38.3256,-88.735,669
Osmond,WY,Wyoming,42.6777,-110.9408,669
Palmer,TN,Tennessee,35.3576,-85.5656,668
McBain,MI,Michigan,44.1961,-85.2154,668
South Royalton,VT,Vermont,43.8123,-72.5156,668
Saybrook,IL,Illinois,40.4281,-88.5263,668
Bristow Cove,AL,Alabama,34.1092,-86.241,668
Caroleen,NC,North Carolina,35.2811,-81.7914,668
Happy,TX,Texas,34.7416,-101.8572,668
Adrian,GA,Georgia,32.5306,-82.592,668
Chattaroy,WV,West Virginia,37.7062,-82.2737,668
Efland,NC,North Carolina,36.0806,-79.1718,668
Coggon,IA,Iowa,42.2783,-91.5304,667
Silver Cliff,CO,Colorado,38.1204,-105.4104,667
Liberty,MS,Mississippi,31.1611,-90.8006,667
Peñasco,NM,New Mexico,36.1703,-105.6907,667
Sligo,PA,Pennsylvania,41.1081,-79.4964,666
Beverly,WV,West Virginia,38.8442,-79.8718,666
Rushville,NY,New York,42.7607,-77.2274,666
Sebeka,MN,Minnesota,46.629,-95.0878,666
La Tina Ranch,TX,Texas,26.2031,-97.4764,666
Cloverdale,MS,Mississippi,31.496,-91.4152,666
White Hall,WV,West Virginia,39.4241,-80.1889,666
Canyon City,OR,Oregon,44.393,-118.9494,666
Forest View,IL,Illinois,41.8073,-87.7798,666
Eckhart Mines,MD,Maryland,39.6553,-78.8941,665
Potosi,WI,Wisconsin,42.6875,-90.7108,665
Turbotville,PA,Pennsylvania,41.1019,-76.7695,665
Albert City,IA,Iowa,42.7816,-94.9491,665
Chemung,IL,Illinois,42.4162,-88.6642,665
Eleva,WI,Wisconsin,44.5763,-91.4705,665
Sullivan,WI,Wisconsin,43.0118,-88.5903,665
Taholah,WA,Washington,47.3283,-124.2728,665
Bodega Bay,CA,California,38.325,-123.0308,665
Ocean Isle Beach,NC,North Carolina,33.9011,-78.4394,665
Auburndale,WI,Wisconsin,44.6266,-90.0144,665
Cliffside,NC,North Carolina,35.248,-81.7653,665
Pleasant Hill,TX,Texas,31.0033,-94.7936,665
Mathiston,MS,Mississippi,33.539,-89.1277,664
Thompsontown,PA,Pennsylvania,40.5658,-77.2362,664
South New Castle,PA,Pennsylvania,40.9747,-80.3457,664
Russia,OH,Ohio,40.2341,-84.4077,664
Loretto,MN,Minnesota,45.0548,-93.6353,664
Holden Beach,NC,North Carolina,33.912,-78.3182,664
Potters Hill,NC,North Carolina,34.9645,-77.6983,664
Joppa,AL,Alabama,34.2982,-86.5506,664
Racine,OH,Ohio,38.9685,-81.9112,664
Friendship,TN,Tennessee,35.9084,-89.2414,664
Center City,MN,Minnesota,45.3941,-92.8141,664
Sycamore,GA,Georgia,31.671,-83.6353,664
Kooskia,ID,Idaho,46.1413,-115.9766,664
Bolt,WV,West Virginia,37.7624,-81.4189,664
Deer Creek,IL,Illinois,40.6293,-89.3313,663
Kernville,CA,California,35.7531,-118.4321,663
Crofton,NE,Nebraska,42.7315,-97.4986,663
Silverton,CO,Colorado,37.811,-107.6648,663
St. Leon,IN,Indiana,39.2935,-84.9641,663
Oldenburg,IN,Indiana,39.3388,-85.2041,663
Two Rivers,AK,Alaska,64.8908,-147.0898,663
James Town,WY,Wyoming,41.5651,-109.5392,663
Puryear,TN,Tennessee,36.4413,-88.3324,663
Addison,WV,West Virginia,38.4782,-80.4082,663
Vayas,PR,Puerto Rico,18.0541,-66.5858,662
Lake Winola,PA,Pennsylvania,41.5105,-75.8509,662
Greenwood,FL,Florida,30.8727,-85.1612,662
Matherville,IL,Illinois,41.2596,-90.6055,662
Viola,WI,Wisconsin,43.507,-90.6735,662
Mountain Lakes,NH,New Hampshire,44.1205,-71.9579,662
Oneida,IL,Illinois,41.0722,-90.2247,662
Austinburg,OH,Ohio,41.7692,-80.8556,662
Alda,NE,Nebraska,40.8666,-98.4679,662
Bay View,WA,Washington,48.487,-122.4628,662
Rolling Fields,KY,Kentucky,38.2689,-85.6708,661
Loghill Village,CO,Colorado,38.1962,-107.779,661
Strykersville,NY,New York,42.708,-78.4483,661
Timber Lakes,UT,Utah,40.4733,-111.2533,661
Manzanita,OR,Oregon,45.7165,-123.9352,661
Cleveland,MO,Missouri,38.6788,-94.598,661
Ashley,ND,North Dakota,46.0347,-99.3736,661
Thunderbird Bay,TX,Texas,31.9087,-99.0207,661
Elmwood,NE,Nebraska,40.8426,-96.2947,661
Mechanicsburg,IL,Illinois,39.8021,-89.4067,661
Strathmoor Village,KY,Kentucky,38.2208,-85.6778,660
La Prairie,MN,Minnesota,47.2302,-93.4913,660
New Cuyama,CA,California,34.9421,-119.6808,660
Arroyo Colorado Estates,TX,Texas,26.1864,-97.6113,660
Flovilla,GA,Georgia,33.2524,-83.903,660
Meridian Station,MS,Mississippi,32.5485,-88.6092,660
Agency,MO,Missouri,39.6698,-94.7587,660
Cisne,IL,Illinois,38.5141,-88.4374,660
Parkway Village,KY,Kentucky,38.2113,-85.7381,660
Motley,MN,Minnesota,46.3349,-94.6423,660
Welling,OK,Oklahoma,35.8561,-94.8458,660
Amherst,TX,Texas,34.012,-102.4148,660
Story,WY,Wyoming,44.5731,-106.9142,660
Deer Lake,PA,Pennsylvania,40.6214,-76.0565,659
St. Edward,NE,Nebraska,41.5715,-97.8611,659
Genoa,NV,Nevada,39.0256,-119.8309,659
Heidelberg,MS,Mississippi,31.8898,-88.9879,659
Palmyra,IL,Illinois,39.4345,-89.9959,659
Millington,IL,Illinois,41.5623,-88.6023,659
Pippa Passes,KY,Kentucky,37.3342,-82.8733,659
Dalzell,IL,Illinois,41.3551,-89.1759,659
Blairstown,IA,Iowa,41.9059,-92.0821,659
Maury City,TN,Tennessee,35.8145,-89.2239,659
Taylor Springs,IL,Illinois,39.131,-89.4947,659
Bluffs,IL,Illinois,39.7494,-90.5352,659
Wabasso,MN,Minnesota,44.4025,-95.2554,659
Santa Clara,PR,Puerto Rico,18.211,-66.132,659
Clio,SC,South Carolina,34.5791,-79.5461,658
San Luis,CO,Colorado,37.2024,-105.4225,658
Stanwood,IA,Iowa,41.8927,-91.1488,658
Ona,FL,Florida,27.483,-81.9098,658
Sharptown,MD,Maryland,38.5382,-75.719,658
Remington,VA,Virginia,38.5346,-77.8083,658
Clyde,KS,Kansas,39.5918,-97.4001,658
Virgin,UT,Utah,37.2082,-113.2086,658
St. Meinrad,IN,Indiana,38.1692,-86.8257,658
Carlisle,IN,Indiana,38.9608,-87.4015,658
Wampum,PA,Pennsylvania,40.8863,-80.3393,658
San Simeon,CA,California,35.6182,-121.1375,658
Friendship,WI,Wisconsin,43.972,-89.8202,657
Milan,GA,Georgia,32.0194,-83.0631,657
Elberfeld,IN,Indiana,38.1617,-87.4481,656
McDowell,KY,Kentucky,37.459,-82.734,656
Van Horne,IA,Iowa,42.0083,-92.0897,656
Hershey,NE,Nebraska,41.1601,-100.9985,656
Valley Acres,CA,California,35.2087,-119.4106,656
Round Hill,VA,Virginia,39.1319,-77.7681,656
Fulton,CA,California,38.4937,-122.7734,655
Thayer,IL,Illinois,39.5404,-89.758,655
Beemer,NE,Nebraska,41.93,-96.8092,655
Joliet,MT,Montana,45.4845,-108.9721,655
Shueyville,IA,Iowa,41.8462,-91.6512,655
Niantic,IL,Illinois,39.8541,-89.1652,655
Greendale,MO,Missouri,38.6938,-90.3125,654
Milner,GA,Georgia,33.1177,-84.193,654
Lecompton,KS,Kansas,39.0358,-95.3929,654
Round Rock,AZ,Arizona,36.5044,-109.4616,654
Justice,WV,West Virginia,37.5992,-81.8381,654
Eldorado Springs,CO,Colorado,39.9367,-105.2625,654
Monroe,OR,Oregon,44.3168,-123.2989,654
Clarissa,MN,Minnesota,46.1284,-94.949,653
Pennsbury Village,PA,Pennsylvania,40.4282,-80.1011,653
Lemitar,NM,New Mexico,34.1551,-106.9122,653
Cove,OR,Oregon,45.2964,-117.8102,653
Bendersville,PA,Pennsylvania,39.9813,-77.2493,653
Sycamore Hills,MO,Missouri,38.7012,-90.3489,653
McLaughlin,SD,South Dakota,45.8133,-100.8107,653
Bluetown,TX,Texas,26.0734,-97.8199,653
Schenevus,NY,New York,42.5497,-74.827,652
Yates City,IL,Illinois,40.7776,-90.0139,652
Grantsboro,NC,North Carolina,35.1448,-76.8447,652
El Rancho Vela,TX,Texas,26.4038,-98.7691,652
Rocky Ripple,IN,Indiana,39.8484,-86.1731,652
Greensburg,LA,Louisiana,30.83,-90.6698,652
Glenwood,GA,Georgia,32.1805,-82.6709,651
Oak Level,VA,Virginia,36.7944,-79.9392,651
Jewett,OH,Ohio,40.3681,-81.0031,651
Verlot,WA,Washington,48.1003,-121.7679,651
Weston,OR,Oregon,45.8165,-118.4258,651
Fremont,WI,Wisconsin,44.2602,-88.8715,651
Viburnum,MO,Missouri,37.7149,-91.1295,651
Summertown,TN,Tennessee,35.4344,-87.3084,651
Hills,MN,Minnesota,43.5278,-96.3594,651
Allgood,AL,Alabama,33.9064,-86.5178,650
New Boston,IL,Illinois,41.1698,-90.9998,650
Sheridan,MI,Michigan,43.2086,-85.0739,650
Crawford,MS,Mississippi,33.3023,-88.6253,650
Holland,IN,Indiana,38.2464,-87.0384,650
Alhambra,IL,Illinois,38.8878,-89.7361,650
Yakutat,AK,Alaska,59.567,-139.5966,649
Welcome,MN,Minnesota,43.6662,-94.6071,649
Perdido Beach,AL,Alabama,30.3554,-87.5036,649
Pretty Prairie,KS,Kansas,37.78,-98.0224,649
Melrose,OR,Oregon,43.2529,-123.4575,649
Oak City,UT,Utah,39.3762,-112.3391,649
Wickliffe,KY,Kentucky,36.9658,-89.0822,649
Birch Tree,MO,Missouri,36.9967,-91.4916,649
Hanover,KS,Kansas,39.8935,-96.8753,648
Lake Roesiger,WA,Washington,47.9839,-121.9129,648
Heron Lake,MN,Minnesota,43.798,-95.3198,648
Port Leyden,NY,New York,43.5838,-75.3413,648
Woonsocket,SD,South Dakota,44.0541,-98.2724,648
Timberlake,OH,Ohio,41.6655,-81.4428,648
Dauberville,PA,Pennsylvania,40.4606,-75.9984,648
Ottertail,MN,Minnesota,46.4267,-95.5638,648
New Hope,VA,Virginia,38.1954,-78.9044,648
Sharpsburg,MD,Maryland,39.4576,-77.7496,647
Little Hocking,OH,Ohio,39.2608,-81.702,647
Vicksburg,AZ,Arizona,33.7293,-113.8254,647
Waldron,IN,Indiana,39.4535,-85.6629,647
Creston,IL,Illinois,41.9336,-88.9743,647
Norwood,MO,Missouri,37.1072,-92.4189,647
Norborne,MO,Missouri,39.3024,-93.6759,647
Gallaway,TN,Tennessee,35.3274,-89.6066,647
Evansville,IL,Illinois,38.0889,-89.9322,647
Lake Arthur Estates,PA,Pennsylvania,40.9616,-80.1483,647
Busby,MT,Montana,45.5281,-106.9753,647
Greenevers,NC,North Carolina,34.8271,-77.9247,647
New Florence,PA,Pennsylvania,40.379,-79.0752,647
Asharoken,NY,New York,40.938,-73.3815,646
North Middletown,KY,Kentucky,38.1426,-84.1102,646
Clarence,PA,Pennsylvania,41.0484,-77.946,646
East Pecos,NM,New Mexico,35.5765,-105.6499,646
New Chapel Hill,TX,Texas,32.3012,-95.1674,646
Woodlawn,NC,North Carolina,36.1158,-79.2898,646
Satsop,WA,Washington,47.0223,-123.4737,646
Galesville,MD,Maryland,38.8379,-76.5514,645
Savanna,OK,Oklahoma,34.8353,-95.8357,645
Cordova,IL,Illinois,41.6775,-90.3218,645
Carey,ID,Idaho,43.3097,-113.9444,645
Stephen,MN,Minnesota,48.4518,-96.8769,645
North San Pedro,TX,Texas,27.8027,-97.682,645
Minnesota Lake,MN,Minnesota,43.8408,-93.8279,644
South Wilmington,IL,Illinois,41.1745,-88.2795,644
Shoshoni,WY,Wyoming,43.238,-108.1068,644
Minford,OH,Ohio,38.8618,-82.8552,644
North Springfield,VT,Vermont,43.33,-72.5263,644
Kirtland Hills,OH,Ohio,41.6362,-81.3193,644
Taycheedah,WI,Wisconsin,43.8122,-88.3914,644
Barlow,KY,Kentucky,37.0511,-89.0445,644
Lynch,KY,Kentucky,36.9641,-82.9139,644
Picture Rocks,PA,Pennsylvania,41.2804,-76.7079,644
Alexandria,SD,South Dakota,43.654,-97.7799,644
Nenahnezad,NM,New Mexico,36.7354,-108.4253,644
Coffeen,IL,Illinois,39.0883,-89.3898,644
Remy,OK,Oklahoma,35.4578,-94.4984,644
Sunset,TX,Texas,33.4479,-97.7663,644
Gilbert,SC,South Carolina,33.9245,-81.3928,643
Stanton,IA,Iowa,40.981,-95.1029,643
Agency,IA,Iowa,40.9975,-92.3072,643
Green Valley,IL,Illinois,40.4072,-89.6442,643
Blairsville,GA,Georgia,34.8761,-83.9548,643
Rock Island,OK,Oklahoma,35.1831,-94.4811,643
Florence,MT,Montana,46.6345,-114.0814,643
Washburn,IA,Iowa,42.4112,-92.2685,643
Winslow West,AZ,Arizona,34.9923,-110.7069,642
Rossiter,PA,Pennsylvania,40.8991,-78.9356,642
Shawnee,OH,Ohio,39.6063,-82.2046,642
Palo Seco,PR,Puerto Rico,18.0093,-65.9369,642
Vineyard Lake,MI,Michigan,42.0868,-84.2102,642
Franklin,WV,West Virginia,38.6452,-79.3332,642
Caddo Valley,AR,Arkansas,34.1897,-93.0679,642
Huntsville,UT,Utah,41.2602,-111.7741,642
Redwater,MS,Mississippi,32.7835,-89.5559,642
Argyle,MN,Minnesota,48.3366,-96.8162,642
Elloree,SC,South Carolina,33.5302,-80.5711,641
Dustin Acres,CA,California,35.2159,-119.375,641
Noble,IL,Illinois,38.6974,-88.2234,641
Frost,TX,Texas,32.0788,-96.8086,641
Castlewood,SD,South Dakota,44.7242,-97.0309,641
Mendon,OH,Ohio,40.6733,-84.5175,641
Almena,WI,Wisconsin,45.4149,-92.0384,641
Flintville,TN,Tennessee,35.0601,-86.4164,641
Bolton,NC,North Carolina,34.3174,-78.3977,641
Harmony,IN,Indiana,39.5337,-87.073,641
Tidioute,PA,Pennsylvania,41.6847,-79.4004,641
Arlee,MT,Montana,47.1679,-114.0838,641
Jennerstown,PA,Pennsylvania,40.1635,-79.0611,640
Clayton,LA,Louisiana,31.7226,-91.5373,640
Simla,CO,Colorado,39.1408,-104.0824,640
Malta,OH,Ohio,39.6515,-81.8639,640
Francis Creek,WI,Wisconsin,44.2005,-87.7208,640
Vermont,IL,Illinois,40.2957,-90.429,640
Harrah,WA,Washington,46.4071,-120.5421,640
Grafton,IL,Illinois,38.9764,-90.4257,640
Brighton,IA,Iowa,41.1747,-91.8212,640
Halaula,HI,Hawaii,20.2261,-155.7816,640
Rollingstone,MN,Minnesota,44.0993,-91.8187,639
Whitsett,NC,North Carolina,36.0783,-79.572,639
Roxton,TX,Texas,33.5453,-95.7247,639
Cannonsburg,KY,Kentucky,38.3806,-82.7006,639
Dufur,OR,Oregon,45.453,-121.1289,639
Lost Nation,IL,Illinois,41.9124,-89.3689,639
Stratton,CO,Colorado,39.3029,-102.6035,639
Crowder,MS,Mississippi,34.1729,-90.1377,639
Saluda,VA,Virginia,37.6053,-76.5938,639
Cardwell,MO,Missouri,36.0475,-90.2909,639
Alden,MN,Minnesota,43.6695,-93.5735,639
Notus,ID,Idaho,43.7266,-116.7998,638
Findlay,IL,Illinois,39.5223,-88.7546,638
St. Lucie Village,FL,Florida,27.4966,-80.3416,638
West City,IL,Illinois,37.9962,-88.947,638
Kotlik,AK,Alaska,63.0305,-163.553,638
La Mesa,NM,New Mexico,32.1244,-106.709,638
Bryantown,MD,Maryland,38.5498,-76.8429,637
Roberts,ID,Idaho,43.7206,-112.1283,637
Cohutta,GA,Georgia,34.9539,-84.9593,637
Paukaa,HI,Hawaii,19.7625,-155.0948,637
Iron River,WI,Wisconsin,46.5671,-91.4069,637
Ojo Amarillo,NM,New Mexico,36.6942,-108.3704,637
Aquadale,NC,North Carolina,35.2244,-80.2236,637
Valier,IL,Illinois,38.0176,-89.0439,637
Tacna,AZ,Arizona,32.7004,-113.9618,637
Robbinsville,NC,North Carolina,35.3217,-83.8094,637
Waterville,KS,Kansas,39.6919,-96.7469,636
Ducor,CA,California,35.8943,-119.0456,636
Weir,KS,Kansas,37.3083,-94.7747,636
Smithville,GA,Georgia,31.9013,-84.2552,636
East Avon,NY,New York,42.9128,-77.7072,636
Moravia,IA,Iowa,40.8918,-92.8191,636
Canistota,SD,South Dakota,43.5978,-97.2926,636
Roseland,IN,Indiana,41.7176,-86.2505,636
O'Brien,OR,Oregon,42.0702,-123.7077,636
Bull Creek,MO,Missouri,36.7151,-93.202,635
Alpha,IL,Illinois,41.1917,-90.3802,635
Lake Benton,MN,Minnesota,44.2644,-96.2918,635
Lynn,AL,Alabama,34.0548,-87.5555,635
Micanopy,FL,Florida,29.506,-82.2806,635
Highfill,AR,Arkansas,36.2767,-94.3237,635
Lake Milton,OH,Ohio,41.096,-80.9812,635
East Vandergrift,PA,Pennsylvania,40.5973,-79.563,635
Winchester,WI,Wisconsin,44.1982,-88.6599,635
Middleton,TN,Tennessee,35.0593,-88.8901,635
Cochranville,PA,Pennsylvania,39.8905,-75.9241,635
Dove Creek,CO,Colorado,37.7668,-108.9071,634
Elgin,IA,Iowa,42.9553,-91.6356,634
Thatcher,UT,Utah,41.6815,-112.3201,634
Jay,FL,Florida,30.9504,-87.1523,634
Milnor,ND,North Dakota,46.2603,-97.4571,634
Onida,SD,South Dakota,44.7048,-100.0675,634
Hungry Horse,MT,Montana,48.3843,-114.0652,634
Livingston,WI,Wisconsin,42.9001,-90.4337,634
Clarkson,NE,Nebraska,41.7234,-97.1215,633
Tees Toh,AZ,Arizona,35.4849,-110.3989,633
Downey,ID,Idaho,42.4288,-112.1233,633
Taconite,MN,Minnesota,47.3315,-93.3758,633
Dicksonville,PA,Pennsylvania,40.7153,-79.0105,632
Excel,AL,Alabama,31.4264,-87.3433,632
Campbell,TX,Texas,33.1483,-95.9532,632
Klamath,CA,California,41.5322,-124.0063,632
Binger,OK,Oklahoma,35.3105,-98.3433,632
Norwalk,WI,Wisconsin,43.8342,-90.6269,632
Rose City,MI,Michigan,44.4209,-84.116,632
Loleta,CA,California,40.6409,-124.2225,632
Nelsonville,NY,New York,41.4291,-73.9466,632
Ackermanville,PA,Pennsylvania,40.835,-75.2226,632
Wingo,KY,Kentucky,36.6422,-88.7396,631
Golconda,IL,Illinois,37.3622,-88.4872,631
Davis,WV,West Virginia,39.1266,-79.4609,631
The Lakes,MN,Minnesota,44.136,-95.7083,631
Niland,CA,California,33.2387,-115.5146,631
Nisqually Indian Community,WA,Washington,47.0178,-122.6728,631
Cohasset,CA,California,39.9022,-121.7453,631
Mangham,LA,Louisiana,32.309,-91.7795,631
Brooksville,KY,Kentucky,38.6818,-84.0666,631
Hayden,AZ,Arizona,32.9995,-110.7814,631
Gibson,GA,Georgia,33.2334,-82.596,631
Hoyt,KS,Kansas,39.2493,-95.7081,630
Jefferson,WV,West Virginia,38.3701,-81.7709,630
Pinckard,AL,Alabama,31.3173,-85.543,630
Selma,VA,Virginia,37.8033,-79.8499,630
Man,WV,West Virginia,37.7522,-81.8923,630
Ridgeway,WI,Wisconsin,42.9986,-89.993,630
Patton Village,CA,California,40.1401,-120.1778,630
Geronimo,TX,Texas,29.6728,-97.9686,630
Candlewood Lake,OH,Ohio,40.6214,-82.7764,630
Melrose,NM,New Mexico,34.4289,-103.6296,629
Springdale,UT,Utah,37.1816,-113.0048,629
Grosse Tete,LA,Louisiana,30.4148,-91.4395,629
Johnson City,OR,Oregon,45.4045,-122.5795,629
Mermentau,LA,Louisiana,30.1874,-92.584,629
Hartford,AR,Arkansas,35.0236,-94.3799,629
Hamilton,VA,Virginia,39.1349,-77.6642,629
Risingsun,OH,Ohio,41.2671,-83.4268,629
Dahlgren Center,VA,Virginia,38.34,-77.0324,628
New Hope,TX,Texas,33.2115,-96.5636,628
Westcliffe,CO,Colorado,38.134,-105.4654,628
Santa Maria,TX,Texas,26.0767,-97.8464,628
Firth,NE,Nebraska,40.5359,-96.6049,627
Winterstown,PA,Pennsylvania,39.8408,-76.6175,627
Graford,TX,Texas,32.9374,-98.2476,627
Selby,SD,South Dakota,45.5057,-100.0329,627
Laurel Hill,FL,Florida,30.9641,-86.4561,627
Reece City,AL,Alabama,34.0772,-86.0345,627
Lovelady,TX,Texas,31.1279,-95.4456,627
Westwood,PA,Pennsylvania,39.9702,-75.8555,627
Boyce,VA,Virginia,39.0933,-78.0601,627
Ladonia,TX,Texas,33.4283,-95.9482,627
Davis,IL,Illinois,42.4216,-89.4147,627
Allardt,TN,Tennessee,36.3811,-84.8814,627
Stockton,AL,Alabama,30.9946,-87.86,626
Kirtland,NM,New Mexico,36.7502,-108.3588,626
Arcadia University,PA,Pennsylvania,40.0918,-75.1653,626
Shenandoah Retreat,VA,Virginia,39.1373,-77.8637,626
